股票代码,股票简称,报告期,上下游关系比率,现金比率,核心利润率%,核心利润含金量
002818,富森美,2016-09-30,38.55,0.02,55.06,1.24
002819,东方中科,2016-09-30,0.39,0.03,5.04,-2.14
002820,桂发祥,2016-09-30,0.69,0.06,27.02,1.08
002821,凯莱英,2016-09-30,1.08,0.02,32.00,0.98
002822,中装建设,2016-09-30,0.39,0.08,9.61,-0.56
002823,凯中精密,2016-09-30,0.00,0.00,100.00,0.08
002824,和胜股份,2016-09-30,0.51,0.01,12.75,0.13
002825,纳尔股份,2016-09-30,1.96,0.04,13.55,0.30
002826,易明医药,2016-09-30,0.00,0.00,100.00,0.00
002827,高争民爆,2016-09-30,1.83,0.03,33.31,1.02
002828,贝肯能源,2016-09-30,0.67,0.03,9.85,0.75
002829,星网宇达,2016-09-30,0.54,0.01,22.29,0.43
002830,名雕股份,2016-09-30,22.86,0.15,5.83,2.73
002831,裕同科技,2016-09-30,0.44,0.02,18.65,0.81
002832,比音勒芬,2016-09-30,1.41,0.06,23.10,0.64
002833,弘亚数控,2016-09-30,2.15,0.00,31.39,1.09
002835,同为股份,2016-09-30,0.00,0.00,100.00,0.11
002836,新宏泽,2016-09-30,0.79,0.00,22.01,1.25
002837,英维克,2016-09-30,0.00,0.00,100.00,-0.00
002838,道恩股份,2016-09-30,0.25,0.01,14.40,0.74
002840,华统股份,2016-09-30,2.68,0.03,1.87,3.33
002841,视源股份,2016-09-30,4.65,0.04,10.44,1.19
002842,翔鹭钨业,2016-09-30,0.00,0.00,100.00,0.05
002843,泰嘉股份,2016-09-30,0.12,0.01,18.03,1.72
002845,同兴达,2016-09-30,2.19,0.04,2.79,-1.82
002846,英联股份,2016-12-31,0.70,0.01,19.61,0.82
002847,盐津铺子,2016-09-30,1.86,0.00,13.85,1.39
002848,高斯贝尔,2016-09-30,0.61,0.02,8.52,-1.13
002849,威星智能,2016-12-31,1.15,0.04,10.73,0.98
300001,特锐德,2016-09-30,0.85,0.07,5.11,-0.78
300002,神州泰岳,2016-09-30,0.18,0.03,6.61,0.73
300003,乐普医疗,2016-09-30,0.34,0.03,27.75,0.77
300004,南风股份,2016-09-30,0.46,0.01,6.09,1.78
300005,探路者,2016-09-30,1.06,0.16,4.36,-2.98
300006,莱美药业,2016-09-30,0.54,0.03,7.13,0.29
300007,汉威电子,2016-09-30,1.11,0.10,9.47,2.55
300008,天海防务,2016-09-30,0.56,0.04,13.18,-2.66
300009,安科生物,2016-09-30,0.19,0.00,26.92,0.86
300010,立思辰,2016-09-30,0.59,0.03,6.55,-4.65
300011,鼎汉技术,2016-09-30,0.38,0.02,4.75,-2.33
300012,华测检测,2016-09-30,0.34,0.14,9.83,0.87
300013,新宁物流,2016-09-30,0.43,0.03,1.64,-4.66
300014,亿纬锂能,2016-09-30,1.02,0.02,17.05,-0.27
300015,爱尔眼科,2016-09-30,1.21,0.02,19.79,0.89
300016,北陆药业,2016-09-30,0.07,0.04,23.63,0.76
300017,网宿科技,2016-09-30,0.52,0.08,26.52,0.77
300018,中元股份,2016-09-30,0.22,0.08,62.00,0.20
300019,硅宝科技,2016-09-30,0.45,0.02,17.96,0.50
300020,银江股份,2016-09-30,0.69,0.11,10.91,-3.44
300021,大禹节水,2016-09-30,0.48,0.00,2.54,-9.81
300022,吉峰农机,2016-09-30,1.55,0.11,1.40,3.11
300023,宝德股份,2016-09-30,0.28,0.05,18.40,-52.46
300024,机器人,2016-09-30,0.51,0.04,17.28,-1.58
300025,华星创业,2016-09-30,0.41,0.00,7.08,-2.43
300026,红日药业,2016-09-30,0.13,0.28,19.67,0.66
300027,华谊兄弟,2016-09-30,0.37,0.16,6.94,1.53
300028,金亚科技,2016-09-30,0.60,0.00,1.31,11.66
300029,天龙光电,2016-09-30,2.59,0.02,-26.98,1.22
300030,阳普医疗,2016-09-30,0.36,0.03,4.41,-2.27
300031,宝通科技,2016-09-30,0.39,0.08,15.89,1.02
300032,金龙机电,2016-09-30,0.63,0.19,5.64,0.60
300033,同花顺,2016-09-30,98.45,0.09,59.26,0.75
300034,钢研高纳,2016-09-30,0.41,0.02,17.83,0.38
300035,中科电气,2016-09-30,0.21,0.02,18.74,1.27
300036,超图软件,2016-09-30,0.46,0.03,6.86,-5.38
300037,新宙邦,2016-09-30,0.44,0.03,21.75,0.57
300038,梅泰诺,2016-09-30,0.42,0.03,12.29,0.05
300039,上海凯宝,2016-09-30,0.11,0.10,26.12,0.68
300040,九洲电气,2016-09-30,0.80,0.00,5.26,8.07
300041,回天新材,2016-09-30,0.40,0.04,9.85,0.53
300042,朗科科技,2016-09-30,0.29,0.06,10.08,-0.83
300043,星辉娱乐,2016-09-30,0.95,0.03,9.40,0.49
300044,赛为智能,2016-09-30,1.19,0.02,0.33,-88.31
300045,华力创通,2016-09-30,0.18,0.01,6.08,-6.76
300046,台基股份,2016-09-30,0.47,0.09,19.73,1.23
300047,天源迪科,2016-09-30,0.24,0.06,0.56,-34.02
300048,合康新能,2016-09-30,0.58,0.05,18.32,0.36
300049,福瑞股份,2016-09-30,0.20,0.16,16.74,1.13
300050,世纪鼎利,2016-09-30,0.16,0.13,15.78,0.22
300051,三五互联,2016-09-30,1.17,0.00,18.24,1.27
300052,中青宝,2016-09-30,0.17,0.02,-3.08,-5.39
300053,欧比特,2016-09-30,0.19,0.02,13.10,-2.19
300054,鼎龙股份,2016-09-30,0.32,0.05,23.29,1.10
300055,万邦达,2016-09-30,0.51,0.12,22.25,-0.80
300056,三维丝,2016-09-30,0.95,0.04,13.93,-0.37
300057,万顺股份,2016-09-30,1.05,0.07,3.75,2.84
300058,蓝色光标,2016-09-30,0.65,0.09,3.99,-1.25
300059,东方财富,2016-09-30,0.73,0.16,-25.78,20.24
300061,康耐特,2016-09-30,0.23,0.02,10.37,0.77
300062,中能电气,2016-09-30,0.79,0.04,7.35,-0.64
300063,天龙集团,2016-09-30,0.41,0.03,4.32,0.84
300064,豫金刚石,2016-09-30,0.53,0.10,19.22,0.48
300065,海兰信,2016-09-30,0.20,0.00,14.55,-0.69
300066,三川智慧,2016-09-30,0.34,0.08,19.61,0.68
300067,安诺其,2016-09-30,0.38,0.05,11.11,0.95
300068,南都电源,2016-09-30,0.54,0.00,4.01,-2.35
300069,金利华电,2016-09-30,0.60,0.01,12.22,0.17
300070,碧水源,2016-09-30,0.78,0.08,15.65,-2.65
300071,华谊嘉信,2016-09-30,0.56,0.03,5.18,0.02
300072,三聚环保,2016-09-30,0.46,0.07,15.68,-0.57
300073,当升科技,2016-09-30,0.63,0.01,6.36,-1.55
300074,华平股份,2016-09-30,0.39,0.04,-6.90,0.86
300075,数字政通,2016-09-30,0.32,0.02,11.32,-4.52
300076,GQY视讯,2016-09-30,0.32,0.08,-3.11,-2.84
300077,国民技术,2016-09-30,0.16,0.04,0.93,-33.52
300078,思创医惠,2016-09-30,0.35,0.01,15.05,0.35
300079,数码视讯,2016-09-30,0.29,0.11,11.21,-1.01
300080,易成新能,2016-09-30,0.43,0.11,2.02,-4.24
300081,恒信移动,2016-09-30,0.15,0.01,-9.29,0.55
300082,奥克股份,2016-09-30,0.44,0.08,2.50,1.66
300083,劲胜精密,2016-09-30,2.00,0.10,3.13,-1.40
300084,海默科技,2016-09-30,0.23,0.18,1.03,6.49
300085,银之杰,2016-09-30,0.47,0.01,12.23,-1.63
300086,康芝药业,2016-09-30,0.65,0.06,6.38,0.83
300087,荃银高科,2016-09-30,3.01,0.10,-6.13,-6.79
300088,长信科技,2016-09-30,0.94,0.00,5.81,0.87
300089,文化长城,2016-09-30,0.12,0.07,9.71,-0.47
300090,盛运环保,2016-09-30,0.35,0.10,16.11,-1.01
300091,金通灵,2016-09-30,0.53,0.03,8.56,-1.02
300092,科新机电,2016-09-30,0.45,0.02,3.91,-4.89
300093,金刚玻璃,2016-09-30,0.72,0.08,2.29,5.15
300094,国联水产,2016-09-30,0.29,0.01,4.50,-0.08
300095,华伍股份,2016-09-30,0.27,0.08,9.00,-0.35
300096,易联众,2016-09-30,0.39,0.03,-1.59,54.46
300097,智云股份,2016-09-30,0.60,0.02,3.63,-6.57
300098,高新兴,2016-09-30,0.96,0.07,21.45,0.05
300099,尤洛卡,2016-09-30,0.21,0.03,-3.56,-0.84
300100,双林股份,2016-09-30,0.88,0.03,13.62,1.29
300101,振芯科技,2016-09-30,0.27,0.02,25.56,-1.75
300102,乾照光电,2016-09-30,0.53,0.04,1.53,-6.66
300103,达刚路机,2016-09-30,0.94,0.06,12.93,1.07
300104,乐视网,2016-09-30,0.90,0.09,0.22,14.82
300105,龙源技术,2016-09-30,0.54,0.10,-17.54,-1.61
300106,西部牧业,2016-09-30,1.14,0.07,-11.45,4.24
300107,建新股份,2016-09-30,0.41,0.05,5.86,6.61
300108,双龙股份,2016-09-30,0.07,0.03,25.64,-1.12
300109,新开源,2016-09-30,0.27,0.02,26.01,0.81
300110,华仁药业,2016-09-30,0.14,0.02,1.64,6.99
300111,向日葵,2016-09-30,0.84,0.03,9.91,1.21
300112,万讯自控,2016-09-30,0.54,0.02,6.86,1.66
300113,顺网科技,2016-09-30,1.41,0.05,42.93,0.93
300114,中航电测,2016-09-30,0.76,0.04,14.17,0.59
300115,长盈精密,2016-09-30,1.39,0.04,13.50,1.56
300116,坚瑞沃能,2016-09-30,1.23,0.09,10.66,1.46
300117,嘉寓股份,2016-09-30,1.47,0.12,2.50,-3.31
300118,东方日升,2016-09-30,1.17,0.00,11.17,-0.70
300119,瑞普生物,2016-09-30,0.45,0.05,18.14,0.71
300120,经纬电材,2016-09-30,0.20,0.02,3.36,-0.74
300121,阳谷华泰,2016-09-30,0.59,0.04,16.23,0.85
300122,智飞生物,2016-09-30,0.09,0.02,11.82,-0.24
300123,太阳鸟,2016-09-30,0.66,0.01,0.94,-22.89
300124,汇川技术,2016-09-30,0.67,0.03,23.68,0.33
300125,易世达,2016-09-30,2.45,0.09,-38.07,-0.95
300126,锐奇股份,2016-09-30,0.89,0.09,4.35,0.33
300127,银河磁体,2016-09-30,0.15,0.03,28.13,0.64
300128,锦富技术,2016-09-30,0.85,0.04,1.30,-2.81
300129,泰胜风能,2016-09-30,1.28,0.03,20.45,0.85
300130,新国都,2016-09-30,0.71,0.05,1.06,0.26
300131,英唐智控,2016-09-30,0.68,0.03,4.02,-0.11
300132,青松股份,2016-09-30,0.47,0.02,6.67,10.81
300133,华策影视,2016-09-30,0.47,0.09,12.32,-1.63
300134,大富科技,2016-09-30,0.78,0.00,3.56,2.48
300135,宝利国际,2016-09-30,0.24,0.09,-1.13,4.06
300136,信维通信,2016-09-30,0.45,0.01,24.66,0.14
300137,先河环保,2016-09-30,0.40,0.04,18.96,-1.48
300138,晨光生物,2016-09-30,0.46,0.08,6.37,3.54
300139,晓程科技,2016-09-30,0.19,0.04,11.44,0.05
300140,中环装备,2016-09-30,0.72,0.07,-1.08,-11.56
300141,和顺电气,2016-09-30,0.50,0.06,9.25,-0.60
300142,沃森生物,2016-09-30,0.32,0.08,-55.11,0.78
300143,星河生物,2016-09-30,0.32,0.00,11.12,-1.61
300144,宋城演艺,2016-09-30,6.49,0.05,49.35,1.12
300145,中金环境,2016-09-30,0.84,0.04,21.86,0.52
300146,汤臣倍健,2016-09-30,0.47,0.11,32.73,0.83
300147,香雪制药,2016-09-30,0.46,0.11,6.30,-1.01
300148,天舟文化,2016-09-30,0.68,0.00,38.16,0.63
300149,量子高科,2016-09-30,0.13,0.00,29.50,1.04
300150,世纪瑞尔,2016-09-30,0.29,0.00,-1.34,17.81
300151,昌红科技,2016-09-30,0.72,0.02,7.37,0.94
300152,科融环境,2016-09-30,0.77,0.04,2.71,12.73
300153,科泰电源,2016-09-30,0.96,0.05,-2.88,5.51
300154,瑞凌股份,2016-09-30,1.16,0.28,19.05,1.53
300155,安居宝,2016-09-30,0.69,0.07,-0.14,52.96
300156,神雾环保,2016-09-30,0.66,0.03,23.49,-1.20
300157,恒泰艾普,2016-09-30,0.24,0.13,7.13,-4.26
300158,振东制药,2016-09-30,0.53,0.07,5.96,-0.75
300159,新研股份,2016-09-30,0.62,0.03,14.61,-0.50
300160,秀强股份,2016-09-30,0.31,0.03,11.60,1.36
300161,华中数控,2016-09-30,0.55,0.06,-10.57,2.75
300162,雷曼股份,2016-09-30,0.77,0.02,9.94,1.61
300163,先锋新材,2016-09-30,0.96,0.03,8.74,1.89
300164,通源石油,2016-09-30,0.35,0.05,-8.88,-0.37
300165,天瑞仪器,2016-09-30,0.68,0.16,14.26,-0.98
300166,东方国信,2016-09-30,0.12,0.03,17.04,-0.20
300167,迪威视讯,2016-09-30,0.27,0.06,-21.70,4.39
300168,万达信息,2016-09-30,0.32,0.03,7.64,-6.32
300169,天晟新材,2016-09-30,0.46,0.03,2.42,-2.59
300170,汉得信息,2016-09-30,0.06,0.08,15.30,-1.41
300171,东富龙,2016-09-30,1.64,0.09,21.29,0.03
300172,中电环保,2016-09-30,0.98,0.05,21.22,-0.25
300173,智慧松德,2016-09-30,0.87,0.03,13.46,-2.12
300174,元力股份,2016-09-30,0.40,0.01,0.85,11.83
300175,朗源股份,2016-09-30,0.39,0.01,5.31,16.54
300176,鸿特精密,2016-09-30,1.23,0.02,3.23,4.15
300177,中海达,2016-09-30,0.35,0.05,-3.28,2.05
300178,腾邦国际,2016-09-30,0.36,0.07,20.90,0.01
300179,四方达,2016-09-30,0.46,0.05,11.97,0.83
300180,华峰超纤,2016-09-30,1.01,0.01,7.31,-3.08
300181,佐力药业,2016-09-30,0.20,0.02,9.16,-1.93
300182,捷成股份,2016-09-30,0.20,0.03,30.01,-0.35
300183,东软载波,2016-09-30,0.25,0.10,33.84,0.50
300184,力源信息,2016-09-30,0.38,0.07,4.28,-0.68
300185,通裕重工,2016-09-30,0.45,0.18,9.22,1.05
300186,大华农,2015-09-30,0.37,0.00,15.80,-0.05
300187,永清环保,2016-09-30,2.59,0.07,9.75,0.66
300188,美亚柏科,2016-09-30,1.34,0.05,6.65,-3.71
300189,神农基因,2016-09-30,0.32,0.05,-2.36,18.50
300190,维尔利,2016-09-30,0.82,0.21,16.40,-1.80
300191,潜能恒信,2016-09-30,0.53,0.08,31.40,-2.23
300192,科斯伍德,2016-09-30,0.37,0.00,9.04,1.75
300193,佳士科技,2016-09-30,0.91,0.07,20.82,1.78
300194,福安药业,2016-09-30,0.68,0.05,20.65,1.34
300195,长荣股份,2016-09-30,0.44,0.03,6.72,2.21
300196,长海股份,2016-09-30,0.46,0.13,18.03,1.20
300197,铁汉生态,2016-09-30,2.12,0.06,9.89,-2.24
300198,纳川股份,2016-09-30,0.37,0.06,8.92,-0.14
300199,翰宇药业,2016-09-30,0.14,0.05,39.60,0.20
300200,高盟新材,2016-09-30,0.19,0.00,17.17,1.36
300201,海伦哲,2016-09-30,0.53,0.00,7.15,-2.37
300202,聚龙股份,2016-09-30,0.14,0.06,23.08,-1.57
300203,聚光科技,2016-09-30,0.35,0.03,16.50,-1.41
300204,舒泰神,2016-09-30,0.02,0.04,21.42,0.83
300205,天喻信息,2016-09-30,0.38,0.04,4.55,-5.39
300206,理邦仪器,2016-09-30,0.83,0.08,1.68,-4.14
300207,欣旺达,2016-09-30,1.78,0.10,5.65,2.36
300209,天泽信息,2016-09-30,0.39,0.00,15.88,-0.92
300210,森远股份,2016-09-30,0.41,0.05,19.53,-2.75
300211,亿通科技,2016-09-30,0.45,0.04,6.53,1.00
300212,易华录,2016-09-30,1.91,0.00,8.61,-4.01
300213,佳讯飞鸿,2016-09-30,0.41,0.02,10.99,-1.04
300214,日科化学,2016-09-30,0.19,0.04,7.83,0.37
300215,电科院,2016-09-30,5.93,0.06,13.57,4.30
300216,千山药机,2016-09-30,0.31,0.04,8.41,0.38
300217,东方电热,2016-09-30,0.56,0.05,7.83,2.30
300218,安利股份,2016-09-30,1.09,0.08,4.24,1.30
300219,鸿利智汇,2016-09-30,1.57,0.11,12.12,1.01
300220,金运激光,2016-09-30,0.86,0.03,4.18,6.58
300221,银禧科技,2016-09-30,0.37,0.01,3.36,1.38
300222,科大智能,2016-09-30,0.86,0.02,18.23,-0.68
300223,北京君正,2016-09-30,0.38,0.00,-32.75,2.93
300224,正海磁材,2016-09-30,0.60,0.08,9.73,-0.71
300225,金力泰,2016-09-30,0.36,0.02,10.19,0.92
300226,上海钢联,2016-09-30,0.92,0.09,0.07,-27.90
300227,光韵达,2016-09-30,0.36,0.01,5.18,0.69
300228,富瑞特装,2016-09-30,0.64,0.05,-15.57,3.30
300229,拓尔思,2016-09-30,0.17,0.02,10.31,-2.77
300230,永利股份,2016-09-30,1.03,0.08,11.16,0.55
300231,银信科技,2016-09-30,0.11,0.01,15.68,-2.75
300232,洲明科技,2016-09-30,1.82,0.08,13.99,0.84
300233,金城医药,2016-09-30,0.56,0.06,11.29,2.60
300234,开尔新材,2016-09-30,0.41,0.01,8.67,1.73
300235,方直科技,2016-09-30,0.35,0.01,17.63,-0.68
300236,上海新阳,2016-09-30,0.28,0.04,18.15,1.21
300237,美晨科技,2016-09-30,1.53,0.03,19.19,-1.41
300238,冠昊生物,2016-09-30,0.12,0.06,15.83,1.08
300239,东宝生物,2016-09-30,0.38,0.04,3.76,1.32
300240,飞力达,2016-09-30,0.55,0.10,3.19,2.43
300241,瑞丰光电,2016-09-30,1.04,0.07,6.74,0.49
300242,明家联合,2016-09-30,0.28,0.01,7.99,-1.07
300243,瑞丰高材,2016-09-30,0.31,0.02,6.21,1.63
300244,迪安诊断,2016-09-30,0.38,0.06,10.48,0.05
300245,天玑科技,2016-09-30,0.30,0.06,12.10,-1.65
300246,宝莱特,2016-09-30,0.71,0.03,15.41,0.29
300247,乐金健康,2016-09-30,0.23,0.04,4.50,-3.09
300248,新开普,2016-09-30,0.63,0.02,4.53,-3.83
300249,依米康,2016-09-30,0.63,0.03,7.77,0.73
300250,初灵信息,2016-09-30,0.30,0.05,24.90,-0.03
300251,光线传媒,2016-09-30,0.54,0.03,40.04,1.10
300252,金信诺,2016-09-30,0.53,0.05,13.69,0.46
300253,卫宁健康,2016-09-30,0.26,0.02,14.64,-0.42
300254,仟源医药,2016-09-30,0.32,0.03,6.79,-0.31
300255,常山药业,2016-09-30,0.52,0.11,14.47,0.72
300256,星星科技,2016-09-30,1.19,0.06,2.96,1.40
300257,开山股份,2016-09-30,1.05,0.07,8.54,-1.01
300258,精锻科技,2016-09-30,0.37,0.02,25.01,1.31
300259,新天科技,2016-09-30,0.82,0.19,20.07,0.72
300260,新莱应材,2016-09-30,0.55,0.02,1.73,13.55
300261,雅本化学,2016-09-30,0.98,0.01,5.11,0.77
300262,巴安水务,2016-09-30,1.19,0.14,21.03,-1.39
300263,隆华节能,2016-09-30,0.80,0.05,2.60,-8.62
300264,佳创视讯,2016-09-30,0.28,0.02,-28.88,1.22
300265,通光线缆,2016-09-30,0.24,0.02,12.85,-1.19
300266,兴源环境,2016-09-30,1.16,0.00,12.73,0.23
300267,尔康制药,2016-09-30,0.29,0.04,39.41,0.32
300268,万福生科,2016-09-30,38.01,0.00,-648.72,0.63
300269,联建光电,2016-09-30,0.38,0.03,15.28,0.70
300270,中威电子,2016-09-30,0.60,0.04,14.00,0.99
300271,华宇软件,2016-09-30,1.28,0.00,15.63,-1.54
300272,开能环保,2016-09-30,0.57,0.03,12.38,-0.17
300273,和佳股份,2016-09-30,0.22,0.03,28.71,-0.41
300274,阳光电源,2016-09-30,0.91,0.15,11.28,-1.16
300275,梅安森,2016-09-30,0.15,0.00,-49.23,1.09
300276,三丰智能,2016-09-30,0.76,0.00,4.24,2.28
300277,海联讯,2016-09-30,1.19,0.04,-28.68,0.15
300278,华昌达,2016-09-30,0.64,0.04,7.37,-1.92
300279,和晶科技,2016-09-30,0.91,0.07,13.63,0.34
300280,南通锻压,2016-09-30,1.41,0.02,-0.66,-12.36
300281,金明精机,2016-09-30,0.38,0.04,12.56,-0.24
300282,汇冠股份,2016-09-30,1.12,0.05,10.89,-0.08
300283,温州宏丰,2016-09-30,0.14,0.00,7.45,-3.10
300284,苏交科,2016-09-30,0.48,0.05,15.85,-1.80
300285,国瓷材料,2016-09-30,0.52,0.06,23.93,1.04
300286,安科瑞,2016-09-30,0.93,0.05,25.89,0.88
300287,飞利信,2016-09-30,0.31,0.06,23.03,-0.70
300288,朗玛信息,2016-09-30,0.53,0.03,16.90,0.72
300289,利德曼,2016-09-30,0.18,0.03,21.88,0.82
300290,荣科科技,2016-09-30,0.22,0.04,11.13,-2.44
300291,华录百纳,2016-09-30,0.14,0.14,13.75,-1.29
300292,吴通控股,2016-09-30,0.62,0.02,13.13,0.06
300293,蓝英装备,2016-09-30,0.48,0.04,-0.34,-573.72
300294,博雅生物,2016-09-30,0.50,0.03,33.49,0.38
300295,三六五网,2016-09-30,3.31,0.13,19.57,-2.38
300296,利亚德,2016-09-30,0.70,0.04,11.82,-0.25
300297,蓝盾股份,2016-09-30,0.29,0.11,20.32,-2.01
300298,三诺生物,2016-09-30,0.38,0.03,21.35,1.60
300299,富春通信,2016-09-30,0.30,0.02,30.97,0.29
300300,汉鼎宇佑,2016-09-30,0.83,0.10,2.69,-14.25
300301,长方集团,2016-09-30,1.35,0.13,9.83,-0.47
300302,同有科技,2016-09-30,0.79,0.03,21.82,-1.76
300303,聚飞光电,2016-09-30,0.75,0.04,11.66,0.81
300304,云意电气,2016-12-31,0.86,0.21,21.21,0.81
300305,裕兴股份,2016-09-30,0.09,0.13,12.99,1.98
300306,远方光电,2016-09-30,7.04,0.13,35.32,1.21
300307,慈星股份,2016-09-30,0.41,0.07,18.24,0.45
300308,中际装备,2016-09-30,0.48,0.00,-11.78,6.59
300309,吉艾科技,2016-09-30,0.22,0.00,-14.77,2.84
300310,宜通世纪,2016-09-30,0.59,0.04,14.08,-0.94
300311,任子行,2016-09-30,0.67,0.02,21.06,-0.20
300312,邦讯技术,2016-09-30,0.47,0.02,-12.07,1.61
300313,天山生物,2016-09-30,1.36,0.04,-22.32,-1.19
300314,戴维医疗,2016-09-30,1.07,0.03,27.15,0.35
300315,掌趣科技,2016-09-30,0.32,0.00,44.66,1.15
300316,晶盛机电,2016-09-30,0.53,0.02,17.29,0.39
300317,珈伟股份,2016-09-30,0.68,0.06,12.56,-0.74
300318,博晖创新,2016-09-30,0.90,0.01,13.96,0.29
300319,麦捷科技,2016-09-30,0.90,0.00,12.57,0.70
300320,海达股份,2016-09-30,0.44,0.01,12.62,0.33
300321,同大股份,2016-09-30,0.73,0.04,8.87,1.68
300322,硕贝德,2016-09-30,1.07,0.00,0.49,-28.58
300323,华灿光电,2016-09-30,0.51,0.03,2.24,6.67
300324,旋极信息,2016-09-30,0.99,0.04,34.83,0.72
300325,德威新材,2016-09-30,0.70,0.08,4.75,-5.18
300326,凯利泰,2016-09-30,0.09,0.10,36.23,0.18
300327,中颖电子,2016-09-30,1.19,0.02,16.56,1.08
300328,宜安科技,2016-09-30,0.54,0.05,4.65,1.01
300329,海伦钢琴,2016-09-30,0.60,0.03,7.25,0.36
300330,华虹计通,2016-09-30,0.61,0.03,60.68,0.14
300331,苏大维格,2016-09-30,0.38,0.01,1.64,-6.60
300332,天壕环境,2016-09-30,0.90,0.02,5.53,1.23
300333,兆日科技,2016-09-30,0.20,0.06,29.01,0.09
300334,津膜科技,2016-09-30,0.27,0.06,4.42,-17.77
300335,迪森股份,2016-09-30,0.93,0.08,14.40,1.05
300336,新文化,2016-09-30,0.23,0.11,19.68,0.81
300337,银邦股份,2016-09-30,0.39,0.00,-4.37,5.05
300338,开元仪器,2016-09-30,0.38,0.02,3.09,-3.92
300339,润和软件,2016-09-30,0.16,0.02,8.49,-1.95
300340,科恒股份,2016-09-30,0.33,0.01,0.63,-11.60
300341,麦迪电气,2016-09-30,0.48,0.07,16.38,0.70
300342,天银机电,2016-09-30,0.40,0.04,27.96,0.75
300343,联创互联,2016-09-30,0.46,0.03,14.53,-0.05
300344,太空板业,2016-09-30,0.41,0.01,10.02,-3.04
300345,红宇新材,2016-09-30,0.19,0.03,12.26,-5.79
300346,南大光电,2016-09-30,0.11,0.01,-21.89,-0.95
300347,泰格医药,2016-09-30,0.30,0.03,17.55,0.39
300348,长亮科技,2016-09-30,0.08,0.02,8.93,-6.80
300349,金卡股份,2016-09-30,0.58,0.05,10.13,0.77
300350,华鹏飞,2016-09-30,0.10,0.03,14.05,3.04
300351,永贵电器,2016-09-30,0.50,0.06,21.18,0.27
300352,北信源,2016-09-30,0.05,0.01,16.89,-2.29
300353,东土科技,2016-09-30,0.32,0.00,14.15,-1.00
300354,东华测试,2016-09-30,0.06,0.03,-1.75,7.65
300355,蒙草生态,2016-09-30,0.46,0.07,21.05,-1.38
300356,光一科技,2016-09-30,0.46,0.05,7.90,0.69
300357,我武生物,2016-09-30,0.02,0.04,52.81,0.72
300358,楚天科技,2016-09-30,0.65,0.02,15.43,-0.49
300359,全通教育,2016-09-30,0.20,0.00,10.94,-3.63
300360,炬华科技,2016-09-30,0.66,0.08,25.50,0.29
300361,奥赛康,2013-09-30,0.10,0.00,15.40,1.07
300362,天翔环境,2016-09-30,0.28,0.08,14.33,-2.01
300363,博腾股份,2016-09-30,1.10,0.03,16.71,1.36
300364,中文在线,2016-09-30,0.34,0.00,2.51,3.46
300365,恒华科技,2016-09-30,0.08,0.02,17.98,-1.76
300366,创意信息,2016-09-30,0.23,0.01,6.15,-5.39
300367,东方网力,2016-09-30,0.20,0.00,12.67,-2.56
300368,汇金股份,2016-09-30,0.24,0.02,0.16,-303.35
300369,绿盟科技,2016-09-30,0.17,0.06,-2.69,6.89
300370,安控科技,2016-09-30,0.53,0.06,4.04,-7.49
300371,汇中股份,2016-09-30,0.37,0.04,17.98,0.19
300372,欣泰电气,2016-09-30,0.44,0.00,-16.58,0.26
300373,扬杰科技,2016-09-30,0.62,0.04,19.66,0.57
300374,恒通科技,2016-09-30,0.37,0.04,5.33,-7.39
300375,鹏翎股份,2016-09-30,0.34,0.08,14.74,0.90
300376,易事特,2016-09-30,1.01,0.07,7.90,0.14
300377,赢时胜,2016-09-30,0.02,0.10,15.48,-1.01
300378,鼎捷软件,2016-09-30,0.51,0.06,8.33,0.09
300379,东方通,2016-09-30,0.11,0.06,18.28,2.67
300380,安硕信息,2016-09-30,0.26,0.03,-56.19,1.52
300381,溢多利,2016-09-30,0.52,0.13,9.40,-0.74
300382,斯莱克,2016-09-30,0.60,0.07,27.15,-0.23
300383,光环新网,2016-09-30,0.73,0.00,17.95,0.62
300384,三联虹普,2016-09-30,0.77,0.06,44.16,0.66
300385,雪浪环境,2016-09-30,0.75,0.03,16.06,-1.08
300386,飞天诚信,2016-09-30,0.90,0.10,6.89,-3.59
300387,富邦股份,2016-09-30,0.24,0.07,23.06,1.14
300388,国祯环保,2016-09-30,0.70,0.06,9.15,-6.75
300389,艾比森,2016-09-30,1.28,0.06,13.58,0.27
300390,天华超净,2016-09-30,0.66,0.02,7.11,0.43
300391,康跃科技,2016-09-30,0.68,0.03,-5.91,1.29
300392,腾信股份,2016-09-30,0.63,0.00,-0.68,-34.48
300393,中来股份,2016-09-30,0.84,0.07,17.36,-0.07
300394,天孚通信,2016-09-30,0.21,0.03,44.18,1.03
300395,菲利华,2016-09-30,0.27,0.06,27.21,0.81
300396,迪瑞医疗,2016-09-30,0.64,0.03,22.52,1.13
300397,天和防务,2016-09-30,0.39,0.02,-33.60,1.51
300398,飞凯材料,2016-09-30,0.28,0.01,15.24,0.77
300399,京天利,2016-09-30,0.24,0.02,15.46,0.12
300400,劲拓股份,2016-09-30,0.75,0.05,14.42,0.26
300401,花园生物,2016-12-31,0.62,0.01,16.51,0.91
300402,宝色股份,2016-09-30,1.20,0.02,-49.39,0.77
300403,地尔汉宇,2016-09-30,0.46,0.05,28.17,0.75
300404,博济医药,2016-09-30,0.94,0.03,-13.42,5.23
