股票代码,股票简称,报告期,上下游关系比率,现金比率,核心利润率%,核心利润含金量
000016,深康佳A,2016-09-30,0.98,0.21,-1.74,1.61
000017,深中华A,2016-09-30,0.73,0.00,2.78,-1.71
000018,神州长城,2016-09-30,0.43,0.06,13.92,-3.75
000019,深深宝A,2016-09-30,0.39,0.02,-17.62,0.03
000020,深华发A,2016-09-30,0.36,0.01,0.88,-17.67
000021,深科技,2016-09-30,0.68,0.20,1.70,0.32
000022,深赤湾A,2016-09-30,0.58,0.04,36.12,1.12
000023,深天地A,2016-09-30,0.84,0.05,3.40,2.04
000024,招商地产,2015-09-30,44.40,0.00,13.80,-0.80
000025,特力A,2016-09-30,2.84,0.01,8.79,1.63
000026,飞亚达A,2016-09-30,0.21,0.08,6.34,2.05
000027,深圳能源,2016-09-30,0.57,0.19,17.05,1.38
000028,国药一致,2016-09-30,0.74,0.08,3.40,0.73
000029,深深房A,2016-09-30,3.74,0.00,17.60,1.80
000030,富奥股份,2016-09-30,0.72,0.09,3.19,2.39
000031,中粮地产,2016-09-30,76.01,0.95,8.37,4.18
000032,深桑达A,2016-09-30,0.69,0.00,3.60,-0.90
000033,*ST新都,2016-09-30,0.31,0.00,7.70,-7.27
000034,神州数码,2016-09-30,0.86,0.09,0.31,12.89
000035,中国天楹,2016-09-30,1.63,0.07,20.74,0.75
000036,华联控股,2016-09-30,182.93,0.35,-26.77,-60.26
000037,*ST南电A,2016-09-30,0.94,0.12,-8.20,-1.36
000038,深大通,2016-09-30,2.18,0.15,20.08,1.63
000039,中集集团,2016-09-30,0.99,0.13,3.85,0.55
000040,东旭蓝天,2016-09-30,0.89,0.76,8.17,-4.28
000042,中洲控股,2016-09-30,25.92,0.00,5.60,8.13
000043,中航地产,2016-09-30,4.46,0.19,-3.00,-11.08
000045,深纺织A,2016-09-30,0.81,0.09,-4.88,1.16
000046,泛海控股,2016-09-30,5.29,0.58,-0.00,17053.67
000048,康达尔,2016-09-30,3.47,0.02,1.04,-43.10
000049,德赛电池,2016-09-30,1.12,0.05,4.11,0.32
000050,深天马A,2016-09-30,1.26,0.00,2.73,-1.97
000055,方大集团,2016-09-30,1.49,0.08,7.84,3.32
000056,皇庭国际,2016-09-30,1.64,0.05,-1.55,-22.37
000058,深赛格,2016-09-30,1.02,0.02,5.79,-2.87
000059,华锦股份,2016-09-30,1.19,0.16,6.59,2.20
000060,中金岭南,2016-09-30,1.02,0.05,2.04,3.35
000061,农产品,2016-09-30,9.02,0.07,-0.46,-97.56
000062,深圳华强,2016-09-30,0.51,0.05,8.67,-0.41
000063,中兴通讯,2016-09-30,1.30,0.42,15.65,0.11
000065,北方国际,2016-09-30,1.67,0.40,8.37,0.68
000066,长城电脑,2016-09-30,1.13,0.26,1.73,1.62
000068,华控赛格,2016-09-30,0.46,0.03,-39.91,1.98
000069,华侨城A,2016-09-30,2.35,0.32,18.82,2.84
000070,特发信息,2016-09-30,1.13,0.05,5.17,-0.26
000078,海王生物,2016-09-30,0.85,0.15,3.49,-2.54
000088,盐田港,2016-09-30,7.98,0.10,33.98,-0.23
000089,深圳机场,2016-09-30,0.07,0.14,24.08,1.54
000090,天健集团,2016-09-30,3.59,0.36,6.04,-1.29
000096,广聚能源,2016-09-30,1.65,0.13,10.82,-0.64
000099,中信海直,2016-09-30,0.12,0.03,6.19,0.45
000100,TCL集团,2016-09-30,1.02,0.54,-1.17,-5.88
000150,宜华健康,2016-09-30,0.22,0.06,11.66,-5.86
000151,中成股份,2016-09-30,1.09,0.13,10.99,-9.28
000153,丰原药业,2016-09-30,0.71,0.00,3.44,0.64
000155,*ST川化,2016-09-30,0.40,0.00,-19.44,3.19
000156,华数传媒,2016-09-30,2.10,0.25,21.49,1.26
000157,中联重科,2016-09-30,0.41,0.26,-3.24,-0.78
000158,常山股份,2016-09-30,0.29,0.05,-0.44,41.20
000159,国际实业,2016-09-30,0.69,0.05,-2.51,10.97
000166,申万宏源,2016-09-30,0.00,0.67,-13.21,38.81
000301,东方市场,2016-09-30,3.08,0.11,34.97,4.08
000333,美的集团,2016-09-30,1.92,0.09,12.44,1.31
000338,潍柴动力,2016-09-30,0.93,0.47,5.35,0.47
000400,许继电气,2016-09-30,0.67,0.04,5.93,0.05
000401,冀东水泥,2016-09-30,0.84,0.11,-5.98,-4.37
000402,金融街,2016-09-30,3.57,0.38,12.72,9.02
000403,ST生化,2016-09-30,2.13,0.01,18.27,0.59
000404,华意压缩,2016-09-30,1.12,0.32,5.69,-0.93
000405,ST鑫光,2015-12-31,0.00,0.00,64.34,-14.16
000406,石油大明,2006-03-31,1.73,0.00,32.33,-0.34
000407,胜利股份,2016-09-30,0.91,0.05,-0.94,-1.02
000408,*ST金源,2016-09-30,0.38,0.06,36.81,0.76
000409,山东地矿,2016-09-30,0.63,0.08,2.37,-0.05
000410,沈阳机床,2016-09-30,0.69,0.36,-14.95,2.57
000411,英特集团,2016-09-30,0.80,0.10,1.52,-4.65
000413,东旭光电,2016-09-30,0.85,0.00,18.53,2.06
000415,渤海金控,2016-09-30,1.44,0.34,14.79,6.00
000416,民生控股,2016-09-30,0.45,0.03,-14.58,5.33
000417,合肥百货,2016-09-30,10.63,0.37,5.35,1.09
000418,小天鹅A,2016-09-30,1.90,0.09,9.62,1.66
000419,通程控股,2016-09-30,17.33,0.17,1.14,-4.15
000420,吉林化纤,2016-09-30,0.85,0.20,1.15,-9.99
000421,南京公用,2016-09-30,4.45,0.16,-1.61,10.91
000422,湖北宜化,2016-09-30,3.46,0.93,-0.34,-43.77
000423,东阿阿胶,2016-09-30,0.40,0.04,34.71,-0.52
000425,徐工机械,2016-09-30,0.50,0.17,3.03,4.30
000426,兴业矿业,2016-09-30,0.76,0.02,20.72,0.19
000428,华天酒店,2016-09-30,2.27,0.07,-26.24,-0.45
000429,粤高速A,2016-09-30,1.92,0.20,37.77,1.88
000430,张家界,2016-09-30,1.79,0.05,28.10,0.93
000488,晨鸣纸业,2016-09-30,0.64,0.48,10.29,-1.83
000498,山东路桥,2016-09-30,1.46,0.07,8.07,0.23
000501,鄂武商A,2016-09-30,9.36,0.16,7.20,0.95
000502,绿景控股,2016-09-30,0.20,0.04,-311.86,1.38
000503,海虹控股,2016-09-30,0.08,0.01,-62.97,2.79
000504,*ST生物,2016-09-30,1.08,0.00,-118.97,0.94
000505,*ST珠江,2016-09-30,4.06,0.03,-59.68,-1.34
000506,中润资源,2016-09-30,4.57,0.01,12.89,-1.68
000507,珠海港,2016-09-30,0.76,0.08,2.61,6.69
000509,华塑控股,2016-09-30,2.23,0.00,-39.19,2.00
000510,金路集团,2016-09-30,1.50,0.01,1.39,7.19
000511,*ST烯碳,2016-09-30,1.06,0.04,-15.22,6.96
000513,丽珠集团,2016-09-30,0.46,0.11,13.79,1.12
000514,渝开发,2016-09-30,2.51,0.05,-2.86,-1.53
000515,攀渝钛业,2009-03-31,2.63,0.00,-11.40,0.11
000516,国际医学,2016-09-30,9.13,0.00,8.08,0.71
000517,荣安地产,2016-09-30,93.07,0.06,-3.73,-26.37
000518,四环生物,2016-09-30,2.81,0.01,9.62,1.13
000519,中兵红箭,2016-09-30,0.30,0.01,5.60,0.22
000520,长航凤凰,2016-09-30,0.46,0.01,5.67,-0.66
000521,美菱电器,2016-09-30,1.84,1.14,1.66,9.40
000522,白云山A,2012-12-31,1.12,0.00,8.73,1.37
000523,广州浪奇,2016-09-30,0.78,0.05,0.26,-2.32
000524,岭南控股,2016-09-30,1.72,0.02,11.95,1.12
000525,红太阳,2016-09-30,1.91,0.12,0.56,23.25
000526,紫光学大,2016-09-30,16.73,0.25,-3.48,-5.34
000527,美的电器,2013-06-30,0.95,0.00,7.21,1.40
000528,柳工,2016-09-30,0.79,0.42,1.71,12.16
000529,广弘控股,2016-09-30,6.61,0.06,7.15,1.32
000530,大冷股份,2016-09-30,1.05,0.09,-0.24,19.65
000531,穗恒运A,2016-09-30,2.20,0.20,19.88,1.90
000532,力合股份,2016-09-30,1.46,0.03,10.15,2.76
000533,万家乐,2016-09-30,0.81,0.04,3.46,0.61
000534,万泽股份,2016-09-30,0.61,0.09,-298.99,2.62
000536,华映科技,2016-09-30,0.29,0.63,-0.16,-54.24
000537,广宇发展,2016-09-30,319.70,0.23,25.83,-8.02
000538,云南白药,2016-09-30,1.03,0.03,16.02,1.07
000539,粤电力A,2016-09-30,1.04,0.22,14.44,3.39
000540,中天城投,2016-09-30,4.25,0.31,16.73,0.16
000541,佛山照明,2016-09-30,0.69,0.05,13.63,0.92
000543,皖能电力,2016-09-30,1.07,0.07,11.38,1.72
000544,中原环保,2016-09-30,0.17,0.11,29.64,-0.03
000545,金浦钛业,2016-12-31,1.19,0.02,4.44,-2.79
000546,金圆股份,2016-09-30,0.78,0.04,20.44,-0.28
000547,航天发展,2016-09-30,0.55,0.64,16.97,-1.18
000548,湖南投资,2016-09-30,5.30,0.11,54.68,5.48
000549,S湘火炬,2007-03-31,0.82,0.00,8.14,-0.32
000550,江铃汽车,2016-09-30,3.33,0.38,5.58,2.16
000551,创元科技,2016-09-30,1.09,0.12,6.20,0.55
000552,靖远煤电,2016-09-30,0.66,0.16,6.03,1.49
000553,沙隆达A,2016-09-30,0.55,0.06,1.89,6.63
000554,泰山石油,2016-09-30,8.42,0.00,0.46,5.23
000555,神州信息,2016-09-30,0.89,0.04,3.95,-0.11
000556,PT南洋,2015-12-31,0.00,0.00,85.34,0.07
000557,西部创业,2016-09-30,0.63,0.03,-12.98,-1.09
000558,莱茵体育,2016-09-30,0.41,0.00,3.09,3.05
000559,万向钱潮,2016-09-30,1.01,0.06,8.33,1.42
000560,昆百大A,2016-09-30,16.13,0.00,2.82,2.10
000561,烽火电子,2016-09-30,0.90,0.03,11.39,-2.13
000562,宏源证券,2014-09-30,0.00,0.00,-2.73,-87.26
000563,陕国投A,2016-09-30,0.00,0.05,28.28,1.10
000564,供销大集,2016-09-30,5.75,0.17,0.67,41.19
000565,渝三峡A,2016-09-30,0.20,0.02,2.10,-4.42
000566,海南海药,2016-09-30,0.30,0.00,14.36,-3.35
000567,海德股份,2016-09-30,0.10,0.01,-17.41,2.39
000568,泸州老窖,2016-09-30,0.72,0.08,31.60,0.98
000569,长城股份,2009-03-31,6.01,0.00,-29.42,0.48
000570,苏常柴A,2016-09-30,0.78,0.12,4.05,0.99
000571,新大洲A,2016-09-30,1.26,0.08,-4.32,-10.01
000572,海马汽车,2016-09-30,2.11,0.17,1.19,0.02
000573,粤宏远A,2016-09-30,12.14,0.13,-2.76,-32.25
000576,广东甘化,2016-09-30,0.14,0.01,-36.64,0.12
000578,盐湖集团,2010-12-31,0.95,0.00,39.03,1.30
000581,威孚高科,2016-09-30,0.82,0.05,8.35,0.61
000582,北部湾港,2016-09-30,0.91,0.06,21.84,1.90
000584,友利控股,2016-09-30,0.91,0.00,-6.74,2.09
000585,东北电气,2016-09-30,0.30,0.01,-47.14,1.57
000586,汇源通信,2016-09-30,0.52,0.00,-0.40,27.30
000587,金洲慈航,2016-09-30,3.06,0.26,14.02,0.14
000588,PT粤金曼,2015-12-31,0.24,0.00,65.91,-1.43
000589,黔轮胎A,2016-09-30,0.92,0.42,-2.19,-6.49
000590,启迪古汉,2016-09-30,1.26,0.01,9.15,-0.91
000591,太阳能,2016-09-30,1.00,0.07,14.92,1.18
000592,平潭发展,2016-09-30,0.49,0.02,0.67,9.05
000593,大通燃气,2016-09-30,1.18,0.03,2.20,-1.28
000594,国恒退,2015-12-31,3.07,0.00,-839.35,0.67
000595,宝塔实业,2016-09-30,0.55,0.00,-34.10,1.10
000596,古井贡酒,2016-09-30,1.78,0.05,15.47,1.73
000597,东北制药,2016-09-30,0.89,0.37,0.68,-0.04
000598,兴蓉环境,2016-09-30,4.18,0.11,34.40,1.46
000599,青岛双星,2016-09-30,1.03,0.18,2.20,1.47
000600,建投能源,2016-09-30,1.38,0.09,31.24,1.18
000601,韶能股份,2016-09-30,0.47,0.04,26.40,1.51
000602,金马集团,2013-03-31,0.61,0.00,40.05,1.10
000603,盛达矿业,2016-09-30,2.50,0.55,62.54,1.15
000605,渤海股份,2016-09-30,2.27,0.08,9.20,3.39
000606,*ST易桥,2016-09-30,0.86,0.10,5.29,-3.40
000607,华媒控股,2016-09-30,0.53,0.05,14.19,-0.72
000608,阳光股份,2016-09-30,3.40,0.07,-41.14,-0.70
000609,绵石投资,2016-09-30,91.24,0.02,-1671.23,0.49
000610,西安旅游,2016-09-30,1.30,0.04,-4.33,2.27
000611,*ST天首,2016-09-30,27.40,0.00,-18.00,0.12
000612,焦作万方,2016-09-30,0.53,0.02,2.12,1.11
000613,大东海A,2016-09-30,5.00,0.00,-11.13,-0.75
000615,京汉股份,2016-09-30,30.92,0.19,-3.87,-13.33
000616,海航投资,2016-09-30,1.54,0.24,-21.95,-0.54
000617,中油资本,2016-09-30,0.78,0.01,-38.62,0.30
000618,吉林化工,2005-09-30,9.84,0.00,0.25,21.58
000619,海螺型材,2016-09-30,0.25,0.08,4.13,1.84
000620,新华联,2016-09-30,6.96,1.04,-3.76,8.45
000622,*ST恒立,2016-09-30,1.29,0.03,-73.05,0.80
000623,吉林敖东,2016-09-30,0.36,0.04,17.49,0.62
000625,长安汽车,2016-09-30,1.98,0.33,-0.02,-588.28
000626,远大控股,2016-09-30,2.05,0.92,-0.99,4.21
000628,高新发展,2016-09-30,2.13,0.26,2.51,4.13
000629,*ST钒钛,2016-09-30,3.32,0.16,-18.65,-0.11
000630,铜陵有色,2016-09-30,1.16,0.17,0.52,12.25
000631,顺发恒业,2016-09-30,119.29,0.54,9.47,9.63
000632,三木集团,2016-09-30,1.42,0.27,1.04,-5.16
000633,*ST合金,2016-09-30,0.11,0.15,-129.58,0.62
000635,英力特,2016-09-30,0.54,0.04,3.92,2.62
000636,风华高科,2016-09-30,0.83,0.05,1.21,6.10
000637,茂化实华,2016-09-30,0.56,0.08,3.19,4.42
000638,万方发展,2016-09-30,0.02,0.00,-13.96,44.11
000639,西王食品,2016-09-30,0.53,0.06,6.20,-1.16
000650,仁和药业,2016-09-30,0.48,0.04,14.94,0.48
000651,格力电器,2016-09-30,1.39,0.57,15.56,1.10
000652,泰达股份,2016-09-30,2.15,0.55,-0.08,99.24
000655,金岭矿业,2016-09-30,0.22,0.01,-28.86,0.97
000656,金科股份,2016-09-30,11.32,0.52,7.82,1.36
000657,中钨高新,2016-09-30,0.68,0.06,1.77,2.38
000658,ST海洋,2015-12-31,0.00,0.00,-331855.98,0.00
000659,珠海中富,2016-09-30,0.17,0.01,-4.07,-2.69
000660,*ST南华,2015-12-31,4.87,0.00,6.83,-6.95
000661,长春高新,2016-09-30,0.60,0.06,29.56,0.19
000662,天夏智慧,2016-09-30,0.17,0.03,23.92,1.66
000663,永安林业,2016-09-30,0.84,0.09,1.98,10.10
000665,湖北广电,2016-09-30,8.38,0.03,13.59,3.18
000666,经纬纺机,2016-09-30,1.00,0.59,-25.38,1.78
000667,美好置业,2016-09-30,2.89,0.35,18.12,5.78
000668,荣丰控股,2016-09-30,33.73,0.14,-1197.35,2.62
000669,金鸿能源,2016-09-30,0.87,0.15,16.56,0.15
000670,*ST盈方,2016-09-30,0.13,0.02,4.59,-3.08
000671,阳光城,2016-09-30,2.65,0.90,11.25,-4.51
000672,上峰水泥,2016-09-30,3.18,0.05,3.44,1.66
000673,当代东方,2016-09-30,0.39,0.00,32.14,-0.84
000675,ST银山,2014-03-31,496.41,0.00,-9880.19,0.02
000676,智度股份,2016-09-30,0.75,0.13,8.94,0.84
000677,恒天海龙,2016-09-30,0.31,0.02,3.91,1.01
000678,襄阳轴承,2016-09-30,1.09,0.05,-1.23,4.35
000679,大连友谊,2016-09-30,25.14,0.29,-7.49,-11.75
000680,山推股份,2016-09-30,0.92,0.09,-5.48,-0.72
000681,视觉中国,2016-09-30,0.77,0.38,28.82,1.82
000682,东方电子,2016-09-30,1.11,0.00,4.10,-2.65
000683,远兴能源,2016-09-30,3.00,0.37,3.48,2.13
000685,中山公用,2016-09-30,1.48,0.04,7.89,3.61
000686,东北证券,2016-09-30,0.00,0.51,-6.53,53.90
000687,华讯方舟,2016-09-30,0.15,0.04,10.41,0.93
000688,建新矿业,2016-09-30,0.47,0.02,23.70,1.53
000690,宝新能源,2016-09-30,0.31,0.07,26.46,1.41
000691,ST亚太,2016-09-30,33.32,0.01,5.43,-4.87
000692,惠天热电,2016-09-30,0.85,0.10,-8.04,8.99
000693,ST华泽,2016-09-30,0.94,0.00,-5.08,10.29
000695,滨海能源,2016-09-30,1.45,0.03,-5.71,-2.94
000697,炼石有色,2016-09-30,0.14,0.00,-2313.96,1.75
000698,沈阳化工,2016-09-30,1.51,0.20,-0.37,-22.52
000699,S*ST佳纸,2007-06-30,1.84,0.00,-68.58,0.00
000700,模塑科技,2016-09-30,1.30,0.07,4.69,2.79
000701,厦门信达,2016-09-30,0.77,0.36,0.66,-28.36
000702,正虹科技,2016-09-30,2.86,0.02,-0.92,-7.85
000703,恒逸石化,2016-09-30,1.69,0.26,0.46,23.02
000705,浙江震元,2016-09-30,0.96,0.04,2.05,-0.02
000707,双环科技,2016-09-30,3.10,0.13,-4.44,-1.52
000708,大冶特钢,2016-09-30,1.11,0.14,4.82,2.40
000709,河钢股份,2016-09-30,10.23,0.44,1.64,9.00
000710,*ST天仪,2016-09-30,1.66,0.01,-13.58,0.31
000711,京蓝科技,2016-09-30,0.01,0.00,-98.41,5.01
000713,丰乐种业,2016-09-30,2.47,0.03,-14.42,1.77
000715,中兴商业,2016-09-30,20.81,0.16,1.91,1.44
000716,黑芝麻,2016-09-30,0.77,0.00,5.58,-1.44
000717,*ST韶钢,2016-09-30,7.94,0.09,-1.63,1.95
000718,苏宁环球,2016-09-30,9.80,0.11,25.75,2.67
000719,大地传媒,2016-09-30,1.55,0.27,8.84,0.30
000720,新能泰山,2016-09-30,0.75,0.03,-0.09,-240.46
000721,西安饮食,2016-09-30,2.04,0.08,-3.78,-1.13
000722,湖南发展,2016-09-30,0.33,0.07,48.63,1.19
000723,美锦能源,2016-09-30,1.21,0.00,14.29,-0.10
000725,京东方A,2016-09-30,0.95,0.36,-2.17,-6.58
000726,鲁泰A,2016-09-30,0.62,0.05,16.65,1.54
000727,华东科技,2016-09-30,13.61,0.12,-30.55,0.61
000728,国元证券,2016-09-30,0.00,0.42,-2.43,100.70
000729,燕京啤酒,2016-09-30,6.43,0.13,7.50,2.48
000730,*ST环保,2015-12-31,0.23,0.00,10.83,0.06
000731,四川美丰,2016-09-30,0.86,0.11,-4.09,-0.68
000732,泰禾集团,2016-09-30,4.86,0.45,11.45,-13.21
000733,振华科技,2016-09-30,0.70,0.12,4.55,1.01
000735,罗牛山,2016-09-30,9.99,0.13,-6.83,-5.49
000736,中房地产,2016-09-30,9.23,0.70,9.78,-3.16
000737,南风化工,2016-09-30,2.41,0.08,-5.14,-2.13
000738,中航动控,2016-09-30,0.41,0.04,10.17,0.39
000739,普洛药业,2016-09-30,1.07,0.06,5.27,0.01
000748,长城信息,2016-09-30,0.85,0.00,2.12,-17.06
000750,国海证券,2016-09-30,0.00,0.41,-2.81,78.42
000751,锌业股份,2016-09-30,0.96,0.03,4.48,-0.64
000752,西藏发展,2016-09-30,1.21,0.22,14.13,1.46
000753,漳州发展,2016-09-30,2.15,0.18,-0.63,4.28
000755,山西三维,2016-09-30,8.59,0.20,-14.46,-0.20
000756,新华制药,2016-09-30,0.88,0.10,3.95,2.06
000757,浩物股份,2016-09-30,0.64,0.01,7.12,2.28
000758,中色股份,2016-09-30,0.73,0.14,3.37,-3.61
000759,中百集团,2016-09-30,8.28,0.18,-1.56,-2.69
000760,斯太尔,2016-09-30,1.08,0.05,-117.20,0.68
000761,本钢板材,2016-09-30,3.67,0.45,4.45,4.10
000762,西藏矿业,2016-09-30,0.25,0.15,13.60,3.59
000763,锦州石化,2005-09-30,4.45,0.00,-6.42,-0.18
000765,*ST华信,2015-12-31,0.22,0.00,-20.30,4.38
000766,通化金马,2016-09-30,0.33,0.02,23.96,-0.71
000767,漳泽电力,2016-09-30,1.44,0.46,-0.47,-71.59
000768,中航飞机,2016-09-30,1.30,0.06,0.90,-15.67
000776,广发证券,2016-09-30,0.00,0.60,6.33,-12.11
000777,中核科技,2016-09-30,0.48,0.02,1.33,-10.13
000778,新兴铸管,2016-09-30,1.09,0.22,0.58,-1.01
000779,三毛派神,2016-09-30,0.19,0.01,-28.76,-5.89
000780,平庄能源,2016-09-30,0.49,0.33,-25.14,-0.01
000782,美达股份,2016-09-30,1.87,0.07,-1.58,-9.96
000783,长江证券,2016-09-30,0.00,0.47,5.55,-73.15
000785,武汉中商,2016-09-30,5.64,0.12,2.22,1.01
000786,北新建材,2016-09-30,1.03,0.07,20.84,0.70
000787,*ST创智,2015-12-31,1.93,0.00,4.77,1.06
000788,北大医药,2016-09-30,0.53,0.06,2.11,-10.91
000789,万年青,2016-09-30,1.00,0.16,8.14,1.54
000790,泰合健康,2016-09-30,0.32,0.00,6.94,0.59
000791,甘肃电投,2016-09-30,0.50,0.05,-2.73,-18.19
000792,盐湖股份,2016-09-30,3.04,0.15,7.21,0.26
000793,华闻传媒,2016-09-30,0.70,0.10,10.88,-0.33
000795,英洛华,2016-09-30,0.53,0.09,1.66,5.44
000796,凯撒旅游,2016-09-30,0.69,0.08,6.22,-0.37
000797,中国武夷,2016-09-30,4.11,0.23,-1.44,-57.57
000798,中水渔业,2016-09-30,1.01,0.02,-10.65,1.48
000799,酒鬼酒,2016-09-30,5.56,0.04,15.81,1.44
000800,一汽轿车,2016-09-30,1.01,0.01,-6.97,0.37
000801,四川九洲,2016-09-30,0.70,0.07,2.97,-0.56
000802,北京文化,2016-09-30,0.10,0.07,-2.43,38.92
000803,金宇车城,2016-09-30,1.02,0.00,-57.36,0.19
000805,*ST炎黄,2015-12-31,0.20,0.00,18.44,0.67
000806,银河生物,2016-09-30,0.53,0.03,1.80,0.71
000807,云铝股份,2016-09-30,7.87,0.25,1.95,12.39
000809,铁岭新城,2016-09-30,0.66,0.04,-533.23,3.19
000810,创维数字,2016-09-30,0.76,0.07,9.08,0.73
000811,烟台冰轮,2016-09-30,1.13,0.08,8.56,0.50
000812,陕西金叶,2016-09-30,2.56,0.08,7.10,3.65
000813,德展健康,2016-09-30,0.03,0.50,58.61,0.50
000815,美利云,2016-09-30,1.75,0.03,-14.96,0.62
000816,智慧农业,2016-09-30,1.70,0.18,-0.68,-1.58
000817,辽河油田,2005-09-30,0.82,0.00,64.78,0.98
000818,方大化工,2016-09-30,1.03,0.01,1.47,0.44
000819,岳阳兴长,2016-09-30,2.98,0.07,3.93,1.80
000820,神雾节能,2016-09-30,0.53,0.05,40.22,-0.25
000821,京山轻机,2016-09-30,0.77,0.00,9.29,0.63
000822,山东海化,2016-09-30,0.63,0.04,3.85,2.00
000823,超声电子,2016-09-30,0.59,0.13,6.29,2.65
000825,太钢不锈,2016-09-30,2.38,0.24,3.37,4.35
000826,启迪桑德,2016-09-30,0.69,0.08,15.87,-1.07
000827,*ST长兴,2006-06-30,0.03,0.00,-1347.10,0.05
000828,东莞控股,2016-09-30,0.10,0.16,60.97,1.48
000829,天音控股,2016-09-30,1.69,0.00,-0.01,635.89
000830,鲁西化工,2016-09-30,7.63,0.07,2.28,5.02
000831,*ST五稀,2016-09-30,0.00,0.04,-30.56,-4.52
000832,*ST龙涤,2015-12-31,2699179.21,0.00,-101.80,-0.02
000833,贵糖股份,2016-09-30,0.27,0.12,0.21,77.45
000835,长城动漫,2016-09-30,0.12,0.02,7.14,3.58
000836,鑫茂科技,2016-09-30,0.76,0.04,3.37,-0.11
000837,秦川机床,2016-09-30,1.16,0.19,-6.21,0.51
000838,财信发展,2016-12-31,52.59,0.06,10.29,-0.26
000839,中信国安,2016-09-30,0.58,0.03,1.08,-15.54
000848,承德露露,2016-09-30,3.00,0.13,25.32,0.30
000850,华茂股份,2016-09-30,0.32,0.07,-9.92,-1.41
000851,高鸿股份,2016-09-30,0.59,0.14,1.23,-3.57
000852,石化机械,2016-09-30,1.08,0.02,-16.01,0.79
000856,*ST冀装,2016-09-30,1.00,0.06,-4.51,0.01
000858,五粮液,2016-09-30,0.96,0.22,39.24,1.52
000859,国风塑业,2016-09-30,0.57,0.05,-4.08,-0.36
000860,顺鑫农业,2016-09-30,3.56,0.33,4.33,2.06
000861,海印股份,2016-09-30,0.24,0.19,11.61,1.23
000862,银星能源,2016-09-30,0.54,0.04,-7.63,-6.25
000863,三湘印象,2016-09-30,29.94,0.08,12.93,0.23
000866,扬子石化,2006-03-31,0.61,0.00,0.73,-2.87
000868,安凯客车,2016-09-30,1.36,0.20,-37.85,1.31
000869,张裕A,2016-09-30,2.36,0.06,28.68,0.92
000875,吉电股份,2016-09-30,1.91,0.10,2.63,15.54
000876,新希望,2016-09-30,2.38,0.11,2.60,1.78
000877,天山股份,2016-09-30,1.69,0.14,-1.41,-9.37
000878,云南铜业,2016-09-30,1.40,0.09,-0.07,-54.06
000880,潍柴重机,2016-09-30,6.62,0.13,-0.35,-20.15
000881,中广核技,2016-09-30,1.15,0.07,-3.09,-6.81
000882,华联股份,2016-09-30,1.47,0.36,-40.06,-1.71
000883,湖北能源,2016-09-30,1.31,0.04,30.07,1.28
000885,同力水泥,2016-09-30,4.00,0.03,1.09,13.73
000886,海南高速,2016-09-30,6.08,0.07,22.96,-0.25
000887,中鼎股份,2016-09-30,0.32,0.06,16.25,0.52
000888,峨眉山A,2016-09-30,1.52,0.11,22.19,1.06
000889,茂业通信,2016-09-30,0.63,0.02,13.74,-0.08
000890,法尔胜,2016-09-30,1.37,0.16,4.14,-10.11
000892,欢瑞世纪,2016-09-30,0.56,0.00,-1.69,-7.68
000893,东凌国际,2016-09-30,1.74,0.03,2.64,-4.78
000895,双汇发展,2016-09-30,16.24,0.04,10.92,0.94
000897,津滨发展,2016-09-30,22.24,0.13,11.76,5.32
000898,鞍钢股份,2016-09-30,1.01,0.07,4.46,1.83
000899,赣能股份,2016-09-30,0.50,0.15,29.19,1.14
000900,现代投资,2016-09-30,0.57,0.28,9.15,1.69
000901,航天科技,2016-09-30,0.56,0.02,1.06,-1.38
000902,新洋丰,2016-09-30,1.81,0.04,10.60,0.83
000903,云内动力,2016-09-30,1.97,0.00,3.95,7.57
000905,厦门港务,2016-09-30,0.82,0.07,2.54,1.14
000906,浙商中拓,2016-09-30,0.88,0.24,0.79,-3.93
000908,景峰医药,2016-09-30,0.14,0.10,14.74,-0.15
000909,数源科技,2016-09-30,4.60,0.08,1.96,12.75
000910,大亚圣象,2016-09-30,1.36,0.14,8.18,1.65
000911,南宁糖业,2016-09-30,0.16,0.15,-17.58,2.80
000912,泸天化,2016-09-30,14.78,0.00,-17.62,-1.29
000913,*ST钱江,2016-09-30,1.04,0.02,0.52,10.08
000915,山大华特,2016-09-30,0.49,0.06,29.65,1.10
000916,华北高速,2016-09-30,0.93,0.00,46.17,0.94
000917,电广传媒,2016-09-30,0.71,0.10,0.15,-75.11
000918,嘉凯城,2016-09-30,8.95,0.14,-60.44,0.86
000919,金陵药业,2016-09-30,0.47,0.10,7.73,0.13
000920,南方汇通,2016-09-30,3.51,0.03,15.04,1.22
000921,海信科龙,2016-09-30,1.41,0.13,2.79,4.21
000922,佳电股份,2016-09-30,1.11,0.03,-15.55,-0.09
000923,河北宣工,2016-09-30,0.76,0.01,-20.02,-4.47
000925,众合科技,2016-09-30,0.95,0.06,-7.85,4.27
000926,福星股份,2016-09-30,1.12,0.86,13.11,1.82
000927,一汽夏利,2016-09-30,9.27,0.24,-74.67,1.47
000928,中钢国际,2016-09-30,0.97,0.09,9.40,-1.71
000929,兰州黄河,2016-09-30,0.72,0.18,5.91,2.42
000930,中粮生化,2016-09-30,0.80,0.06,-0.59,-11.38
