股票代码,股票简称,预测日期,同期每股收益,增长率（%）,估值,最新价,安全度
2234,民和股份,2017-10-30,0.51,0.0,6.6818062712900685,11.5,0.581026632286093
2187,广百股份,2017-10-28,0.46,0.0,6.0267272250851605,10.42,0.5783807317740077
2554,惠博普,2017-10-24,0.13,30.0,2.8784173290243693,4.98,0.5779954475952548
300146,汤臣倍健,2017-12-29,0.37,35.0,8.834723556642503,15.31,0.5770557515769107
601901,方正证券,2017-10-31,0.31,0.0,4.0614900864704335,7.04,0.5769162054645502
600293,三峡新材,2017-10-17,0.3677,0.0,4.817451305790899,8.36,0.5762501561950837
2573,清新环境,2017-10-30,0.6984,15.0,12.10106559524849,21.02,0.5756929398310414
2884,凌霄泵业,2017-10-20,2.58,-13.0,29.407808542230764,51.18,0.5745957120404604
2595,豪迈科技,2017-10-24,0.9,-10.0,10.612280548519522,18.47,0.5745685191402016
2384,东山精密,2017-10-25,0.17,336.0,17.797331447715976,31.11,0.5720775135877845
2226,江南化工,2017-10-24,0.0747,70.0,3.532833723583187,6.18,0.5716559423273765
2281,光迅科技,2017-10-21,1.36,0.0,17.818150056773515,31.17,0.5716442109969045
300708,聚灿光电,2017-10-13,0.314,85.0,15.931184284929781,27.87,0.5716248397893714
2271,东方雨虹,2017-10-20,1.22,20.0,23.01685736745567,40.3,0.5711378999368654
300123,太阳鸟,2017-10-28,0.06,538.0,6.765701826552102,11.85,0.5709453018187428
2531,天顺风能,2017-10-30,0.27,10.0,4.280286487902875,7.5,0.5707048650537166
603660,苏州科达,2017-10-27,0.8555,30.0,18.94220019215652,33.21,0.5703763984389196
2563,森马服饰,2017-10-31,0.53,-30.0,4.860686522840423,8.53,0.5698342934162278
2712,思美传媒,2017-10-27,0.51,40.0,13.096340291728534,23.0,0.569406099640371
2624,完美世界,2017-10-28,0.96,20.0,18.111625469473314,31.84,0.5688324582121016
2626,金达威,2017-10-27,0.51,35.0,12.177591929426153,21.5,0.5663996246244722
2120,韵达股份,2017-10-26,1.32,20.0,24.90348502052581,44.12,0.5644488898577926
600628,新世界,2017-10-31,0.45,0.0,5.895711415844178,10.45,0.5641829106070985
2509,天广中茂,2017-10-26,0.27,20.0,5.093894663289371,9.03,0.5641079361339282
2314,南山控股,2017-10-26,0.28,-1.0,3.631758232160014,6.44,0.5639376136894432
2133,广宇集团,2017-10-27,0.2,5.0,2.8888985937636478,5.13,0.5631381274393076
2032,苏泊尔,2017-10-19,1.712,0.0,22.429906542056074,39.97,0.5611685399563692
545,金浦钛业,2017-10-31,0.12,35.0,2.8653157481002713,5.11,0.5607271522701118
2637,赞宇科技,2017-10-23,0.42,5.0,6.06668704690366,10.82,0.5606919636694695
2681,奋达科技,2017-10-25,0.31,20.0,5.848545724517425,10.47,0.5586003557323233
2315,焦点科技,2017-10-21,0.9451,0.0,12.382304131365183,22.19,0.5580128044779262
600366,宁波韵升,2017-10-30,1.481,-50.0,9.701720674294698,17.45,0.5559725314782062
603278,大业股份,2017-10-23,0.92,6.0,13.543261420211374,24.38,0.5555070311817627
2748,世龙实业,2017-10-24,0.4362,20.0,8.229469822691938,14.82,0.555294859830765
2293,罗莱生活,2017-10-25,0.4521,15.0,7.833464713075376,14.12,0.5547779541838085
2391,长青股份,2017-10-20,0.45,20.0,8.489824438815617,15.38,0.552004189779949
830,鲁西化工,2017-10-25,0.09,494.0,10.007730942477103,18.13,0.5519983972684558
603568,伟明环保,2017-10-28,0.48,40.0,12.325967333391562,22.33,0.5519913718491519
2029,七匹狼,2017-10-25,0.35,0.0,4.58555332343436,8.31,0.5518114709307292
603685,晨丰科技,2017-11-06,1.23,12.0,20.214586426762164,36.64,0.5517081448352119
2372,伟星新材,2017-10-27,0.88,0.0,11.529391213206392,20.92,0.5511181268263093
2875,安奈儿,2017-10-25,1.05,5.0,15.16671761725915,27.53,0.5509160049858027
2105,信隆健康,2017-10-20,0.077,65.0,3.556773422757587,6.48,0.5488847874625905
603077,和邦生物,2017-10-31,0.09,0.0,1.1791422831688354,2.15,0.5484382712413188
2441,众业达,2017-10-30,0.27,25.0,5.527229452353918,10.08,0.5483362551938411
2176,江特电机,2017-10-21,0.14,60.0,6.315931935038298,11.53,0.5477824748515436
603809,豪能股份,2017-11-27,1.5784,0.0,20.679535330596554,38.0,0.5441982981735936
2680,长生生物,2017-10-26,0.4383,18.0,7.995749672460477,14.72,0.5431895157921519
2174,游族网络,2017-10-31,0.68,20.0,12.829068040876933,23.67,0.541996959901856
2403,爱仕达,2017-10-28,0.41,10.0,6.499694296445106,12.0,0.5416411913704254
2612,朗姿股份,2017-10-26,0.41,10.0,6.499694296445106,12.01,0.5411901995374776
2561,徐家汇,2017-10-25,0.581,-15.0,6.470215739365883,12.0,0.5391846449471569
2502,骅威文化,2017-10-27,0.35,0.0,4.58555332343436,8.51,0.5388429287231916
2329,皇氏集团,2017-10-27,0.3469,-20.0,3.635950738055725,6.75,0.5386593686008482
2275,桂林三金,2017-10-26,0.67,0.0,8.778059219145776,16.34,0.5372129265083094
2242,九阳股份,2017-10-28,0.91,-20.0,9.537950912743472,17.81,0.5355390742697065
603890,春秋电子,2017-11-21,1.54,2.0,20.99156258188488,39.2,0.5354990454562469
2341,新纶科技,2017-10-25,0.1343,239.0,13.364157549956927,25.0,0.534566301998277
2771,真视通,2017-10-25,0.86,-10.0,10.140623635251988,19.04,0.5325957791623943
2157,正邦科技,2017-10-30,0.52,-52.0,3.2701545986549045,6.16,0.5308692530283936
2701,奥瑞金,2017-10-27,0.49,-50.0,3.2098873264040524,6.06,0.5296843772943981
2447,壹桥股份,2017-10-30,0.31,0.0,4.0614900864704335,7.7,0.5274662449961602
2290,中科新材,2017-10-27,0.13,90.0,6.750653960804839,12.87,0.5245263372808733
2742,三圣股份,2017-10-26,0.55,28.0,11.806096602323349,22.51,0.5244823013026809
2614,奥佳华,2017-10-27,0.46,31.0,10.342466590968645,19.86,0.5207687105220868
2795,永和智控,2017-10-28,0.74,-15.0,8.240894401257751,15.83,0.5205871384243683
2868,绿康生化,2017-10-27,1.03,-7.0,12.550004367193642,24.18,0.5190241673777354
2045,国光电器,2017-10-25,0.14,110.0,9.77150033163226,18.83,0.5189325720463229
2670,国盛金控,2017-10-17,0.7915,0.0,10.369901301423704,20.03,0.5177184873401749
627,天茂集团,2017-12-26,0.44,-26.0,4.2658747488863655,8.25,0.5170757271377413
2839,张家港行,2017-10-27,0.42,5.0,6.06668704690366,11.77,0.5154364525831486
2438,江苏神通,2017-10-24,0.24,10.0,3.804699100358111,7.4,0.5141485270754204
2768,国恩股份,2017-10-12,0.55,40.0,14.123504236177832,27.48,0.5139557582306343
2419,天虹股份,2017-10-19,0.65,0.0,8.516027600663813,16.57,0.5139425226713225
2829,星网宇达,2017-10-25,1.29,-20.0,13.520831513669318,26.31,0.5139046565438737
2484,江海股份,2017-10-27,0.2643,20.0,4.986356887064372,9.72,0.5129996797391329
2367,康力电梯,2017-10-24,0.5592,-40.0,4.39584243165342,8.57,0.5129337726550082
2100,天康生物,2017-10-24,0.41,-20.0,4.297318543104201,8.39,0.5121952971518714
300616,尚品宅配,2017-09-05,3.15,40.0,80.88916062538212,158.0,0.5119567128188741
2303,美盈森,2017-10-24,0.1542,30.0,3.414245785658136,6.67,0.5118809273850279
2543,万和电气,2017-10-26,0.9799,-15.0,10.912503275395231,21.38,0.5104070755563719
2714,牧原股份,2017-10-18,2.25,1.0,30.071076076513236,58.96,0.5100250352190169
2827,高争民爆,2017-10-20,0.8,-8.0,9.642763560136256,19.03,0.5067137971695352
2111,威海广泰,2017-10-31,0.46,10.0,7.2923399423530455,14.44,0.5050096912986873
2887,绿茵生态,2017-10-25,2.87,0.0,37.60153725216176,74.69,0.5034346934283273
2062,宏润建设,2017-10-26,0.21,0.0,2.7513319940606165,5.49,0.5011533686813509
2513,蓝丰生化,2017-10-23,0.32,10.0,5.072932133810814,10.17,0.4988133858221056
2882,金龙羽,2017-10-26,0.342,24.0,6.889586863481527,13.82,0.4985229278930193
2415,海康威视,2017-10-31,1.227,15.0,21.260033627391035,42.82,0.496497749355232
2267,陕天然气,2017-10-24,0.4573,-30.0,4.193947069613067,8.45,0.49632509699562927
601198,东兴证券,2017-10-28,0.527,0.0,6.9045331469997375,13.93,0.4956592352476481
2497,雅化集团,2017-10-26,0.14,60.0,6.315931935038298,12.75,0.49536721059123906
2444,巨星科技,2017-10-25,0.58,-10.0,6.839025242379247,13.84,0.4941492227152635
2236,大华股份,2017-10-30,0.63,20.0,11.885754214341864,24.2,0.49114686836123406
600808,马钢股份,2017-10-27,0.1596,0.0,2.0910123154860685,4.26,0.4908479613817062
600578,京能电力,2017-10-28,0.28,-50.0,1.8342213293737446,3.75,0.48912568783299853
2521,齐峰新材,2017-10-25,0.29,10.0,4.59734474626605,9.43,0.48752330289141577
603917,合力科技,2017-11-14,0.9329,6.0,13.733161498820857,28.22,0.4866464032183153
2375,亚厦股份,2017-10-28,0.24,10.0,3.804699100358111,7.82,0.4865344118105001
603076,乐惠国际,2017-11-10,1.37,0.0,17.949165866014496,37.04,0.4845887112854886
2790,瑞尔特,2017-10-31,1.17,-15.0,13.029522229015633,26.91,0.48418886023841073
2889,东方嘉盛,2017-10-27,0.87,10.0,13.792034238798152,28.61,0.4820704033134622
2311,海大集团,2017-10-31,0.55,22.0,10.72521617608525,22.26,0.48181564133356913
300347,泰格医药,2017-12-25,0.3,100.0,16.312761057770064,34.0,0.47978708993441366
2726,龙大肉食,2017-10-26,0.53,-20.0,5.555070311817627,11.59,0.47929856012231464
2832,比音勒芬,2017-10-24,1.66,13.0,27.770818412088385,58.1,0.47798310519945586
2815,崇达技术,2017-10-24,1.0087,5.0,14.570160057646955,30.5,0.47771016582449033
2376,新北洋,2017-10-26,0.37,10.0,5.8655777797187545,12.3,0.47687624225355724
2566,益盛药业,2017-10-25,0.0399,350.0,4.203122753340146,8.82,0.47654452985715945
2222,福晶科技,2017-10-28,0.1645,90.0,8.542173665787661,17.96,0.4756221417476426
2001,新和成,2017-10-26,1.1,20.0,20.752904183771513,43.77,0.4741353480413871
2840,华统股份,2017-10-24,0.688,25.0,14.084199493405535,29.8,0.4726241440740112
2900,哈三联,2017-10-26,1.11,0.0,14.542754825748974,30.79,0.47232071535397774
2772,众兴菌业,2017-10-21,0.4902,-20.0,5.137915975194341,10.88,0.47223492419065627
2557,洽洽食品,2017-10-30,0.7,-20.0,7.336885317494978,15.55,0.4718254223469439
600351,亚宝药业,2017-12-26,0.0286,788.0,3.444845516879508,7.31,0.4712510967003431
2871,伟隆股份,2017-10-24,1.03,10.0,16.32850030570356,34.66,0.4711050290162597
2641,永高股份,2017-10-27,0.25,-35.0,2.1290069001659537,4.52,0.4710192257004323
603378,亚士创能,2017-09-11,0.84,0.0,11.005327976242466,23.44,0.46951057919123146
2491,通鼎互联,2017-10-30,0.4532,0.0,5.937636474801292,12.65,0.46937837745464756
2824,和胜股份,2017-10-21,0.83,-20.0,8.699449733601188,18.56,0.4687203520259261
2047,宝鹰股份,2017-10-28,0.27,0.0,3.5374268495065073,7.56,0.4679136044320777
2540,亚太科技,2017-10-25,0.2854,-5.0,3.552231635950738,7.6,0.4673988994672024
600289,ST信通,2017-10-31,0.223,0.0,2.9216525460738927,6.26,0.4667176591172353
2828,贝肯能源,2017-10-26,0.71,10.0,11.255568171892744,24.16,0.46587616605516324
2745,木林森,2017-10-27,0.96,32.0,21.915066818062712,47.29,0.46341862588417665
300233,金城医药,2017-10-27,0.63,0.0,8.253995982181848,17.86,0.46214983102921886
2090,金智科技,2017-10-27,0.468,30.0,10.362302384487728,22.44,0.4617781811269041
300432,富临精工,2017-10-26,0.6356,0.0,8.3273648353568,18.05,0.46134985237433795
2777,久远银海,2017-10-30,0.97,10.0,15.37732553061403,33.44,0.4598482515135775
2135,东南网架,2017-10-28,0.06,100.0,3.262552211554013,7.11,0.4588681028908597
600079,人福医药,2017-10-31,0.63,0.0,8.253995982181848,18.0,0.45855533234343604
600079,人福医药,2017-08-30,0.63,0.0,8.253995982181848,18.0,0.45855533234343604
2581,未名医药,2017-10-28,0.6331,2.0,8.629713162721634,18.85,0.45780971685525906
2578,闽发铝业,2017-10-31,0.04,90.0,2.077124295632258,4.54,0.45751636467670886
603507,振江股份,2017-10-17,1.535,-5.0,19.105380382566164,41.79,0.45717588855147556
2446,盛路通信,2017-10-24,0.36,-0.0,4.716569132675342,10.32,0.457031892701099
2749,国光股份,2017-10-31,1.8566,10.0,29.43251812385362,64.4,0.45702667894182636
603737,三棵树,2017-10-14,1.49,30.0,32.991090924971616,72.35,0.45599296371764503
2386,天原集团,2017-10-26,0.0821,81.0,4.088457051062122,8.98,0.45528474956148346
2055,得润电子,2017-10-28,0.0858,370.0,9.115469697884679,20.04,0.45486375737947504
2273,水晶光电,2017-10-24,0.39,40.0,10.014848458380644,22.03,0.4546004747335744
2913,奥士康,2017-11-13,1.76,-10.0,20.75290418377151,45.69,0.45421107865553756
2515,金字火腿,2017-10-26,0.03,925.0,3.7219302240079433,8.21,0.45334107478781277
300458,全志科技,2017-10-27,0.92,0.0,12.053454450170321,26.59,0.45330780181159536
603027,千禾味业,2017-10-26,0.6673,0.0,8.74268495065071,19.29,0.4532236884733391
2050,三花智控,2017-10-20,0.48,20.0,9.055812734736657,20.1,0.4505379470018237
2917,金奥博,2017-11-21,0.99,1.0,13.231273473665823,29.37,0.45050301238222074
2123,梦网集团,2017-10-24,0.3,9.0,4.669796488776312,10.37,0.45031788705653925
603330,上海天洋,2017-10-27,1.19,0.0,15.590881299676823,34.8,0.4480138304504835
2304,洋河股份,2017-10-28,3.87,10.0,61.35077299327453,136.98,0.44788124538819196
2690,美亚光电,2017-10-26,0.4576,15.0,7.928762337322035,17.72,0.4474470844989862
2238,天威视讯,2017-10-26,0.49,-30.0,4.4938422569656735,10.05,0.4471484832801665
2836,新宏泽,2017-10-31,0.84,-20.0,8.804262380993976,19.71,0.4466901258748846
2127,南极电商,2017-10-26,0.2,43.0,5.35828456633767,12.02,0.4457807459515533
2533,金杯电工,2017-10-27,0.309,-25.0,3.036291379159752,6.83,0.4445521785006957
2671,龙泉股份,2017-10-18,0.07,60.0,3.157965967519149,7.11,0.4441583639267439
2464,众应互联,2017-10-26,1.27,-16.0,13.976766529827932,31.49,0.4438477780193056
603848,好太太,2017-11-13,0.42,30.0,9.299502139924885,21.06,0.4415718015159015
300719,安达维尔,2017-11-08,0.7324,8.0,11.192305354179407,25.38,0.4409891786516709
2685,华东重机,2017-10-25,0.0445,350.0,4.687693296331742,10.63,0.4409871398242466
2462,嘉事堂,2017-10-23,0.8937,0.0,11.708882871866539,26.59,0.4403491113902422
300723,一品红,2017-11-15,1.14,9.0,17.745226657349985,40.33,0.4400006609806592
2724,海洋王,2017-10-23,0.2781,7.0,4.1715,9.5,0.4391052631578947
2805,丰元股份,2017-10-24,0.27,67.0,12.590033066581878,28.69,0.43883001277733974
2861,瀛通通讯,2017-10-20,1.13,-21.0,11.69578129094244,26.7,0.43804424310645845
2228,合兴包装,2017-10-27,0.1,20.0,1.8866276530701374,4.32,0.43671936413660584
600119,长江投资,2017-10-28,0.46,0.0,6.0267272250851605,13.8,0.4367193641366058
2093,国脉科技,2017-10-20,0.0894,80.0,4.431225066731473,10.16,0.43614419948144423
2164,宁波东力,2017-10-28,0.03,1110.0,3.854949082290557,8.84,0.43608021292879606
600633,浙数文化,2017-10-28,0.5147,0.0,6.743383701633331,15.47,0.4359006917668604
2756,永兴特钢,2017-10-24,0.7,10.0,11.097039042711156,25.5,0.4351780016749473
2677,浙江美大,2017-10-27,0.32,35.0,7.640841994934057,17.63,0.43339999971265214
2588,史丹利,2017-10-25,0.44,-50.0,2.882347803301598,6.66,0.43278495545069035
2688,金河生物,2017-10-20,0.26,-20.0,2.725128832212421,6.31,0.43187461683239636
2878,元隆雅图,2017-10-27,0.89,15.0,15.420888287186651,35.75,0.43135351852270354
600647,同达创业,2017-10-27,0.5793,0.0,7.589745829330072,17.62,0.43074607430931167
2820,桂发祥,2017-10-28,0.93,-10.0,10.966023233470173,25.5,0.4300401268027519
2085,万丰奥威,2017-10-24,0.53,0.0,6.943837889772032,16.18,0.42916179788455083
2809,红墙股份,2017-10-30,0.99,0.0,12.970565114857191,30.23,0.42906268987288093
601218,吉鑫科技,2017-10-30,0.1184,0.0,1.5512271814132237,3.62,0.42851579597050377
2183,怡亚通,2017-10-28,0.25,0.0,3.2753952310245436,7.65,0.4281562393496135
603500,祥和实业,2017-08-15,0.78,5.0,11.266704515678226,26.32,0.42806628099081406
600589,广东榕泰,2017-10-26,0.14,20.0,2.6412787142981924,6.18,0.4273913777181541
2803,吉宏股份,2017-10-23,0.43,55.0,18.945786125726798,44.4,0.42670689472357654
2860,星帅尔,2017-10-28,1.21,5.0,17.477836492270068,40.98,0.4264967421246967
603916,苏博特,2017-11-09,0.58,0.0,7.5989169359769395,17.82,0.42642631515022106
603466,风语筑,2017-09-25,1.04,30.0,23.027338632194954,54.01,0.42635324258831614
2788,鹭燕医药,2017-10-24,0.95,0.0,12.446501877893263,29.23,0.4258125856275492
2673,西部证券,2017-10-30,0.4023,0.0,5.2707660057646954,12.38,0.42574846573220476
2718,友邦吊顶,2017-10-30,1.48,0.0,19.390339767665296,45.58,0.4254133340865576
2789,建艺集团,2017-10-27,1.08,10.0,17.1211459516115,40.31,0.4247369375244728
2873,新天药业,2017-10-24,1.1047,15.0,19.14096100096078,45.11,0.4243174684318506
603289,泰瑞机器,2017-10-30,0.48,12.0,7.8886190933706,18.63,0.42343634424962967
600865,百大集团,2017-10-28,0.25,0.0,3.2753952310245436,7.74,0.4231776784269436
2463,沪电股份,2017-10-27,0.078,45.0,2.1485937636474803,5.08,0.42295152827706306
2727,一心堂,2017-10-30,0.6788,0.0,8.89335313127784,21.04,0.42268788646757793
2144,宏达高科,2017-10-23,0.57,-20.0,5.974320901388768,14.15,0.42221349126422386
2026,山东威达,2017-10-24,0.26,0.0,3.4064110402655254,8.09,0.4210644054716348
2179,中航光电,2017-10-27,1.22,0.0,15.98392872739977,38.0,0.4206297033526255
600251,冠农股份,2017-10-20,0.0337,270.0,3.414494308961024,8.13,0.4199869998722046
2086,东方海洋,2017-10-20,0.1114,70.0,5.26850972968095,12.55,0.41980157208613145
600067,冠城大通,2017-10-28,0.22,0.0,2.882347803301598,6.88,0.41894590164267415
2173,创新医疗,2017-10-31,0.26,26.0,5.408018167525547,12.93,0.418253531904528
603110,东方材料,2017-09-18,0.79,5.0,11.411149445366407,27.38,0.41676951955319236
2388,新亚制程,2017-10-24,0.03,515.0,3.3586239809087743,8.11,0.4141336597914642
2324,普利特,2017-10-31,1.03,-28.0,9.716132413311206,23.5,0.41345244311962576
2920,德赛西威,2017-12-05,1.31,0.0,17.163071010568608,41.71,0.4114857590642198
2442,龙星化工,2017-10-25,0.0642,176.0,5.074930866362794,12.35,0.410925576223708
2220,天宝食品,2017-10-21,0.34,-30.0,3.1181762599353657,7.6,0.4102863499914955
300701,森霸股份,2017-12-19,0.78,25.0,15.967551751244649,38.92,0.4102659751090609
300731,科创新源,2017-11-20,0.83,15.0,14.381277840859461,35.08,0.4099566089184567
603996,中新科技,2017-12-21,0.39,20.0,7.357847846973535,17.95,0.4099079580486649
2535,林州重机,2017-10-30,0.02,205.0,1.945448103609966,4.75,0.4095680218126244
2036,联创电子,2017-10-24,0.36,18.0,6.567350860337147,16.12,0.40740389952463685
2737,葵花药业,2017-10-26,1.04,0.0,13.625644161062102,33.46,0.40722188168147344
2057,中钢天源,2017-10-27,0.1724,50.0,5.082103240457682,12.51,0.40624326462491467
2150,通润装备,2017-10-20,0.39,-30.0,3.5767315922788017,8.81,0.40598542477625443
2850,科达利,2017-10-28,2.22,-15.0,24.722683203773258,60.92,0.40582211431013226
2243,通产丽星,2017-10-25,0.07200000000000001,59.0,3.2328775428699674,7.97,0.4056308083902092
601225,陕西煤业,2017-10-28,0.28,0.0,3.668442658747489,9.05,0.40535277997209823
300729,乐歌股份,2017-11-13,0.95,1.0,12.69667656563892,31.33,0.40525619424318293
2916,深南电路,2017-11-21,1.31,49.0,38.103733950563374,94.04,0.40518645204767517
2880,卫光生物,2017-10-20,1.89,-8.0,22.781028910821902,56.49,0.40327542770086566
300218,安利股份,2017-10-28,0.269,0.0,3.524325268582409,8.75,0.40278003069513246
2802,洪汇新材,2017-10-24,0.56,25.0,11.463883308585903,28.54,0.4016777613379784
2351,漫步者,2017-10-25,0.15,30.0,3.3212507642588873,8.3,0.4001506944890225
2757,南兴装备,2017-10-20,0.6073,35.0,14.500885448510788,36.25,0.40002442616581485
2224,三力士,2017-10-30,0.34,-20.0,3.563630011354704,8.91,0.39995847489951786
2294,信立泰,2017-10-24,1.33,0.0,17.42510262905057,43.6,0.39965831718005895
2747,埃斯顿,2017-10-25,0.27,10.0,4.280286487902875,10.71,0.3996532668443393
2897,意华股份,2017-10-27,1.24,-9.0,14.783823914752379,37.09,0.39859325734031753
2040,南京港,2017-10-26,0.3364,10.0,5.332919905668618,13.38,0.3985739839812121
2455,百川股份,2017-10-27,0.17,30.0,3.7640841994934062,9.47,0.39747457228019073
603113,金能科技,2017-10-27,0.7,0.0,9.17110664686872,23.08,0.39736163981233624
2658,雪迪龙,2017-10-24,0.32,10.0,5.072932133810814,12.84,0.3950881724151724
998,隆平高科,2017-10-25,0.41,40.0,10.52843043060529,26.67,0.39476679529828607
2492,恒基达鑫,2017-10-28,0.1643,20.0,3.0997292339942355,7.86,0.39436758702216734
2296,辉煌科技,2017-10-30,0.2259,0.0,2.959647130753777,7.53,0.39304742772294515
603329,上海雅仕,2017-12-12,0.66,20.0,12.451742510262905,31.82,0.3913181178586708
2184,海得控制,2017-10-28,0.058,200.0,4.779968695467945,12.22,0.39115946771423443
2800,天顺股份,2017-10-21,0.53,30.0,11.735086033714735,30.1,0.3898699678974995
2018,华信国际,2017-10-21,0.16,14.0,2.7242903310332784,6.99,0.38974110601334455
600998,九州通,2017-10-26,0.54,0.0,7.074853699013015,18.29,0.3868154018049762
2013,中航机电,2017-10-20,0.37,-15.0,4.120447200628876,10.66,0.3865335085017707
2025,航天电器,2017-10-25,0.61,5.0,8.811140710979126,22.8,0.3864535399552248
2548,金新农,2017-10-24,0.42,-25.0,4.126997991090925,10.71,0.3853406154146522
300735,光弘科技,2017-12-11,0.61,16.0,10.753987247794564,27.92,0.38517146302989125
300713,英可瑞,2017-10-11,2.3,3.0,31.96877456546423,83.0,0.385165958620051
2320,海峡股份,2017-10-20,0.37,30.0,8.192418551838589,21.27,0.38516307248888526
300019,硅宝科技,2017-10-28,0.2764,0.0,3.621276967420735,9.42,0.3844243065202479
2499,科林环保,2017-10-24,0.1,159.0,7.666558981873511,19.96,0.3840961413764284
2838,道恩股份,2017-10-25,1.26,0.0,16.507991964363697,43.0,0.3839067898689232
300041,回天新材,2017-12-19,0.2421,10.0,3.8379902174862446,10.0,0.38379902174862446
2603,以岭药业,2017-10-28,0.48,0.0,6.288758843567123,16.4,0.38346090509555636
2022,科华生物,2017-10-28,0.4534,-10.0,5.3462311118875006,13.98,0.3824199650849428
300727,润禾材料,2017-11-24,0.51,29.0,11.119193816053803,29.12,0.38184044697986963
2672,东江环保,2017-10-30,0.62,-25.0,6.092235129705652,15.96,0.38171899308932655
2899,英派斯,2017-10-21,0.95,-9.0,11.326316708882871,29.9,0.3788065788924037
300633,开立医疗,2017-12-22,0.36,45.0,9.916586601449907,26.2,0.3784956718110652
2007,华兰生物,2017-10-20,0.8390000000000001,-5.0,10.442615075552451,28.0,0.3729505384125876
600491,龙元建设,2017-10-28,0.28,0.0,3.668442658747489,9.85,0.3724307267763949
300430,诚益通,2017-10-27,0.55,0.0,7.205869508253996,19.38,0.3718198920667697
300716,国立科技,2017-11-08,0.77,0.0,10.088217311555594,27.17,0.3712998642456972
2402,和而泰,2017-10-28,0.14,40.0,3.595073805572539,9.69,0.3710086486658967
300721,怡达股份,2017-10-24,1.0349,0.0,13.558826098349199,36.55,0.3709665143187196
300721,怡达股份,2017-11-14,1.0349,0.0,13.558826098349199,36.55,0.3709665143187196
2849,威星智能,2017-10-24,0.8,0.0,10.481264739278538,28.3,0.370362711635284
600074,ST保千里,2017-10-30,0.35,-50.0,2.29277666171718,6.23,0.36802193607017336
600302,标准股份,2017-10-31,0.1704,0.0,2.232509389466329,6.08,0.3671890443201199
603970,中农立华,2017-10-30,0.8172,0.0,10.706611931173029,29.21,0.3665392650179058
2360,同德化工,2017-10-24,0.2113,-10.0,2.4915276443357497,6.8,0.36640112416702203
2652,扬子新材,2017-10-20,0.25,-20.0,2.620316184819635,7.16,0.36596594760050766
300712,永福股份,2017-10-30,0.7,0.0,9.17110664686872,25.07,0.365819969958864
2600,江粉磁材,2017-10-30,0.22,2.0,2.998794654554983,8.2,0.3657066651896321
2865,钧达股份,2017-10-27,0.62,0.0,8.122980172940867,22.3,0.3642592005803079
603477,振静股份,2017-11-28,0.32,18.0,5.837645209188575,16.03,0.36417000681151435
2559,亚威股份,2017-10-26,0.3154,-20.0,3.3057908987684517,9.09,0.3636733662011498
2585,双星新材,2017-10-25,0.1854,0.0,2.4290331033278014,6.69,0.36308417090101663
2758,华通医药,2017-10-20,0.29,0.0,3.7994584679884698,10.49,0.3621981380351258
2368,太极股份,2017-10-25,0.7327,-10.0,8.63957550877806,23.89,0.36163982874751194
603456,九洲药业,2017-12-05,0.25,30.0,5.535417940431479,15.32,0.361319708905449
2483,润邦股份,2017-10-24,0.2,-25.0,1.9652371386147263,5.44,0.3612568269512364
600909,华安证券,2017-10-31,0.21,0.0,2.7513319940606165,7.63,0.36059397038802316
2776,柏堡龙,2017-10-28,0.55,0.0,7.205869508253996,20.02,0.359933541870829
2869,金溢科技,2017-10-25,1.38,-40.0,10.848109005153288,30.22,0.3589711781983219
2728,特一药业,2017-10-26,0.47,5.0,6.788911695344571,18.92,0.35882197121271514
2084,海鸥卫浴,2017-10-31,0.1862,0.0,2.4395143680670803,6.81,0.35822531102306615
300491,通合科技,2017-10-27,0.51,0.0,6.6818062712900685,18.68,0.3576984085273056
2885,京泉华,2017-10-20,1.0,-3.0,12.708533496375228,35.75,0.3554834544440623
2769,普路通,2017-10-26,0.51,-25.0,5.011354703467552,14.1,0.35541522719628027
2654,万润科技,2017-10-27,0.18,0.0,2.358284566337671,6.65,0.35462925809589035
2781,奇信股份,2017-10-27,0.48,15.0,8.31688357061752,23.51,0.3537594032589332
2713,东易日盛,2017-10-20,0.69,0.0,9.040090837627739,25.65,0.3524401886014713
2421,达实智能,2017-10-31,0.1453,5.0,2.0987848283692903,5.97,0.35155524763304696
600230,沧州大化,2017-10-27,1.2613,0.0,16.52502401956503,47.02,0.35144670394651273
2158,汉钟精机,2017-10-28,0.3138,5.0,4.532681893615163,12.9,0.351370689427532
636,风华高科,2017-10-26,0.16,43.0,4.286627653070137,12.29,0.34878988226770846
2117,东港股份,2017-10-24,0.6,0.0,7.860948554458903,22.55,0.34860082281414206
2797,第一创业,2017-10-28,0.27,0.0,3.5374268495065073,10.15,0.348514960542513
2906,华阳集团,2017-10-30,0.74,-8.0,8.919556293126037,25.6,0.3484201677002358
2390,信邦制药,2017-10-26,0.15,20.0,2.8299414796052056,8.16,0.34680655387318693
2129,中环股份,2017-10-23,0.152,36.0,3.6833679797362207,10.63,0.34650686545025594
2846,英联股份,2017-10-27,0.62,-25.0,6.092235129705652,17.63,0.3455606993593677
2732,燕塘乳业,2017-10-27,0.67,5.0,9.67781028910822,28.03,0.34526615373200925
2550,千红制药,2017-10-24,0.18,-20.0,1.8866276530701374,5.47,0.34490450695980573
2896,中大力德,2017-10-27,0.78,15.0,13.51493580225347,39.19,0.3448567441248653
