报表日期,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
其他非流动负债,0.0,0.0,0.0,145.0,137.5,133.75,130.0,126.25,122.5,118.75,115.0,111.25,278.5,274.75,271.0,271.0,263.5,259.75,256.0,252.25,0.0,4104.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,18.19,0.0,15909.62,7554.62,22547.12,13293.37,13289.62,15285.87,17982.12,22978.37,21924.62,11520.87,7688.12,14934.37,13230.62,11026.87,12389.83,11316.9,13168.51,15071.93,12210.99,12779.92,13069.45,8474.3,9359.83,8972.34,13884.13,14171.31,14732.7,14283.0,13875.09,13817.76,15123.63,15048.79,16251.5,18647.75,24418.84,25099.53,30477.33,34630.21
负债合计,50282.75,100283.99,209795.52,229560.1,279319.15,219151.27,225476.96,347094.75,539399.29,561198.85,590592.2,639167.81,648443.9,567024.39,627489.25,635354.46,705751.7,724437.64,714453.52,759497.52,901534.4,877463.1,753876.5,857913.08,802291.55,808578.71,774780.07,919318.19,1019681.76,975881.72,972183.67,1042267.99,1246241.92,1297557.29,1247027.53,1844716.79,2019470.76,1987363.09,2243569.41,2452300.61
实收资本(或股本),6250.0,6579.0,65790.0,65790.0,76790.0,76790.0,76790.0,76790.0,76790.0,76790.0,76790.0,76790.0,76790.0,76790.0,153580.0,162721.78,162721.78,162721.78,325443.56,325443.56,325443.56,406753.61,406753.61,406753.61,406753.61,406753.61,813507.22,957046.21,957046.21,957046.21,957046.21,957046.21,957046.21,957046.21,957046.21,957046.21,957046.21,957046.21,957046.21,957046.21
资本公积,27766.84,52255.06,2621.17,2329.72,243530.79,244852.79,244852.79,244852.79,229796.0,229796.0,229796.0,229796.0,229796.0,229796.0,153006.0,244132.24,244132.24,244132.24,81410.46,81615.08,81615.08,567416.1,567416.1,567416.1,567538.64,567538.64,160785.03,651140.01,651140.01,650689.28,653240.64,653240.64,663898.98,681793.37,723200.55,740213.13,755725.04,762462.82,781432.56,762352.59
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162569.51,162569.51,162569.51,162880.72,162880.72,162880.72,102638.2
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38,0.0,7.38,7.38,37.02,37.02,60.51,146.98,136.58,20.0,187.34,199.23
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,863.67,2247.72,2064.8,2064.8,4488.73,4488.73,4488.73,4488.73,7216.83,7216.83,7216.83,7216.83,10771.46,10771.46,10771.46,10771.46,16614.52,16614.52,16614.52,16614.52,23601.21,23601.21,23601.21,23601.21,31813.07,31813.07,31813.07,31813.07,41476.16,41476.16,41476.16,41476.16,54360.32,54360.32,54360.32,54360.32,63830.27,63830.27,63830.27,63830.27
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,7803.5,19793.05,35028.14,42278.84,56578.77,72121.66,75883.37,86107.98,93052.23,104878.48,96918.47,111252.95,124351.22,151942.49,140218.84,156307.0,167529.27,198094.91,180258.64,199875.21,213154.27,249537.87,216989.8,224053.04,216660.73,263868.55,222615.62,237196.37,270185.18,344560.82,260861.47,294578.78,324134.89,398923.95,276421.94,284857.85,321638.48,434030.58,352879.46,369776.22
归属于母公司股东权益合计,42684.01,80874.82,105504.11,112463.36,381388.29,398253.18,402014.89,412239.5,406855.06,418681.3,410721.3,425055.77,441708.67,469299.95,457576.3,573932.49,590997.82,621563.45,603727.18,623548.37,643814.12,1247308.79,1214760.71,1221823.96,1222766.05,1269973.87,1228720.94,1877195.66,1919854.94,1993779.85,1912631.86,1946349.17,1999477.41,1929591.35,1848520.02,1874054.98,1935495.86,2054509.16,1992495.12,2050566.33
少数股东权益,1018.4,1310.56,1528.22,390.93,374.46,1095.13,1060.47,1042.02,439.13,460.41,478.05,511.62,532.27,568.58,590.45,502.56,531.76,561.88,607.56,629.7,2608.57,2639.64,5004.31,4895.57,5352.8,4609.23,6542.06,6211.34,4284.77,17494.21,27373.15,45783.87,41327.34,31863.04,92803.78,82205.65,7731.83,8153.94,20411.94,21280.53
所有者权益(或股东权益)合计,43702.42,82185.38,107032.33,112854.3,381762.75,399348.31,403075.37,413281.51,407294.19,419141.72,411199.35,425567.39,442240.95,469868.53,458166.75,574435.05,591529.58,622125.33,604334.74,624178.07,646422.69,1249948.43,1219765.02,1226719.52,1228118.85,1274583.1,1235263.0,1883407.0,1924139.71,2011274.06,1940005.01,1992133.04,2040804.75,1961454.4,1941323.8,1956260.63,1943227.69,2062663.1,2012907.06,2071846.86
负债和所有者权益(或股东权益)总计,93985.17,182469.37,316827.85,342414.4,661081.9,618499.58,628552.32,760376.27,946693.48,980340.57,1001791.55,1064735.21,1090684.85,1036892.92,1085656.0,1209789.5,1297281.28,1346562.97,1318788.26,1383675.59,1547957.08,2127411.53,1973641.52,2084632.6,2030410.41,2083161.82,2010043.07,2802725.19,2943821.46,2987155.78,2912188.68,3034401.03,3287046.67,3259011.69,3188351.32,3800977.43,3962698.44,4050026.19,4256476.47,4524147.47
