报表日期,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31
负债合计,21497.72,21270.52,20894.03,18249.76,17880.27,18568.36,18385.75,19597.84,19179.93,20760.18,20646.37,18610.54,17200.39,16853.92,16213.0,19395.13,18855.55,16284.21,15930.28,50087.79,49493.71,50335.57,48525.45,48299.71,48188.38,52208.55,53316.19,52814.83,53528.27,53701.58,36583.06,34275.51,33979.54,34049.72,36870.52,36196.39,37086.3,36772.78,37201.93,37451.03
实收资本(或股本),87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0,87337.0
资本公积,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88342.24,88777.87,88342.24,88342.24,88342.24,88342.24,107482.88,107482.88,108284.37,108284.37,108284.88,108284.88,108337.74,108366.13,108399.73,108399.73,108399.73,108399.73,108399.73,108399.73,108399.73,108399.73,108399.73
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3666.7,-3650.01,-3670.44,-3283.84,-3080.15,-3141.44,-2878.33,-2803.13,-2550.5,-2732.44,-2586.23,-2852.4,-2986.91,-2672.49,-2950.66,-2876.7,-2901.25,-2506.14,-2866.64,-2694.25,-6207.63,-6190.68,-6196.46,-6273.26,-25803.15,-25784.65,-25775.01,-25819.68,-25793.69,-25915.05,-25665.35,-25776.67,-25816.12
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71,10858.71
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,-155969.21,-155902.76,-156002.16,-154869.33,-155217.62,-155047.35,-154956.94,-154252.42,-154518.21,-154408.56,-154343.52,-153759.09,-154225.55,-155075.09,-156095.5,-163708.47,-165264.84,-165701.45,-166496.54,-203414.23,-203879.13,-204826.17,-202447.77,-201915.42,-202411.99,-202307.85,-202481.13,-205931.99,-206312.23,-207113.84,-189567.21,-199534.33,-199816.12,-200687.88,-197135.11,-197771.47,-199746.38,-199548.64,-199570.06,-200285.64
归属于母公司股东权益合计,27012.05,27057.47,26913.07,27969.33,27746.85,28570.8,27958.03,28618.83,28369.74,28458.96,28910.59,29698.71,29170.96,28584.54,27639.32,20278.99,18540.67,18250.27,17624.65,-19863.18,-20013.67,-21238.88,-18786.51,861.92,760.47,1305.59,1304.7,-5659.03,-6022.31,-6776.85,10721.37,-18742.04,-19005.32,-19867.44,-16359.34,-16969.71,-19065.98,-18618.54,-18751.28,-19506.32
少数股东权益,122.15,120.44,118.65,54.01,52.26,50.78,49.22,42.91,42.61,42.66,42.09,35.32,35.16,34.39,33.72,508.92,493.85,473.35,448.64,399.08,380.85,363.76,344.47,1349.72,1388.0,549.79,552.97,548.34,545.66,542.76,542.49,219.1,218.35,215.72,217.37,216.1,201.33,206.02,208.22,203.34
所有者权益(或股东权益)合计,27134.19,27177.91,27031.72,28023.34,27799.1,28621.58,28007.26,28661.74,28412.34,28501.62,28952.68,29734.03,29206.12,28618.92,27673.04,20787.9,19034.52,18723.62,18073.29,-19464.1,-19632.82,-20875.12,-18442.04,2211.64,2148.47,1855.37,1857.67,-5110.69,-5476.66,-6234.09,11263.86,-18522.93,-18786.97,-19651.72,-16141.97,-16753.6,-18864.66,-18412.51,-18543.07,-19302.98
负债和所有者权益(或股东权益)总计,48631.92,48448.43,47925.75,46273.1,45679.37,47189.94,46393.01,48259.58,47592.28,49261.79,49599.05,48344.57,46406.51,45472.85,43886.04,40183.03,37890.07,35007.84,34003.57,30623.69,29860.89,29460.45,30083.41,50511.35,50336.84,54063.92,55173.86,47704.15,48051.62,47467.49,47846.92,15752.58,15192.57,14398.0,20728.54,19442.79,18221.64,18360.26,18658.86,18148.05
