行业类别,股票代码,股票名称
计算机、通信和其他电子设备制造业,SZ002180,纳思达
计算机、通信和其他电子设备制造业,SZ300232,洲明科技
计算机、通信和其他电子设备制造业,SZ300115,长盈精密
计算机、通信和其他电子设备制造业,SZ002296,辉煌科技
计算机、通信和其他电子设备制造业,SZ002577,雷柏科技
计算机、通信和其他电子设备制造业,SZ300397,天和防务
计算机、通信和其他电子设备制造业,SZ300101,振芯科技
计算机、通信和其他电子设备制造业,SZ002636,金安国纪
计算机、通信和其他电子设备制造业,SZ002388,新亚制程
计算机、通信和其他电子设备制造业,SZ002231,奥维通信
计算机、通信和其他电子设备制造业,SZ300211,亿通科技
计算机、通信和其他电子设备制造业,SZ000555,神州信息
计算机、通信和其他电子设备制造业,SH600366,宁波韵升
计算机、通信和其他电子设备制造业,SH600654,ST中安
计算机、通信和其他电子设备制造业,SZ002312,三泰控股
计算机、通信和其他电子设备制造业,SZ002188,*ST巴士
计算机、通信和其他电子设备制造业,SZ300078,思创医惠
计算机、通信和其他电子设备制造业,SZ002281,光迅科技
计算机、通信和其他电子设备制造业,SH600562,国睿科技
计算机、通信和其他电子设备制造业,SZ300114,中航电测
计算机、通信和其他电子设备制造业,SH600525,长园集团
计算机、通信和其他电子设备制造业,SZ002465,海格通信
计算机、通信和其他电子设备制造业,SZ002106,莱宝高科
计算机、通信和其他电子设备制造业,SZ300331,苏大维格
计算机、通信和其他电子设备制造业,SZ300292,吴通控股
计算机、通信和其他电子设备制造业,SZ002655,共达电声
计算机、通信和其他电子设备制造业,SH600776,东方通信
计算机、通信和其他电子设备制造业,SZ300433,蓝思科技
计算机、通信和其他电子设备制造业,SZ000547,航天发展
计算机、通信和其他电子设备制造业,SZ002429,兆驰股份
计算机、通信和其他电子设备制造业,SH601231,环旭电子
计算机、通信和其他电子设备制造业,SZ002383,合众思壮
计算机、通信和其他电子设备制造业,SZ002729,好利来
计算机、通信和其他电子设备制造业,SZ300256,星星科技
计算机、通信和其他电子设备制造业,SZ000016,深康佳A
计算机、通信和其他电子设备制造业,SH603025,大豪科技
计算机、通信和其他电子设备制造业,SZ300079,数码科技
计算机、通信和其他电子设备制造业,SZ300351,永贵电器
计算机、通信和其他电子设备制造业,SZ300390,天华超净
计算机、通信和其他电子设备制造业,SZ300220,金运激光
计算机、通信和其他电子设备制造业,SZ000977,浪潮信息
计算机、通信和其他电子设备制造业,SZ002289,宇顺电子
计算机、通信和其他电子设备制造业,SZ000032,深桑达A
计算机、通信和其他电子设备制造业,SZ002161,远望谷
计算机、通信和其他电子设备制造业,SZ300241,瑞丰光电
计算机、通信和其他电子设备制造业,SZ300455,康拓红外
计算机、通信和其他电子设备制造业,SZ300128,锦富技术
计算机、通信和其他电子设备制造业,SZ300162,雷曼股份
计算机、通信和其他电子设备制造业,SZ300270,中威电子
计算机、通信和其他电子设备制造业,SZ000063,中兴通讯
计算机、通信和其他电子设备制造业,SH600130,波导股份
计算机、通信和其他电子设备制造业,SZ002504,弘高创意
金属制品业,SZ300345,红宇新材
金属制品业,SH600992,贵绳股份
金属制品业,SZ002374,丽鹏股份
金属制品业,SZ002445,中南文化
金属制品业,SH600165,新日恒力
金属制品业,SZ002132,恒星科技
金属制品业,SZ002359,北讯集团
金属制品业,SH600615,丰华股份
金属制品业,SZ002547,春兴精工
金属制品业,SZ002652,扬子新材
金属制品业,SZ200055,方大B
金属制品业,SZ002514,宝馨科技
金属制品业,SZ002047,宝鹰股份
金属制品业,SZ002352,顺丰控股
金属制品业,SZ002478,常宝股份
金属制品业,SZ000039,中集集团
金属制品业,SZ002150,通润装备
金属制品业,SZ000055,方大集团
金属制品业,SZ000890,法尔胜
金属制品业,SZ002342,巨力索具
金属制品业,SZ002701,奥瑞金
金属制品业,SH600114,东睦股份
金属制品业,SZ002026,山东威达
金属制品业,SZ002403,爱仕达
金属制品业,SZ002084,海鸥住工
金属制品业,SZ002318,久立特材
金属制品业,SH600200,XD江苏吴
金属制品业,SZ002328,新朋股份
金属制品业,SZ000969,安泰科技
金属制品业,SZ002752,昇兴股份
金属制品业,SZ002541,鸿路钢构
金属制品业,SZ300328,宜安科技
金属制品业,SZ002615,哈尔斯
金属制品业,SZ002032,苏泊尔
金属制品业,SZ002545,东方铁塔
金属制品业,SZ002743,富煌钢构
金属制品业,SH600673,东阳光科
金属制品业,SZ002071,长城影视
金属制品业,SH601700,风范股份
金属制品业,SZ002487,大金重工
金属制品业,SH601028,玉龙股份
金属制品业,SH603969,银龙股份
金属制品业,SH600558,大西洋
金属制品业,SZ000778,新兴铸管
金属制品业,SZ002444,巨星科技
金属制品业,SZ002384,东山精密
金属制品业,SZ002443,金洲管道
金属制品业,SZ000790,泰合健康
教育,SH600661,新南洋
酒、饮料和精制茶制造业,SH600090,同济堂
酒、饮料和精制茶制造业,SH603198,迎驾贡酒
酒、饮料和精制茶制造业,SZ000568,泸州老窖
酒、饮料和精制茶制造业,SZ200596,古井贡B
酒、饮料和精制茶制造业,SZ002387,黑牛食品
酒、饮料和精制茶制造业,SZ000596,古井贡酒
酒、饮料和精制茶制造业,SZ002304,洋河股份
酒、饮料和精制茶制造业,SZ200869,张裕B
酒、饮料和精制茶制造业,SH600519,XD贵州茅
酒、饮料和精制茶制造业,SH600779,水井坊
酒、饮料和精制茶制造业,SZ000848,承德露露
酒、饮料和精制茶制造业,SH600197,伊力特
酒、饮料和精制茶制造业,SH600300,维维股份
酒、饮料和精制茶制造业,SH600809,山西汾酒
酒、饮料和精制茶制造业,SZ000858,五粮液
酒、饮料和精制茶制造业,SZ000869,张裕A
酒、饮料和精制茶制造业,SZ000929,兰州黄河
酒、饮料和精制茶制造业,SH603369,今世缘
酒、饮料和精制茶制造业,SH600059,古越龙山
酒、饮料和精制茶制造业,SH600559,老白干酒
酒、饮料和精制茶制造业,SH600365,通葡股份
酒、饮料和精制茶制造业,SH600962,国投中鲁
酒、饮料和精制茶制造业,SH601579,会稽山
酒、饮料和精制茶制造业,SZ002646,青青稞酒
酒、饮料和精制茶制造业,SH600702,舍得酒业
酒、饮料和精制茶制造业,SZ000799,酒鬼酒
酒、饮料和精制茶制造业,SH600543,莫高股份
酒、饮料和精制茶制造业,SH600616,金枫酒业
酒、饮料和精制茶制造业,SZ000557,西部创业
酒、饮料和精制茶制造业,SZ000995,*ST皇台
酒、饮料和精制茶制造业,SH600199,金种子酒
酒、饮料和精制茶制造业,SH600600,青岛啤酒
酒、饮料和精制茶制造业,SH600573,惠泉啤酒
酒、饮料和精制茶制造业,SZ002461,珠江啤酒
酒、饮料和精制茶制造业,SH600132,重庆啤酒
酒、饮料和精制茶制造业,SH600238,*ST椰岛
酒、饮料和精制茶制造业,SZ000729,燕京啤酒
酒、饮料和精制茶制造业,SZ000752,西藏发展
酒、饮料和精制茶制造业,SH600084,中葡股份
酒、饮料和精制茶制造业,SZ200019,深深宝B
酒、饮料和精制茶制造业,SZ000019,深深宝A
建筑安装业,SZ000931,中关村
建筑装饰和其他建筑业,SZ002163,中航三鑫
建筑装饰和其他建筑业,SH600681,百川能源
建筑装饰和其他建筑业,SZ002323,雅百特
建筑装饰和其他建筑业,SH601886,江河集团
建筑装饰和其他建筑业,SH603828,柯利达
建筑装饰和其他建筑业,SZ002047,宝鹰股份
建筑装饰和其他建筑业,SZ002081,金螳螂
建筑装饰和其他建筑业,SZ002325,洪涛股份
建筑装饰和其他建筑业,SZ002620,瑞和股份
建筑装饰和其他建筑业,SH900939,汇丽B
建筑装饰和其他建筑业,SH603030,全筑股份
建筑装饰和其他建筑业,SZ002314,南山控股
建筑装饰和其他建筑业,SZ002713,东易日盛
建筑装饰和其他建筑业,SZ002375,亚厦股份
建筑装饰和其他建筑业,SZ002524,光正集团
建筑装饰和其他建筑业,SH600496,精工钢构
建筑装饰和其他建筑业,SZ002482,广田集团
建筑装饰和其他建筑业,SZ300117,嘉寓股份
建筑装饰和其他建筑业,SH600477,杭萧钢构
建筑装饰和其他建筑业,SH600209,*ST罗顿
建筑装饰和其他建筑业,SZ002504,弘高创意
开采辅助活动,SH600871,*ST油服
开采辅助活动,SZ002629,仁智股份
开采辅助活动,SH600583,海油工程
开采辅助活动,SH601808,XD中海油
开采辅助活动,SZ300164,通源石油
开采辅助活动,SZ002554,惠博普
开采辅助活动,SZ300191,潜能恒信
开采辅助活动,SZ002207,*ST准油
开采辅助活动,SZ300084,海默科技
开采辅助活动,SZ002683,宏大爆破
开采辅助活动,SZ300157,恒泰艾普
零售业,SZ300413,快乐购
零售业,SH600682,南京新百
零售业,SH600774,汉商集团
零售业,SZ000785,武汉中商
零售业,SH601933,永辉超市
零售业,SZ000759,中百集团
零售业,SZ002697,红旗连锁
零售业,SZ000672,上峰水泥
零售业,SZ000501,鄂武商A
零售业,SH600337,美克家居
零售业,SH603939,益丰药房
零售业,SH600515,海航基础
零售业,SH600335,国机汽车
零售业,SZ002607,亚夏汽车
零售业,SZ000564,供销大集
零售业,SH600738,兰州民百
零售业,SH900943,开开B股
零售业,SZ002336,人人乐
零售业,SZ000889,茂业通信
零售业,SZ200026,飞亚达B
零售业,SH601607,上海医药
零售业,SZ002277,友阿股份
零售业,SH600280,中央商场
零售业,SH600697,欧亚集团
零售业,SH600858,银座股份
零售业,SH600694,大商股份
零售业,SZ000715,中兴商业
零售业,SZ000591,太阳能
零售业,SH900923,百联B股
零售业,SH600814,杭州解百
零售业,SH600693,东百集团
零售业,SZ002727,一心堂
零售业,SH601010,文峰股份
零售业,SH600297,广汇汽车
零售业,SH600824,益民集团
零售业,SH600361,华联综超
零售业,SZ002251,步步高
零售业,SH600655,豫园股份
零售业,SZ002561,徐家汇
零售业,SZ000753,漳州发展
零售业,SH600712,南宁百货
零售业,SZ000560,我爱我家
零售业,SH600386,北巴传媒
零售业,SZ000417,合肥百货
零售业,SZ000987,越秀金控
零售业,SZ002187,广百股份
零售业,SH600891,秋林集团
零售业,SZ000078,海王生物
零售业,SZ000679,大连友谊
零售业,SH600713,XD南京医
零售业,SH600827,百联股份
零售业,SH600653,申华控股
零售业,SH601116,三江购物
零售业,SH600833,第一医药
零售业,SZ002640,跨境通
零售业,SH600628,新世界
零售业,SZ000026,飞亚达A
零售业,SH600821,津劝业
零售业,SH600857,宁波中百
零售业,SH603123,翠微股份
零售业,SZ000516,国际医学
零售业,SH600723,首商股份
零售业,SH600861,北京城乡
零售业,SH600830,香溢融通
零售业,SH603883,老百姓
零售业,SH600327,大东方
零售业,SH600729,重庆百货
零售业,SH601258,庞大集团
零售业,SH600704,物产中大
零售业,SH600976,健民集团
零售业,SH600828,茂业商业
零售业,SH600838,上海九百
零售业,SH600898,国美通讯
零售业,SH600272,开开实业
零售业,SZ002556,辉隆股份
零售业,SH600865,百大集团
零售业,SZ000963,华东医药
零售业,SZ002419,天虹股份
零售业,SZ000419,通程控股
零售业,SZ300022,吉峰农机
零售业,SH600785,新华百货
零售业,SZ000416,民生控股
零售业,SZ000851,高鸿股份
零售业,SZ000593,大通燃气
零售业,SZ002264,新华都
零售业,SZ300081,恒信东方
零售业,SH600778,*ST友好
零售业,SH600122,宏图高科
零售业,SZ002024,苏宁易购
零售业,SH600859,王府井
零售业,SH600306,商业城
零售业,SH600222,太龙药业
零售业,SH600856,中天能源
林业,SH600265,ST景谷
林业,SZ002679,福建金森
林业,SZ000663,永安林业
林业,SZ002200,云投生态
林业,SZ000592,平潭发展
木材加工和木、竹、藤、棕、草制品业,SZ002043,兔宝宝
木材加工和木、竹、藤、棕、草制品业,SH600189,吉林森工
木材加工和木、竹、藤、棕、草制品业,SZ000910,大亚圣象
木材加工和木、竹、藤、棕、草制品业,SH601996,丰林集团
木材加工和木、竹、藤、棕、草制品业,SZ002354,天神娱乐
木材加工和木、竹、藤、棕、草制品业,SZ002240,威华股份
木材加工和木、竹、藤、棕、草制品业,SH600321,*ST正源
木材加工和木、竹、藤、棕、草制品业,SZ002631,德尔未来
木材加工和木、竹、藤、棕、草制品业,SZ002259,升达林业
煤炭开采和洗选业,SH600121,郑州煤电
煤炭开采和洗选业,SH600403,大有能源
煤炭开采和洗选业,SH601666,平煤股份
煤炭开采和洗选业,SZ000780,平庄能源
煤炭开采和洗选业,SH600971,恒源煤电
煤炭开采和洗选业,SH601101,昊华能源
煤炭开采和洗选业,SZ000983,西山煤电
煤炭开采和洗选业,SH601001,大同煤业
煤炭开采和洗选业,SH600508,上海能源
煤炭开采和洗选业,SH601918,新集能源
煤炭开采和洗选业,SZ000552,靖远煤电
煤炭开采和洗选业,SZ000937,冀中能源
煤炭开采和洗选业,SZ002128,露天煤业
煤炭开采和洗选业,SH601898,中煤能源
煤炭开采和洗选业,SH600188,兖州煤业
煤炭开采和洗选业,SH601699,潞安环能
煤炭开采和洗选业,SH601088,中国神华
煤炭开采和洗选业,SH600714,金瑞矿业
煤炭开采和洗选业,SH600123,兰花科创
煤炭开采和洗选业,SH601225,陕西煤业
煤炭开采和洗选业,SH600348,阳泉煤业
煤炭开采和洗选业,SH600395,盘江股份
煤炭开采和洗选业,SH600157,永泰能源
煤炭开采和洗选业,SZ000939,凯迪生态
煤炭开采和洗选业,SH900948,伊泰B股
煤炭开采和洗选业,SH600397,*ST安煤
煤炭开采和洗选业,SZ000571,新大洲A
煤炭开采和洗选业,SZ000968,蓝焰控股
煤炭开采和洗选业,SH600381,青海春天
煤炭开采和洗选业,SH600652,游久游戏
农副食品加工业,SZ002286,保龄宝
农副食品加工业,SZ002726,龙大肉食
农副食品加工业,SZ002557,洽洽食品
农副食品加工业,SZ002311,海大集团
农副食品加工业,SZ002515,金字火腿
农副食品加工业,SZ002143,印纪传媒
农副食品加工业,SZ000972,*ST中基
农副食品加工业,SZ000048,康达尔
农副食品加工业,SZ002100,天康生物
农副食品加工业,SZ002548,金新农
农副食品加工业,SZ000529,广弘控股
农副食品加工业,SZ000860,顺鑫农业
农副食品加工业,SZ000702,正虹科技
农副食品加工业,SZ000893,*ST东凌
农副食品加工业,SH600251,冠农股份
农副食品加工业,SZ000895,双汇发展
农副食品加工业,SZ300138,晨光生物
农副食品加工业,SZ000639,西王食品
农副食品加工业,SZ002695,煌上煌
农副食品加工业,SZ300268,佳沃股份
农副食品加工业,SH600737,中粮糖业
农副食品加工业,SH600438,通威股份
农副食品加工业,SZ002385,大北农
农副食品加工业,SZ002567,唐人神
农副食品加工业,SZ000876,新希望
农副食品加工业,SZ000911,南宁糖业
农副食品加工业,SH600127,金健米业
农副食品加工业,SH603609,禾丰牧业
农副食品加工业,SZ300175,朗源股份
农副食品加工业,SH600095,哈高科
农副食品加工业,SH600191,华资实业
农副食品加工业,SZ002604,*ST龙力
农副食品加工业,SZ002157,正邦科技
农副食品加工业,SZ002702,海欣食品
农副食品加工业,SZ002582,好想你
农副食品加工业,SZ002330,得利斯
农副食品加工业,SZ002124,天邦股份
农副食品加工业,SH900919,绿庭B股
农副食品加工业,SZ002220,天宝食品
农副食品加工业,SH600695,绿庭投资
农、林、牧、渔服务业,SZ000713,丰乐种业
农业,SH600313,农发种业
农业,SZ002041,登海种业
农业,SH600598,北大荒
农业,SH600354,敦煌种业
农业,SH601118,海南橡胶
农业,SH600506,香梨股份
农业,SZ300087,荃银高科
农业,SZ300143,星普医科
农业,SH600108,亚盛集团
农业,SH600371,万向德农
农业,SZ000998,隆平高科
农业,SZ300189,神农基因
农业,SH600540,新赛股份
农业,SH600359,新农开发
批发业,SH600546,山煤国际
批发业,SZ000829,天音控股
批发业,SH600313,农发种业
批发业,SH600648,外高桥
批发业,SH600892,大晟文化
批发业,SH600981,汇鸿集团
批发业,SZ002462,嘉事堂
批发业,SZ002416,爱施德
批发业,SH600056,XD中国医
批发业,SH600211,西藏药业
批发业,SH600759,洲际油气
批发业,SZ000409,山东地矿
批发业,SZ000008,神州高铁
批发业,SH600734,实达集团
批发业,SH600811,东方集团
批发业,SZ300131,英唐智控
批发业,SH600753,东方银星
批发业,SH600175,美都能源
批发业,SH600687,刚泰控股
批发业,SH600335,国机汽车
批发业,SZ000096,广聚能源
批发业,SH900912,外高B股
批发业,SZ200025,特力B
批发业,SZ002221,东华能源
批发业,SH600051,宁波联合
批发业,SZ000411,英特集团
批发业,SZ200028,一致B
批发业,SH600829,人民同泰
批发业,SZ000159,国际实业
批发业,SH600247,*ST成城
批发业,SH600058,五矿发展
批发业,SZ000701,厦门信达
批发业,SZ200045,深纺织B
批发业,SH600153,建发股份
批发业,SH600993,马应龙
批发业,SH600120,浙江东方
批发业,SH600511,国药股份
批发业,SH600382,XD广东明
批发业,SZ000906,浙商中拓
批发业,SZ000705,浙江震元
批发业,SH600739,辽宁成大
批发业,SH600113,浙江东日
批发业,SZ002262,恩华药业
批发业,SH600998,九州通
批发业,SZ000652,泰达股份
批发业,SH600755,厦门国贸
批发业,SH600500,中化国际
批发业,SZ000025,特力A
批发业,SH600576,祥源文化
批发业,SH603368,柳药股份
批发业,SH600387,海越股份
批发业,SZ000632,三木集团
批发业,SZ000045,深纺织A
批发业,SH600287,江苏舜天
批发业,SZ000028,国药一致
批发业,SZ000151,中成股份
批发业,SH600822,上海物贸
批发业,SH603108,润达医疗
批发业,SH600647,同达创业
批发业,SH600250,南纺股份
批发业,SZ002441,众业达
批发业,SZ002091,江苏国泰
批发业,SZ002589,瑞康医药
批发业,SH600241,时代万恒
批发业,SZ000554,泰山石油
批发业,SH600278,东方创业
批发业,SZ300184,力源信息
批发业,SH600605,汇通能源
批发业,SZ000902,新洋丰
批发业,SH600730,中国高科
批发业,SZ000996,中国中期
批发业,SH600128,弘业股份
批发业,SH603003,XD龙宇燃
批发业,SH900927,物贸B股
批发业,SH600677,航天通信
批发业,SZ000638,万方发展
批发业,SZ000408,藏格控股
批发业,SH600634,*ST富控
批发业,SH600203,福日电子
批发业,SZ000626,远大控股
批发业,SH600626,申达股份
批发业,SH600826,兰生股份
批发业,SZ002758,华通医药
批发业,SH600180,瑞茂通
批发业,SZ000032,深桑达A
批发业,SH600136,当代明诚
皮革、毛皮、羽毛及其制品和制鞋业,SZ002494,华斯股份
皮革、毛皮、羽毛及其制品和制鞋业,SH600439,瑞贝卡
皮革、毛皮、羽毛及其制品和制鞋业,SH603001,奥康国际
皮革、毛皮、羽毛及其制品和制鞋业,SH600735,新华锦
皮革、毛皮、羽毛及其制品和制鞋业,SZ002517,恺英网络
皮革、毛皮、羽毛及其制品和制鞋业,SZ002674,兴业科技
汽车制造业,SH603166,福达股份
汽车制造业,SZ300176,鸿特科技
汽车制造业,SH601689,拓普集团
汽车制造业,SH601799,星宇股份
汽车制造业,SH603306,华懋科技
汽车制造业,SZ000338,潍柴动力
汽车制造业,SZ000030,富奥股份
汽车制造业,SZ002126,银轮股份
汽车制造业,SZ002448,中原内配
汽车制造业,SZ002434,万里扬
汽车制造业,SZ002664,长鹰信质
汽车制造业,SZ000625,长安汽车
汽车制造业,SZ200030,富奥B
汽车制造业,SZ002602,世纪华通
汽车制造业,SH603997,继峰股份
汽车制造业,SH600148,长春一东
汽车制造业,SH600565,迪马股份
汽车制造业,SH603158,腾龙股份
汽车制造业,SZ300258,精锻科技
汽车制造业,SH600741,华域汽车
汽车制造业,SH600742,一汽富维
汽车制造业,SH600375,华菱星马
汽车制造业,SZ002101,广东鸿图
汽车制造业,SZ200625,长安B
汽车制造业,SZ200017,深中华B
汽车制造业,SH600104,上汽集团
汽车制造业,SH600066,宇通客车
汽车制造业,SH600006,东风汽车
汽车制造业,SZ002708,光洋股份
汽车制造业,SH600081,东风科技
汽车制造业,SZ002625,光启技术
汽车制造业,SH600418,江淮汽车
汽车制造业,SH600480,凌云股份
汽车制造业,SZ000951,中国重汽
汽车制造业,SH601965,中国汽研
汽车制造业,SZ002284,亚太股份
汽车制造业,SZ000581,威孚高科
汽车制造业,SH600523,贵航股份
汽车制造业,SZ002213,特尔佳
汽车制造业,SZ002406,远东传动
汽车制造业,SZ002085,万丰奥威
汽车制造业,SH600699,均胜电子
汽车制造业,SZ300237,美晨生态
汽车制造业,SZ200581,苏威孚B
汽车制造业,SH601777,力帆股份
汽车制造业,SZ002594,比亚迪
汽车制造业,SH600960,渤海汽车
汽车制造业,SH600166,福田汽车
汽车制造业,SH601633,长城汽车
汽车制造业,SZ000700,模塑科技
汽车制造业,SZ002355,兴民智通
汽车制造业,SZ200550,江铃B
汽车制造业,SH900956,东贝B股
汽车制造业,SZ002283,天润曲轴
汽车制造业,SZ002593,日上集团
汽车制造业,SH600715,文投控股
汽车制造业,SZ000980,众泰汽车
汽车制造业,SH603788,宁波高发
汽车制造业,SZ002510,天汽模
汽车制造业,SZ002328,新朋股份
汽车制造业,SZ000800,一汽轿车
汽车制造业,SZ000927,一汽夏利
汽车制造业,SH600093,易见股份
汽车制造业,SH600686,金龙汽车
汽车制造业,SZ000550,江铃汽车
汽车制造业,SZ002454,松芝股份
汽车制造业,SZ000868,安凯客车
汽车制造业,SZ002536,西泵股份
汽车制造业,SZ002363,隆基机械
汽车制造业,SH603006,联明股份
汽车制造业,SZ002725,跃岭股份
汽车制造业,SZ000017,深中华A
汽车制造业,SZ002555,三七互娱
汽车制造业,SH601238,广汽集团
汽车制造业,SZ002715,登云股份
汽车制造业,SZ002590,万安科技
汽车制造业,SZ000957,中通客车
汽车制造业,SZ000572,海马汽车
汽车制造业,SH600501,航天晨光
汽车制造业,SZ002048,宁波华翔
汽车制造业,SH600178,东安动力
汽车制造业,SH900953,凯马B
汽车制造业,SZ000710,贝瑞基因
汽车制造业,SZ002013,中航机电
汽车制造业,SZ002703,浙江世宝
汽车制造业,SZ000559,万向钱潮
汽车制造业,SH600698,湖南天雁
汽车制造业,SH600654,ST中安
汽车制造业,SZ300304,云意电气
汽车制造业,SH600213,亚星客车
汽车制造业,SH600303,曙光股份
汽车制造业,SH900946,天雁B股
汽车制造业,SZ002592,八菱科技
汽车制造业,SZ002662,京威股份
汽车制造业,SZ300100,双林股份
汽车制造业,SH600760,中航沈飞
汽车制造业,SZ002265,西仪股份
汽车制造业,SH603009,北特科技
汽车制造业,SZ300432,富临精工
汽车制造业,SZ002488,金固股份
汽车制造业,SZ000760,斯太尔
汽车制造业,SH600609,金杯汽车
汽车制造业,SH600988,赤峰黄金
其他金融业,SH600643,XD爱建集
其他金融业,SH600705,中航资本
其他金融业,SH600816,安信信托
其他金融业,SZ000563,陕国投A
其他金融业,SZ000416,民生控股
其他制造业,SZ002345,潮宏基
其他制造业,SZ000030,富奥股份
其他制造业,SZ002718,友邦吊顶
其他制造业,SH600086,东方金钰
其他制造业,SZ000587,金洲慈航
其他制造业,SZ002721,金一文化
其他制造业,SZ002098,浔兴股份
其他制造业,SH600687,刚泰控股
其他制造业,SZ200030,富奥B
其他制造业,SZ002610,爱康科技
其他制造业,SZ300393,中来股份
其他制造业,SH900905,老凤祥B
其他制造业,SH600612,老凤祥
其他制造业,SZ002574,明牌珠宝
其他制造业,SZ002549,凯美特气
其他制造业,SZ300163,先锋新材
其他制造业,SZ002120,韵达股份
其他制造业,SZ002247,帝龙文化
其他制造业,SZ002731,萃华珠宝
其他制造业,SZ300061,康旗股份
其他制造业,SZ300116,坚瑞沃能
其他制造业,SZ002173,创新医疗
软件和信息技术服务业,SZ002268,卫士通
软件和信息技术服务业,SZ000688,建新矿业
软件和信息技术服务业,SH600392,盛和资源
软件和信息技术服务业,SZ300166,东方国信
软件和信息技术服务业,SZ000948,南天信息
软件和信息技术服务业,SZ300188,美亚柏科
软件和信息技术服务业,SH600476,湘邮科技
软件和信息技术服务业,SZ300448,浩云科技
软件和信息技术服务业,SZ000681,视觉中国
软件和信息技术服务业,SZ300170,汉得信息
软件和信息技术服务业,SZ300051,三五互联
软件和信息技术服务业,SZ300074,华平股份
软件和信息技术服务业,SZ002093,国脉科技
软件和信息技术服务业,SZ300333,兆日科技
软件和信息技术服务业,SH600764,中国海防
软件和信息技术服务业,SZ300229,拓尔思
软件和信息技术服务业,SZ300253,卫宁健康
软件和信息技术服务业,SZ300324,旋极信息
软件和信息技术服务业,SH603636,南威软件
软件和信息技术服务业,SZ300290,荣科科技
软件和信息技术服务业,SZ000693,*ST华泽
软件和信息技术服务业,SH600850,华东电脑
软件和信息技术服务业,SH600406,国电南瑞
软件和信息技术服务业,SZ002657,中科金财
软件和信息技术服务业,SZ300182,捷成股份
软件和信息技术服务业,SZ002230,科大讯飞
软件和信息技术服务业,SH600588,用友网络
软件和信息技术服务业,SZ300299,富春股份
软件和信息技术服务业,SZ002253,川大智胜
软件和信息技术服务业,SZ300020,银江股份
软件和信息技术服务业,SZ300017,网宿科技
软件和信息技术服务业,SZ002195,二三四五
软件和信息技术服务业,SZ002421,达实智能
软件和信息技术服务业,SZ300047,天源迪科
软件和信息技术服务业,SZ300245,天玑科技
软件和信息技术服务业,SZ002232,启明信息
软件和信息技术服务业,SZ300352,北信源
软件和信息技术服务业,SZ002649,博彦科技
软件和信息技术服务业,SZ300025,华星创业
软件和信息技术服务业,SZ300369,绿盟科技
软件和信息技术服务业,SZ300075,数字政通
软件和信息技术服务业,SZ300366,创意信息
软件和信息技术服务业,SH900926,宝信B
软件和信息技术服务业,SZ300033,同花顺
软件和信息技术服务业,SZ300209,天泽信息
软件和信息技术服务业,SZ002280,联络互动
软件和信息技术服务业,SZ300212,易华录
软件和信息技术服务业,SZ300315,掌趣科技
软件和信息技术服务业,SZ300248,新开普
软件和信息技术服务业,SZ300348,长亮科技
软件和信息技术服务业,SZ300300,汉鼎宇佑
软件和信息技术服务业,SZ300419,浩丰科技
软件和信息技术服务业,SZ300271,华宇软件
软件和信息技术服务业,SZ300052,中青宝
软件和信息技术服务业,SZ002279,久其软件
软件和信息技术服务业,SH600770,综艺股份
软件和信息技术服务业,SZ300330,华虹计通
软件和信息技术服务业,SZ300311,任子行
软件和信息技术服务业,SZ300036,超图软件
软件和信息技术服务业,SZ300379,东方通
软件和信息技术服务业,SZ300085,银之杰
软件和信息技术服务业,SZ002148,北纬科技
软件和信息技术服务业,SZ300297,蓝盾股份
软件和信息技术服务业,SH600571,信雅达
软件和信息技术服务业,SZ002331,皖通科技
软件和信息技术服务业,SZ000997,新大陆
软件和信息技术服务业,SZ002261,拓维信息
软件和信息技术服务业,SZ300050,世纪鼎利
软件和信息技术服务业,SH600845,宝信软件
软件和信息技术服务业,SH601519,大智慧
软件和信息技术服务业,SZ002153,石基信息
软件和信息技术服务业,SZ300098,高新兴
软件和信息技术服务业,SZ300183,东软载波
软件和信息技术服务业,SZ300150,世纪瑞尔
软件和信息技术服务业,SZ002063,远光软件
软件和信息技术服务业,SH600728,佳都科技
软件和信息技术服务业,SZ300380,安硕信息
软件和信息技术服务业,SZ002474,榕基软件
软件和信息技术服务业,SH600797,浙大网新
软件和信息技术服务业,SZ300010,立思辰
软件和信息技术服务业,SH600446,金证股份
软件和信息技术服务业,SZ300468,四方精创
软件和信息技术服务业,SZ300231,银信科技
软件和信息技术服务业,SZ002642,荣之联
软件和信息技术服务业,SZ300451,创业软件
软件和信息技术服务业,SH600756,浪潮软件
软件和信息技术服务业,SZ300275,梅安森
软件和信息技术服务业,SZ002065,东华软件
软件和信息技术服务业,SZ300365,恒华科技
软件和信息技术服务业,SZ002544,杰赛科技
软件和信息技术服务业,SZ300378,鼎捷软件
软件和信息技术服务业,SZ300264,佳创视讯
软件和信息技术服务业,SZ300277,海联讯
软件和信息技术服务业,SH600718,东软集团
软件和信息技术服务业,SH600570,恒生电子
软件和信息技术服务业,SZ300167,迪威迅
软件和信息技术服务业,SZ300465,高伟达
软件和信息技术服务业,SZ300287,飞利信
软件和信息技术服务业,SZ000555,神州信息
软件和信息技术服务业,SH600654,ST中安
软件和信息技术服务业,SH600289,*ST信通
软件和信息技术服务业,SZ300386,飞天诚信
软件和信息技术服务业,SZ002368,太极股份
软件和信息技术服务业,SH603918,金桥信息
