行业类别,股票代码,股票名称
金属采矿及相关贸易,01029,铁货
金属采矿及相关贸易,00098,兴发铝业
金属采矿及相关贸易,01053,重庆钢铁股份
金属采矿及相关贸易,02099,中国黄金国际
金属采矿及相关贸易,00766,中盈集团控股
金属采矿及相关贸易,00347,鞍钢股份
金属采矿及相关贸易,01378,中国宏桥
金属采矿及相关贸易,08137,洪桥集团
金属采矿及相关贸易,00847,哈萨克矿业-S
金属采矿及相关贸易,01205,中信资源
金属采矿及相关贸易,00024,宝威控股
金属采矿及相关贸易,00358,江西铜业股份
金属采矿及相关贸易,01091,中信大锰
金属采矿及相关贸易,00195,绿科科技国际
金属采矿及相关贸易,01231,新矿资源
金属采矿及相关贸易,03330,灵宝黄金
金属采矿及相关贸易,02899,紫金矿业
金属采矿及相关贸易,03993,洛阳钼业
金属采矿及相关贸易,00637,利记
金属采矿及相关贸易,01141,民银资本
金属采矿及相关贸易,01818,招金矿业
金属采矿及相关贸易,02600,中国铝业
金属采矿及相关贸易,00621,坛金矿业
金属采矿及相关贸易,00803,昌兴国际
金属采矿及相关贸易,00274,中富资源
旅游,00542,富元国际集团
旅游,01235,专业旅运
旅游,08022,永耀集团控股
旅游,08063,环球大通集团
旅游,00265,东胜旅游
林业,08163,万德金融
林业,00094,绿心集团
林业,01228,奇峰国际
林业,08186,同仁资源
林业,00930,中国森林
林业,00221,易易壹金融
林业,00723,永保林业
陆运,00077,进智公共交通
陆运,00306,冠忠巴士集团
陆运,00062,载通
煤炭开采及相关贸易,00381,侨雄国际
煤炭开采及相关贸易,00639,首钢资源
煤炭开采及相关贸易,00704,和嘉资源
煤炭开采及相关贸易,01131,鸿宝资源
煤炭开采及相关贸易,03948,伊泰煤炭
煤炭开采及相关贸易,08239,首都金融控股
煤炭开采及相关贸易,02623,爱德新能源
煤炭开采及相关贸易,00474,昊天发展集团
煤炭开采及相关贸易,00575,励晶太平洋
煤炭开采及相关贸易,01088,中国神华
煤炭开采及相关贸易,01277,力量能源
煤炭开采及相关贸易,01733,易大宗
煤炭开采及相关贸易,00307,优派能源发展
煤炭开采及相关贸易,00663,金山能源
煤炭开采及相关贸易,01393,恒鼎实业
煤炭开采及相关贸易,00835,亚洲煤业
煤炭开采及相关贸易,01878,南戈壁-S
煤炭开采及相关贸易,01171,兖州煤业股份
煤炭开采及相关贸易,01898,中煤能源
煤炭开采及相关贸易,00276,蒙古能源
煤炭开采及相关贸易,08203,凯顺能源
煤炭开采及相关贸易,00223,易生活控股
煤炭开采及相关贸易,01229,南南资源
煤炭开采及相关贸易,00988,丝路物流控股
煤炭开采及相关贸易,00866,中国秦发
煤炭开采及相关贸易,00578,融信资源
煤炭开采及相关贸易,00975,蒙古焦煤
煤炭开采及相关贸易,01142,西伯利亚矿业
煤炭开采及相关贸易,00402,天下图控股
美容护肤,01633,上谕集团
美容护肤,08079,易还财务投资
美容护肤,08200,修身堂
美容护肤,00919,现代美容
美容护肤,00973,欧舒丹
美容护肤,01161,奥思集团
美容护肤,00157,自然美
美容护肤,00653,卓悦控股
美容护肤,08176,超人智能
美容护肤,01173,威高国际
美容护肤,01830,必瘦站
美容护肤,00178,莎莎国际
农产品,00875,中国金控
农产品,00904,中绿
农产品,08120,国农金融投资
农产品,00677,金源米业
农产品,00682,超大现代
农产品,01089,乐游科技控股
农产品,00073,亚洲果业
农产品,01006,长寿花食品
农产品,00606,中国粮油控股
农产品,00043,卜蜂国际
农产品,03999,大成食品
农产品,08212,誉满国际控股
农产品,00141,大中华集团
其他纺织及成衣,01023,时代集团控股
其他纺织及成衣,00264,中玺国际
其他纺织及成衣,01058,粤海制革
其他纺织及成衣,06388,蔻驰
其他纺织及成衣,01913,普拉达
其他纺织及成衣,01910,新秀丽
其他纺织及成衣,01488,百福控股
其他金融服务,08020,宏海控股集团
其他金融服务,08193,汉华专业服务
其他金融服务,00172,金榜集团
其他金融服务,01260,皓天财经集团
其他金融服务,00109,天成国际
其他金融服务,08295,中植资本国际
其他金融服务,00388,香港交易所
其他金融服务,00030,万隆控股集团
其他金融服务,08123,华亿金控
其他金融服务,08340,域高金融
其他金融服务,08317,财华社集团
其他零售,00291,华润啤酒
其他零售,00245,中国民生金融
其他零售,01700,华地国际控股
其他零售,00814,北京京客隆
其他零售,00831,利亚零售
其他零售,00980,联华超市
其他零售,00121,卜蜂莲花
其他零售,06808,高鑫零售
气体供应,08290,亚势备份
汽车,08188,骏杰集团控股
汽车,00422,越南制造加工出口
汽车,02339,京西国际
汽车,01122,庆铃汽车股份
汽车,00305,五菱汽车
汽车,08273,浙江展望
汽车,01241,双桦控股
汽车,00360,新焦点
汽车,01899,兴达国际
汽车,01187,汉唐国际控股
汽车,00909,中大国际
汽车,00319,勤美达国际
汽车,00489,东风集团股份
汽车,08321,泰锦控股
汽车,03663,协众国际控股
汽车,00175,吉利汽车
汽车,01057,浙江世宝
汽车,00425,敏实集团
汽车,01114,华晨中国
汽车,02238,广汽集团
汽车,00819,天能动力
汽车,01211,比亚迪股份
汽车,00872,启迪国际
汽车,06830,华众车载
汽车,02488,元征科技
汽车,00951,超威动力
汽车,01269,首控集团
汽车,02333,长城汽车
汽车,01188,正道集团
汽车,00179,德昌电机控股
汽车,00729,五龙电动车
汽车零售,00970,耀莱集团
汽车零售,00881,中升控股
汽车零售,00693,陈唱国际
汽车零售,01139,华多利集团
汽车零售,00720,意达利控股
汽车零售,01728,正通汽车
汽车零售,01293,广汇宝信
汽车零售,01828,大昌行集团
汽车零售,03669,永达汽车
汽车零售,08126,G.A.控股
燃气公用事业,01600,天伦燃气
燃气公用事业,00603,中油燃气
燃气公用事业,00392,北京控股
燃气公用事业,00003,香港中华煤气
燃气公用事业,02688,新奥能源
燃气公用事业,08035,骏高控股
燃气公用事业,01083,港华燃气
燃气公用事业,01193,华润燃气
燃气公用事业,01265,天津津燃公用
燃气公用事业,03633,中裕燃气
燃气公用事业,00579,京能清洁能源
燃气公用事业,00384,中国燃气
燃气公用事业,00681,中民控股
燃气公用事业,00956,新天绿色能源
软件及资讯科技顾问,08106,升华兰德
软件及资讯科技顾问,08109,麒麟集团控股
软件及资讯科技顾问,08116,中国幸福投资
软件及资讯科技顾问,00706,美丽中国控股
软件及资讯科技顾问,02379,中天国际
软件及资讯科技顾问,00268,金蝶国际
软件及资讯科技顾问,01808,企展控股
软件及资讯科技顾问,01013,伟俊集团控股
软件及资讯科技顾问,08240,展程控股
软件及资讯科技顾问,00802,中国钱包
软件及资讯科技顾问,08206,神通机器人教育
软件及资讯科技顾问,00046,科联系统
软件及资讯科技顾问,08031,易通讯集团
软件及资讯科技顾问,00569,中国自动化
软件及资讯科技顾问,08119,即时科研
软件及资讯科技顾问,08081,互娱中国
软件及资讯科技顾问,08015,乾隆科技
软件及资讯科技顾问,01708,三宝科技
软件及资讯科技顾问,08131,辰罡科技
软件及资讯科技顾问,01236,国农控股
软件及资讯科技顾问,08205,交大慧谷
软件及资讯科技顾问,08129,云信投资控股
软件及资讯科技顾问,08103,万泰企业股份
软件及资讯科技顾问,00092,冠军科技
软件及资讯科技顾问,08028,天时软件
软件及资讯科技顾问,01026,环球实业科技
软件及资讯科技顾问,00771,自动系统
软件及资讯科技顾问,08165,华普智通
软件及资讯科技顾问,08060,国联通信
软件及资讯科技顾问,00250,中国数码信息
软件及资讯科技顾问,00777,网龙
软件及资讯科技顾问,03888,金山软件
软件及资讯科技顾问,00354,中国软件国际
软件及资讯科技顾问,08071,中彩网通控股
软件及资讯科技顾问,08178,中国信息科技
软件及资讯科技顾问,00154,北京控股环境集团
软件及资讯科技顾问,01059,看通集团
软件及资讯科技顾问,08045,南大苏富特
软件及资讯科技顾问,00818,高阳科技
软件及资讯科技顾问,08053,比优集团
软件及资讯科技顾问,00418,方正控股
软件及资讯科技顾问,00500,先丰服务集团
软件及资讯科技顾问,00596,浪潮国际
软件及资讯科技顾问,01900,中国智能交通
软件及资讯科技顾问,00521,CWT INT'L
软件及资讯科技顾问,08202,汇创控股
软件及资讯科技顾问,01094,中国公共采购
软件及资讯科技顾问,08050,量子思维
软件及资讯科技顾问,08029,太阳国际
软件及资讯科技顾问,00299,新体育
软件及资讯科技顾问,08048,御德国际控股
水公用事业,00855,中国水务
水公用事业,01129,中国水业集团
水公用事业,00967,桑德国际
水公用事业,00371,北控水务集团
水公用事业,01065,天津创业环保股份
水公用事业,00202,润中国际控股
水公用事业,00646,中国环保科技
生物科技,08049,吉林长龙药业
生物科技,00690,联康生物科技集团
生物科技,08247,中生北控生物科技
生物科技,01061,亿胜生物科技
生物科技,01177,中国生物制药
石油/燃气加工及分销,00166,新时代能源
石油/燃气加工及分销,00260,幸福控股
石油/燃气加工及分销,00852,海峡石油化工
石油/燃气加工及分销,00135,昆仑能源
石油/燃气加工及分销,08096,瑞丰石化
石油/燃气加工及分销,00332,元亨燃气
石油/燃气加工及分销,01555,MI能源
石油/燃气加工及分销,00934,中石化冠德
石油/燃气加工及分销,00342,新海能源
石油/燃气勘探,00632,东方明珠石油
石油/燃气勘探,00689,长盈集团(控股)
石油/燃气勘探,00850,投融长富
石油/燃气勘探,00353,能源国际投资
石油/燃气勘探,00228,中能控股
石油/燃气勘探,00702,中国油气控股
石油/燃气勘探,00091,标准资源控股
石油/燃气勘探,01102,环能国际
石油/燃气设备及服务,01103,大生农业金融
石油/燃气设备及服务,00467,联合能源集团
石油/燃气设备及服务,00839,中教控股
石油/燃气设备及服务,00196,宏华集团
石油/燃气设备及服务,01192,泰山石化
石油/燃气设备及服务,01938,珠江钢管
石油/燃气设备及服务,00933,光汇石油
石油/燃气设备及服务,00206,TSC集团
石油/燃气设备及服务,00554,汉思能源
石油/燃气设备及服务,00568,山东墨龙
石油/燃气设备及服务,01623,海隆控股
石油/燃气设备及服务,03899,中集安瑞科
石油/燃气设备及服务,02883,中海油田服务
石油/燃气设备及服务,03337,安东油田服务
石油/燃气设备及服务,01080,胜利管道
石油/燃气设备及服务,03303,巨涛海洋石油服务
视力产品,02788,精熙国际
视力产品,00125,新兴光学
视力产品,01120,雅视光学
视力产品,02382,舜宇光学科技
视力产品,00907,高雅光学
食肆,08272,华人饮食集团
食肆,00968,信义光能
食肆,00047,合兴集团
食肆,00538,味千(中国)
食肆,00657,环科国际
食肆,00703,佳景集团
食肆,01175,鲜驰达控股
食肆,00611,中国核能科技
食肆,00508,鼎亿集团投资
食肆,08213,新智控股
食肆,01181,唐宫中国
食肆,00052,大快活
食肆,00341,大家乐集团
食肆,03666,国际天食
食肆,00573,稻香控股
食肆,08179,新煮意控股
食肆,08246,北方新能源
食肆,00318,黄河实业
食肆,00668,东银国际控股
体育用品,03818,中国动向
体育用品,00551,裕元集团
体育用品,00361,顺龙控股
体育用品,00645,安域亚洲
体育用品,03322,永嘉集团
体育用品,01998,飞克国际
体育用品,00953,邵氏兄弟控股
体育用品,02368,鹰美
体育用品,02331,李宁
体育用品,02200,浩沙国际
体育用品,01368,特步国际
体育用品,02020,安踏体育
体育用品,01361,361度
投资控股及资产管理,00222,闽信集团
投资控股及资产管理,00905,环球大通投资
投资控股及资产管理,02312,中国金融租赁
投资控股及资产管理,01062,国开国际投资
投资控股及资产管理,00428,汇嘉中国
投资控股及资产管理,00053,国浩集团
投资控股及资产管理,00235,中策集团
投资控股及资产管理,00913,合一投资
投资控股及资产管理,00372,保德国际发展
投资控股及资产管理,01226,中国投融资
投资控股及资产管理,00666,新工投资
投资控股及资产管理,00273,茂宸集团
投资控股及资产管理,01140,东英金融
投资控股及资产管理,00612,中国投资基金公司
投资控股及资产管理,00412,中国山东高速金融
投资控股及资产管理,00356,鼎立资本
投资控股及资产管理,01160,大唐投资国际
投资控股及资产管理,00770,SHANGHAI GROWTH
投资控股及资产管理,00373,联合集团
投资控股及资产管理,08088,海滙国际科技
投资控股及资产管理,01004,中国智慧能源
投资控股及资产管理,00068,利兴发展
投资控股及资产管理,00383,中国医疗网络
投资控股及资产管理,00339,安利时投资
投资控股及资产管理,00768,开明投资
投资控股及资产管理,01217,中国创新投资
投资控股及资产管理,00170,中国资本
投资控股及资产管理,01227,国盛投资
投资控股及资产管理,00204,中国投资开发
投资控股及资产管理,00080,中国新经济投资
投资控股及资产管理,00901,鹰力投资
投资控股及资产管理,00133,招商局中国基金
投资控股及资产管理,00120,四海国际
投资控股及资产管理,00171,银建国际
投资控股及资产管理,00211,大凌集团
投资控股及资产管理,00056,联合地产(香港)
投资控股及资产管理,00885,仁天科技控股
投资控股及资产管理,00721,中国金融国际
投资控股及资产管理,00378,五龙动力
投资控股及资产管理,02324,首都创投
投资控股及资产管理,00806,惠理集团
投资控股及资产管理,08009,华夏能源控股
投资控股及资产管理,00310,嘉进投资国际
投资控股及资产管理,00430,东方网库
投资控股及资产管理,00810,中国互联网投资
铁路基建,00066,港铁公司
铁路基建,00351,亚洲能源物流
铁路基建,00525,广深铁路股份
卫星及航天科技,01135,亚洲卫星
卫星及航天科技,01045,亚太卫星
物业管理及代理,00352,富阳
物业管理及代理,01200,美联集团
物业管理及代理,00183,宏辉集团
物业管理及代理,00733,合富辉煌
物业管理及代理,00459,美联工商舖
物业管理及代理,01003,欢喜传媒
玩具,00869,彩星玩具
玩具,00114,兴利集团
玩具,01126,德林国际
玩具,00765,威发国际
玩具,01005,美力时集团
玩具,00180,开达集团
玩具,00635,彩星集团
玩具,00348,中国智能健康
玩具,02700,格林国际控股
消费信贷及贷款融资,00033,亚投金融集团
消费信贷及贷款融资,00286,同佳健康
消费信贷及贷款融资,00145,香港建屋贷款
消费信贷及贷款融资,08325,中国支付通
消费信贷及贷款融资,00900,Aeon信贷
消费信贷及贷款融资,08215,第一信用
消费信贷及贷款融资,00530,高银金融
消费信贷及贷款融资,08030,汇联金融服务
消费信贷及贷款融资,03360,远东宏信
消费信贷及贷款融资,00605,中国金融投资管理
消费信贷及贷款融资,08207,中新控股
消费信贷及贷款融资,08089,华人策略控股
消费信贷及贷款融资,08090,中国融保金融集团
消费信贷及贷款融资,00730,首长四方
消费信贷及贷款融资,00767,太平洋实业
鞋类,01028,千百度
鞋类,01836,九兴控股
鞋类,00210,达芙妮国际
鞋类,01223,新沣集团
鞋类,01170,信星集团
鞋类,00676,创信国际
鞋类,01386,国投集团控股
鞋类,01096,中能国际控股
鞋类,00738,莱尔斯丹
鞋类,01121,宝峰时尚
医疗保健服务,08130,智城控股
医疗保健服务,00593,梦东方
医疗保健服务,00399,领航医药生物科技
医疗保健服务,00648,中国华仁医疗
医疗保健服务,03886,康健国际医疗
医疗保健服务,08166,中国农业生态
医疗保健设备及用品,00853,微创医疗
医疗保健设备及用品,00801,金卫医疗
医疗保健设备及用品,01298,天美(控股)
医疗保健设备及用品,00943,意科控股
医疗保健设备及用品,08143,华夏医疗
医疗保健设备及用品,06880,腾邦控股
医疗保健设备及用品,00233,铭源医疗
医疗保健设备及用品,08037,中国生物科技服务
医疗保健设备及用品,00963,华熙生物科技
医疗保健设备及用品,00775,长江生命科技
医疗保健设备及用品,08122,德莱建业
医疗保健设备及用品,01178,汇银控股集团
医疗保健设备及用品,00926,碧生源
医疗保健设备及用品,08158,中国再生医学
医疗保健设备及用品,02010,瑞年国际
医疗保健设备及用品,01066,威高股份
医疗保健设备及用品,08250,丝路能源
影视娱乐,02309,伯明翰体育
影视娱乐,08228,国艺娱乐
影视娱乐,08172,拉近网娱
影视娱乐,00800,A8新媒体
影视娱乐,08078,HMV数码中国
影视娱乐,00082,第一视频
影视娱乐,08025,亚洲资产
影视娱乐,01046,寰宇国际金融
影视娱乐,00198,星美控股
影视娱乐,00491,英皇文化产业
影视娱乐,08271,环球数码创意
影视娱乐,08039,中国卓银
影视娱乐,00009,九号运通
影视娱乐,08220,比高集团
影视娱乐,00571,丰德丽控股
影视娱乐,00391,美亚娱乐资讯
影视娱乐,01132,橙天嘉禾
影视娱乐,00585,意马国际
影视娱乐,01060,阿里影业
影视娱乐,08075,寰亚传媒
影视娱乐,02366,星美文化旅游
银行,00998,中信银行
银行,00023,东亚银行
银行,03618,重庆农村商业银行
银行,01111,创兴银行
银行,00626,大众金融控股
银行,00011,恒生银行
银行,01988,民生银行
银行,00005,汇丰控股
银行,03988,中国银行
银行,03328,交通银行
银行,01288,农业银行
银行,01398,工商银行
银行,03968,招商银行
银行,00440,大新金融
银行,02388,中银香港
银行,00939,建设银行
银行,02356,大新银行集团
银行,02888,渣打集团
中国房地产,00736,中国置业投资
中国房地产,00845,恒盛地产
中国房地产,00726,中民筑友科技
中国房地产,00754,合生创展集团
中国房地产,00563,上实城市开发
中国房地产,01387,人和商业
中国房地产,00910,中国三迪
中国房地产,00231,平安证券集团控股
中国房地产,00190,香港建设(控股)
中国房地产,01383,太阳城集团
中国房地产,00194,廖创兴企业
中国房地产,01966,中骏置业
中国房地产,00832,建业地产
中国房地产,01628,禹洲地产
中国房地产,00817,中国金茂
中国房地产,02349,中国城市基础设施
中国房地产,00898,万事昌国际
中国房地产,00059,天誉置业
中国房地产,02118,天山发展控股
中国房地产,03883,中国奥园
中国房地产,00123,越秀地产
中国房地产,00367,庄士机构国际
中国房地产,00688,中国海外发展
中国房地产,00272,瑞安房地产
中国房地产,00813,世茂房地产
中国房地产,02007,碧桂园
中国房地产,03366,华侨城(亚洲)
中国房地产,01238,宝龙地产
中国房地产,01109,华润置地
中国房地产,00497,资本策略地产
中国房地产,01168,百仕达控股
中国房地产,00996,嘉年华国际
中国房地产,00846,明发集团
中国房地产,00149,中国农产品交易
中国房地产,00535,金地商置
中国房地产,00021,大中华地产控股
中国房地产,01207,上置集团
中国房地产,00029,达力集团
中国房地产,01125,丽丰控股
中国房地产,00230,五矿地产
中国房地产,00519,实力建业
中国房地产,01064,中华国际
中国房地产,00156,力宝华润
中国房地产,01777,花样年控股
中国房地产,00106,朗诗绿色集团
中国房地产,01224,中渝置地
中国房地产,00281,川河集团
中国房地产,01124,沿海家园
中国房地产,00917,新世界中国
中国房地产,01838,中国地产
中国房地产,00600,中国基建投资
中国房地产,00226,力宝
中国房地产,01638,佳兆业集团
中国房地产,01813,合景泰富
中国房地产,03383,雅居乐集团
中国房地产,00119,保利置业集团
中国房地产,01668,华南城
中国房地产,03333,中国恒大
中国房地产,02868,首创置业
中国房地产,00207,大悦城地产
中国房地产,00095,绿景中国地产
中国房地产,03377,远洋集团
中国房地产,03380,龙光地产
中国房地产,00258,汤臣集团
中国房地产,01176,珠光控股
中国房地产,01918,融创中国
中国房地产,00115,钧濠集团
中国房地产,00081,中国海外宏洋集团
中国房地产,02777,富力地产
中国房地产,00217,中国诚通发展集团
中国房地产,00747,渖阳公用发展股份
中国房地产,00755,上海证大
中国房地产,00298,庄士中国
中国房地产,00410,SOHO中国
中国房地产,00173,嘉华国际
中国房地产,01663,汉港控股
中国房地产,03900,绿城中国
中国房地产,00672,众安房产
中国房地产,00960,龙湖地产
中国房地产,02098,卓尔集团
中国房地产,00588,北京北辰实业股份
中国房地产,03688,莱蒙国际
中国房地产,01281,隆基泰和智慧能源
中国房地产,00169,万达酒店发展
中国房地产,01278,中国新城镇
中国房地产,00337,绿地香港
中国房地产,00028,天安
中国房地产,00456,新城市建设发展
中国房地产,00431,大中华金融
制药,08231,节能元件
制药,02607,上海医药
制药,00503,朗生医药
制药,01666,同仁堂科技
制药,00570,中国中药
制药,02005,石四药集团
制药,01099,国药控股
制药,00867,康哲药业
制药,00899,亚洲资源
制药,00719,山东新华制药股份
制药,08058,罗欣药业
制药,00239,白花油
制药,00897,位元堂
制药,00587,华瀚健康
制药,00455,天大药业
制药,01110,金活医药集团
制药,00940,中国动物保健品
制药,08197,北斗嘉药业
制药,00329,东建国际
制药,00460,四环医药
制药,00858,精优药业
制药,02327,美瑞健康国际
制药,02348,东瑞制药
制药,08329,海王英特龙
制药,08225,中国医疗集团
制药,02196,复星医药
制药,02877,神威药业
制药,01011,泰凌医药
制药,01093,石药集团
制药,03933,联邦制药
制药,00512,远大医药
制药,00950,李氏大药厂
制药,08019,皓文控股
制药,00874,白云山
制药,01889,三爱健康集团
综合企业,00004,九龙仓集团
综合企业,00257,中国光大国际
综合企业,00355,世纪城市国际
综合企业,00882,天津发展
综合企业,00019,太古股份公司A
综合企业,00363,上海实业控股
综合企业,00036,远东控股国际
综合企业,00267,中信股份
综合企业,00656,复星国际
综合企业,00087,太古股份公司B
综合企业,00680,南海控股
综合企业,00413,南华集团控股
综合企业,00054,合和实业
综合企业,00242,信德集团
综合化工产品,08258,西北实业
综合化工产品,00362,中国天化工
综合化工产品,00338,上海石油化工股份
综合化工产品,00148,建滔化工
综合化工产品,00746,理文化工
综合化工产品,02341,中怡国际
综合化工产品,00189,东岳集团
综合化工产品,00769,中国稀土
综合化工产品,01033,中石化油服
综合化工产品,01863,中国龙天集团
综合化工产品,00067,旭光高新材料
综合化工产品,02168,盈德气体
综合化工产品,00660,伟俊矿业集团
综合化工产品,00164,中国宝力科技
综合化工产品,01329,首创钜大
综合化工产品,02121,一化控股
综合化工产品,00841,木薯资源
综合化工产品,00395,中国智能集团
综合化工产品,01047,毅兴行
综合化工产品,00701,北海集团
综合化工产品,00549,奇峰化纤
综合化工产品,03318,中国香精香料
综合化工产品,00609,天德化工
综合化工产品,02198,中国三江化工
综合化工产品,00408,叶氏化工集团
综合化工产品,00582,蓝鼎国际
综合化工产品,00640,星谦发展
综合地产,00925,北京建设
综合地产,00063,中国烯谷集团
综合地产,01041,林达控股
综合地产,00617,百利保控股
综合地产,00271,亚证地产
综合地产,01098,路劲基建
综合地产,00088,大昌集团
综合地产,00251,爪哇控股
综合地产,00083,信和置业
综合地产,00020,会德丰
综合地产,00012,恒基地产
综合地产,00488,丽新发展
综合地产,00001,长和
综合地产,00878,金朝阳集团
综合地产,00278,华厦置业
综合地产,00016,新鸿基地产
综合地产,00283,高银地产
综合地产,00247,尖沙咀置业
综合地产,00026,中华汽车
综合地产,00432,盈大地产
综合地产,01218,永义国际
综合地产,00216,建业实业
综合地产,02330,中国上城
综合地产,00275,凯华集团
综合地产,00214,汇汉控股
综合地产,01222,宏安集团
综合地产,00369,永泰地产
综合地产,00112,勒泰商业地产
综合地产,00050,香港小轮(集团)
综合地产,00129,泛海集团
综合地产,00199,德祥地产
综合地产,00034,九龙建业
综合地产,00093,添利工业
综合地产,00127,华人置业
综合地产,00604,深圳控股
综合地产,00017,新世界发展
综合地产,00208,保利达资产
综合地产,00480,香港兴业国际
综合地产,00683,嘉里建设
综合地产,00035,远东发展
综合地产,00859,镇科集团
综合地产,00760,新天地产集团
综合地产,08155,南华资产控股
综合支援服务,01082,香港教育国际
综合支援服务,08055,中国网络信息科技
综合支援服务,01149,中国安芯
综合支援服务,08115,上海青浦消防
综合支援服务,01328,精英国际
综合支援服务,00752,笔克远东
综合支援服务,08175,中国数码文化
综合支援服务,02340,昇捷控股
综合支援服务,08095,北大青鸟环宇
综合支援服务,00445,中集天达
综合支援服务,00915,道和环球
综合支援服务,00241,阿里健康
综合支援服务,08032,非凡中国
综合支援服务,08235,赛迪顾问
综合支援服务,01206,同方泰德
综合旅游、酒店及食肆,00674,中国唐商
综合旅游、酒店及食肆,00071,美丽华酒店
综合旅游、酒店及食肆,00308,香港中旅
综合旅游、酒店及食肆,00908,珠海控股投资
综合旅游、酒店及食肆,00292,泛海酒店
综合旅游、酒店及食肆,00126,佳宁娜
综合石油与燃气,08270,中国煤层气
综合石油与燃气,01251,华油能源
综合石油与燃气,02012,阳光油砂
综合石油与燃气,08011,百田石油
综合石油与燃气,00346,延长石油国际
综合石油与燃气,00883,中国海洋石油
综合石油与燃气,00386,中国石油化工股份
综合石油与燃气,00857,中国石油股份
综合石油与燃气,00076,南海石油
综合科技,08171,中国趋势
综合科技,08026,长达健康
综合科技,08249,瑞远智控
综合科技,00948,融达控股
综合科技,02038,富智康集团
综合科技,00673,中国卫生集团
综合科技,02618,TCL通讯
综合科技,00529,新龙国际
综合科技,02000,晨讯科技
综合科技,00248,香港通讯国际控股
综合科技,02369,酷派集团
综合科技,00465,富通科技
综合科技,08148,奥栢中国
综合科技,00865,建德国际控股
综合科技,00861,神州控股
综合科技,00931,中国天然气
综合科技,00110,中国长远
综合科技,00285,比亚迪电子
综合科技,08266,卓信国际控股
综合科技,00856,伟仕佳杰
综合饮食制造,00546,阜丰集团
综合饮食制造,00039,中国北大荒
综合饮食制造,00969,华联国际
综合饮食制造,02317,味丹国际
综合饮食制造,03838,中国淀粉
综合饮食制造,03889,大成糖业
综合饮食制造,00809,大成生化科技
综合饮食制造,02088,西王置业
证券及经纪业,00993,华融金控
证券及经纪业,00290,中国富强金融
证券及经纪业,00279,民众金融科技
证券及经纪业,00821,汇盈控股
证券及经纪业,00007,香港金融集团
证券及经纪业,00619,南华金融
证券及经纪业,00111,信达国际控股
证券及经纪业,01019,康宏环球
证券及经纪业,00335,美建集团
证券及经纪业,00188,新华汇富金融
证券及经纪业,01428,耀才证券金融
证券及经纪业,00952,中国通海金融
证券及经纪业,00510,时富金融服务集团
证券及经纪业,00227,第一上海
证券及经纪业,00086,新鸿基公司
证券及经纪业,00717,英皇证券
证券及经纪业,00165,中国光大控股
证券及经纪业,01788,国泰君安国际
证券及经纪业,00665,海通国际
证券及经纪业,00376,云锋金融
证券及经纪业,00812,西证国际证券
证券及经纪业,08098,昌利控股
证券及经纪业,06837,海通证券
证券及经纪业,00218,申万宏源
证券及经纪业,06030,中信证券
证券及经纪业,01031,金利丰金融
造纸、印刷及包装,01332,中国透云
造纸、印刷及包装,01127,狮子山集团
造纸、印刷及包装,01239,TEAMWAY INTL GP
造纸、印刷及包装,01106,中国海景
造纸、印刷及包装,03363,正业国际
造纸、印刷及包装,01172,勤达集团国际
造纸、印刷及包装,00468,纷美包装
造纸、印刷及包装,00450,鸿兴印刷集团
造纸、印刷及包装,00572,未来世界金融
造纸、印刷及包装,02300,澳科控股
造纸、印刷及包装,02268,优源控股
造纸、印刷及包装,01196,伟禄集团
造纸、印刷及包装,06828,北京燃气蓝天
造纸、印刷及包装,00055,中星集团控股
造纸、印刷及包装,01335,顺泰控股
造纸、印刷及包装,02002,阳光纸业
造纸、印刷及包装,03868,群星纸业
造纸、印刷及包装,08017,百龄国际
造纸、印刷及包装,00252,华信地产财务
造纸、印刷及包装,00731,森信纸业集团
造纸、印刷及包装,02314,理文造纸
造纸、印刷及包装,02689,玖龙纸业
造纸、印刷及包装,00982,华金国际资本
造纸、印刷及包装,01201,天臣控股
造纸、印刷及包装,00923,综合环保集团
造纸、印刷及包装,01008,贵联控股
造纸、印刷及包装,00794,锦胜集团(控股)
造纸、印刷及包装,01812,晨鸣纸业
造纸、印刷及包装,02320,合丰集团
造纸、印刷及包装,00377,华君控股
造纸、印刷及包装,00403,星光集团
造纸、印刷及包装,00718,太和控股
造纸、印刷及包装,00906,中粮包装
造纸、印刷及包装,01182,胜龙国际
钟表珠宝,08351,俊文宝石
钟表珠宝,00280,景福集团
钟表珠宝,00887,英皇钟表珠宝
钟表珠宝,00256,冠城钟表珠宝
钟表珠宝,00475,中发展控股
钟表珠宝,00513,恒和集团
钟表珠宝,03389,亨得利
钟表珠宝,00104,ASIA COMM HOLD
钟表珠宝,00084,宝光实业
钟表珠宝,06838,盈利时
钟表珠宝,01929,周大福
钟表珠宝,00116,周生生
钟表珠宝,00444,先施表行
钟表珠宝,00590,六福集团
钟表珠宝,00938,民生国际
钟表珠宝,00417,谢瑞麟
钟表珠宝,00048,中国汽车内饰
钟表珠宝,08265,中国之信集团
钟表珠宝,02882,香港资源控股
钟表珠宝,00398,东方表行集团
钟表珠宝,00860,力世纪
