科目,2007-03-31,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
盈余公积,"14,299,625.78","14,299,625.78","14,299,625.78","14,299,625.78","14,299,625.78","23,755,654.62","29,543,240.96","24,191,562.76","24,191,562.76","47,764,681.83","47,764,681.83","47,764,681.83","47,764,681.83","68,881,801.64","68,881,801.64","68,881,801.64","68,881,801.64","96,962,351.15","96,962,351.15","96,962,351.15","96,962,351.15","120,819,684.35","120,819,684.35","120,819,684.35","120,819,684.35","126,503,568.19","126,503,568.19","126,503,568.19","126,503,568.19","170,185,978.03","170,185,978.03","170,185,978.03","170,185,978.03","229,537,444.11","229,537,444.11","229,537,444.11","229,537,444.11","284,343,212.26","284,343,212.26","284,343,212.26","284,343,212.26","333,959,655.76","333,959,655.76","424,089,781.67","424,089,781.67","501,827,522.84","501,827,522.84"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,434,608.00","31,507,568.77","31,507,568.77"
商誉,,,,,,,,,,,,,,,,,"32,049.42","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58","44,811.58",,,
未分配利润,"197,439,715.90","197,439,715.90","257,978,445.03","304,476,401.73","342,444,915.64","382,793,149.47","371,609,971.90","425,539,425.79","470,090,711.29","529,937,220.00","557,167,655.98","622,573,009.34","695,074,709.60","796,820,083.46","910,124,560.57","1,051,816,459.31","1,209,731,777.65","1,342,078,808.60","1,401,482,714.19","1,251,711,893.56","1,268,697,966.57","1,323,177,903.46","1,372,324,725.28","1,348,911,111.55","1,435,446,764.62","1,646,295,115.53","1,805,762,475.65","1,841,271,900.57","1,978,948,213.94","2,049,799,177.78","2,153,753,855.82","1,985,106,380.85","2,008,441,322.84","2,120,930,730.21","2,146,891,573.98","2,070,010,667.31","2,187,092,438.44","2,359,317,073.75","2,307,210,375.77","2,482,067,587.22","2,676,132,163.17","2,842,799,900.63","3,214,394,071.70","3,256,489,084.22","3,143,181,286.23","3,540,026,953.92","3,921,446,754.22"
长期待摊费用,,,,,,"623,016.66","590,791.65","558,566.64","526,341.63","494,116.62","461,891.61","429,666.60","397,441.59","677,293.91","626,590.64","575,887.37","1,435,600.75","12,177,814.14","18,670,860.85","20,082,240.88","19,510,287.58","18,938,334.28","19,366,380.98","22,769,427.69","22,374,974.41","24,779,176.19","24,025,771.71","26,322,805.24","28,419,005.44","37,060,350.63","36,416,525.14","37,122,576.55","35,345,693.15","34,893,765.28","35,327,222.49","34,144,847.08","31,962,471.67","32,328,361.64","34,555,403.79","32,341,288.74","43,591,723.34","154,100,732.46","150,039,831.30","195,217,152.58","205,637,954.94","238,046,426.21","322,379,681.17"
少数股东权益,"92,046,900.98","92,046,900.98","56,752,571.96","60,024,354.36","64,096,548.57","69,211,915.24","46,666,206.31","48,690,442.39","50,031,858.34","16,689,335.38","9,540,021.07","7,989,563.78",,,,,,"8,821,049.54","9,625,105.21","20,454,582.70","21,709,980.78","29,592,314.54","41,683,949.04","41,514,385.52","43,387,230.16","43,138,889.91","43,421,562.26","19,395,850.15","19,355,307.92","21,617,968.12","21,348,981.09","21,203,517.31","20,965,845.01","8,595,631.45","8,538,352.55","7,223,609.67","7,305,796.87","6,834,942.62","7,015,751.51","7,161,300.11","7,341,198.62","7,434,429.71","7,548,829.99","7,756,861.60","8,028,990.57","7,092,938.69","7,294,641.89"
递延所得税资产,"7,992,495.65","7,992,495.65","8,033,080.86","8,111,777.67","7,606,687.76","8,461,155.52","8,049,216.72","8,193,639.68","8,302,367.94","11,682,126.59","10,572,350.64","9,994,803.96","11,188,515.42","9,267,449.63","9,612,933.43","10,334,017.71","10,769,993.40","12,477,018.80","11,690,493.53","14,199,990.65","14,979,454.55","18,312,365.10","22,053,366.23","24,067,151.62","23,728,703.47","22,741,231.70","29,606,796.46","20,965,336.52","19,281,808.15","28,064,774.02","20,575,985.04","19,271,875.72","32,415,505.98","34,221,664.43","40,530,295.88","38,726,589.27","37,817,106.57","43,252,885.56","44,087,878.70","42,749,067.20","44,416,814.59","59,612,455.23","46,672,762.12","46,817,851.99","50,380,631.51","62,621,161.31","48,735,110.75"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,"27,842,315.86","25,316,867.65","45,397,208.12","65,175,686.15","98,909,315.12","98,484,170.35","82,904,389.00","154,214,687.60","195,875,208.75","263,331,787.96","244,000,075.09","268,188,942.99","196,467,455.67","244,508,844.86","182,040,316.17","37,307,937.00","67,597,905.70","58,752,970.55","62,254,610.41","173,205,707.92","202,601,853.37","260,233,883.84"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"2,030,225,829.64","2,030,225,829.64","2,199,303,761.24","2,339,457,791.65","2,529,968,279.07","2,576,411,732.48","2,725,064,918.35","3,053,939,913.30","3,130,675,372.83","3,203,778,891.17","3,207,128,998.85","3,267,460,073.48","3,348,969,876.71","3,529,061,039.33","3,524,171,357.57","3,504,705,416.80","3,457,515,276.88","3,468,723,899.79","3,421,360,337.60","3,402,657,895.63","3,541,491,117.37","3,544,313,231.04","3,498,300,166.56","3,497,202,694.24","3,516,362,791.84","3,651,799,335.18","3,645,581,018.97","3,571,049,924.57","3,537,497,835.75","3,524,472,975.40","3,427,273,890.28","3,601,249,927.68","3,644,666,408.51","4,029,223,110.76","4,019,834,789.35","4,048,154,880.76","4,131,667,054.48","4,074,518,719.61","4,555,703,989.18","4,692,624,628.44","4,953,304,057.66","4,824,115,322.31","4,710,604,845.75","4,727,740,648.90","5,060,397,147.30","5,514,051,842.07","5,663,930,276.66"
所有者权益(或股东权益)合计,"715,196,992.88","715,196,992.88","743,921,392.99","1,760,142,306.50","1,802,183,014.62","1,859,042,643.96","1,782,098,411.20","1,837,819,711.51","1,884,411,152.38","1,937,418,812.01","1,958,052,450.53","2,022,661,173.39","2,196,782,816.72","2,322,092,081.75","2,493,143,060.00","3,096,135,828.37","3,253,973,836.71","3,426,310,311.89","3,487,441,930.13","3,352,142,865.67","3,370,573,298.88","3,470,061,930.31","3,533,231,489.46","3,511,478,610.13","3,601,457,218.20","3,820,161,295.08","3,982,414,009.92","3,996,058,064.48","4,135,362,312.46","4,254,761,422.41","4,359,862,883.02","4,191,932,163.69","4,217,618,567.45","4,380,640,014.51","4,408,613,422.08","4,331,094,307.79","4,453,556,100.90","4,684,480,474.90","4,635,157,066.28","4,809,853,525.95","7,972,595,342.24","8,188,022,256.77","8,553,933,144.83","8,686,157,879.17","8,561,319,956.56","8,982,764,000.23","9,404,295,051.81"
资产总计,"2,529,192,580.78","2,529,192,580.78","2,977,918,611.32","3,212,136,487.94","3,520,158,725.47","3,806,184,768.56","4,027,327,788.88","4,212,749,219.01","4,308,353,409.12","4,215,645,005.43","4,243,267,733.41","4,317,005,185.24","4,966,801,541.64","4,784,614,182.80","4,907,120,153.65","4,912,451,197.95","5,050,539,868.86","5,228,661,560.97","5,240,730,594.58","4,886,850,362.96","5,100,455,212.80","5,118,641,720.82","5,056,477,104.64","5,126,250,802.75","5,318,970,161.32","5,445,326,763.47","5,543,389,783.67","5,411,432,650.03","5,437,877,783.05","5,408,110,979.76","5,329,110,236.88","5,389,812,264.91","5,687,489,100.64","6,034,951,428.00","5,847,379,533.55","5,835,045,018.11","6,086,717,359.33","6,733,787,113.97","6,558,970,708.20","6,546,194,539.16","9,965,120,244.32","9,792,237,764.74","9,895,313,153.57","10,170,306,627.27","9,986,868,323.75","10,942,916,568.50","10,717,064,259.07"
负债和所有者(或股东权益)合计,"2,529,192,580.78","2,529,192,580.78","2,977,918,611.32","3,212,136,487.94","3,520,158,725.47","3,806,184,768.56","4,027,327,788.88","4,212,749,219.01","4,308,353,409.12","4,215,645,005.43","4,243,267,733.41","4,317,005,185.24","4,966,801,541.64","4,784,614,182.80","4,907,120,153.65","4,912,451,197.95","5,050,539,868.86","5,228,661,560.97","5,240,730,594.58","4,886,850,362.96","5,100,455,212.80","5,118,641,720.82","5,056,477,104.64","5,126,250,802.75","5,318,970,161.32","5,445,326,763.47","5,543,389,783.67","5,411,432,650.03","5,437,877,783.05","5,408,110,979.76","5,329,110,236.88","5,389,812,264.91","5,687,489,100.64","6,034,951,428.00","5,847,379,533.55","5,835,045,018.11","6,086,717,359.33","6,733,787,113.97","6,558,970,708.20","6,546,194,539.16","9,965,120,244.32","9,792,237,764.74","9,895,313,153.57","10,170,306,627.27","9,986,868,323.75","10,942,916,568.50","10,717,064,259.07"
