科目,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
未分配利润,"53,252,642.09","61,348,221.38","95,745,233.39","86,984,816.03","125,671,523.22","145,360,399.53","180,465,526.74","183,802,295.89","217,865,138.03","249,779,927.04","284,884,164.40","285,051,120.81","308,281,654.48","346,904,447.11","355,810,720.53","341,599,667.53","344,531,767.42","1,560,314,261.88","1,664,544,721.71","1,813,556,478.61","1,929,232,345.48","1,814,981,779.04","1,833,255,220.92","1,847,859,116.94","1,903,458,616.74","2,077,495,820.55","2,082,888,545.22","2,062,161,517.36","2,075,168,836.79","2,038,776,664.99","2,047,937,553.00","2,038,944,440.82","2,048,301,733.36","1,997,811,899.37","1,995,299,819.02","2,024,406,441.15","2,040,486,791.71","1,996,874,603.78","2,000,740,254.93","1,991,591,430.03","1,988,261,164.99","2,002,880,347.50","1,934,584,742.98","1,936,795,039.65","1,833,730,433.98","1,998,959,469.47","2,002,850,183.80"
长期待摊费用,"4,150,000.00","4,606,374.12",,,,,,,,,,,,,,,,"2,950,133.21","2,565,333.20","2,180,533.19","1,795,733.18","1,410,933.17","1,026,133.16","641,333.15","256,533.14",,,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,"60,014,914.54","60,014,914.54","60,294,851.74","59,742,376.74","61,182,898.38","60,768,807.56","48,888,849.98","47,219,998.68","40,324,776.69","38,075,284.75","35,734,801.98","33,598,387.87","31,391,431.20","28,588,655.34","24,567,336.39","21,765,428.49","17,331,187.04","12,222,588.78","8,546,603.07","3,162,479.38","-1,281,840.77","-7,434,107.46","-7,049,121.67","-11,306,343.95","-16,718,251.09","-17,375,621.18","-24,985,057.86","-26,292,831.49","-25,223,771.49","-29,682,461.71","-31,557,645.49","-32,828,537.69","-34,240,718.02","-36,803,971.13","-44,492,843.50","-45,333,951.06"
递延所得税资产,"909,612.67","697,669.29","697,669.29","1,191,903.17","1,191,903.17","1,294,244.59","1,294,244.59","1,806,416.50","1,806,416.50","1,783,106.72","1,783,106.72","2,860,501.34","2,860,501.34","6,806,459.70","6,020,319.55","6,004,794.07","4,741,292.27","323,453,234.58","326,215,741.10","319,066,602.10","296,893,257.31","264,059,893.06","260,418,732.32","261,082,974.26","260,171,942.12","270,205,973.70","268,349,973.97","271,862,071.71","271,924,269.19","285,847,855.63","294,616,487.71","302,251,179.47","299,003,660.90","353,306,942.26","397,764,545.76","372,167,643.67","388,958,841.23","419,882,333.86","429,691,120.08","362,438,997.97","366,222,342.49","340,164,348.29","354,986,933.80","359,826,714.94","373,327,515.78","367,906,812.48","375,843,838.95"
外币报表折算价差,,,,,,,,,,,,,,,,,,"-1,022,850.00","-1,022,850.00","-1,022,850.00","-1,022,850.00","-986,768.20","-1,252,108.98","122,765.59","-1,758,272.46","486,908.30","96,520.67","-265,515.49",,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,"42,425,340.43","40,752,707.01","39,080,073.57","37,407,440.13","35,734,806.69","34,062,173.25","32,389,539.81","30,716,906.37","29,044,272.93","27,371,639.49","25,699,006.05","24,026,372.61","22,353,739.17","20,681,105.73","19,008,472.29","16,778,294.37","15,663,205.41","13,990,571.97","12,317,938.53","10,645,305.09","8,972,671.65","7,300,038.21","5,627,404.77","3,954,771.33","2,282,137.89","609,504.45","109,579,300.00","109,579,300.00","11,096,530.00","11,096,530.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"352,048,268.71","375,457,781.52","365,093,045.47","393,320,743.90","610,725,781.83","1,194,771,444.08","1,155,979,564.91","1,193,418,934.39","1,209,491,642.76","1,194,287,630.85","1,177,416,174.21","1,157,309,618.91","1,250,364,558.26","1,280,077,899.13","1,304,273,115.23","1,305,008,351.95","1,331,216,356.79","5,392,971,290.77","5,348,823,397.15","5,274,099,109.71","5,187,094,814.99","5,093,727,993.64","5,017,757,636.79","4,960,927,873.40","4,905,651,646.51","4,897,118,549.66","4,810,100,080.51","4,746,667,774.15","4,666,926,477.58","4,598,676,644.73","4,516,687,787.17","4,438,236,159.50","4,350,652,317.25","4,356,936,455.53","4,319,405,597.05","4,240,877,761.21","4,177,344,846.65","4,134,744,838.34","4,066,088,889.69","3,916,819,257.97","3,838,454,418.36","3,781,467,498.87","3,727,121,909.87","3,784,963,944.95","3,724,026,121.54","3,558,104,250.43","3,405,793,323.55"
所有者权益(或股东权益)合计,"267,996,318.95","283,860,021.49","872,398,839.58","863,638,422.22","902,325,129.41","935,002,898.32","970,108,025.53","973,154,852.78","1,007,217,694.92","1,053,762,451.45","1,088,866,688.81","1,152,048,559.76","1,175,279,093.43","1,225,806,018.37","1,234,159,816.79","1,221,389,285.43","1,223,907,294.50","5,972,911,344.20","6,075,472,952.73","6,214,867,439.11","6,328,293,814.04","6,257,469,176.45","6,273,340,863.44","6,287,112,677.36","6,338,028,363.25","6,545,777,191.13","6,547,977,620.27","6,522,454,314.80","6,526,276,107.00","6,512,858,771.31","6,516,121,317.20","6,501,810,919.10","6,516,353,124.51","6,530,449,708.21","6,534,872,311.67","6,547,570,517.87","6,582,540,688.56","6,547,988,619.18","6,551,473,186.56","6,553,364,239.02","6,546,792,880.98","6,565,134,733.43","6,499,820,151.14","6,500,644,412.90","6,396,323,728.51","6,547,147,061.46","6,554,025,378.21"
资产总计,"697,790,915.19","722,584,786.56","1,354,489,407.16","1,464,974,900.64","1,652,834,763.42","2,018,366,714.51","2,155,929,099.26","2,270,824,956.27","2,283,370,395.10","2,362,852,287.86","2,434,449,955.71","2,660,835,274.29","2,798,519,963.82","2,876,594,700.52","2,834,510,150.71","2,859,273,333.77","2,829,133,163.42","22,736,529,452.58","21,487,585,408.11","20,833,498,609.22","20,430,977,972.01","20,166,745,512.08","19,447,148,977.41","19,066,903,609.82","19,030,187,299.86","18,865,018,116.00","18,527,018,145.60","18,479,434,120.30","18,938,582,327.08","18,673,164,224.58","17,988,808,867.35","17,553,323,861.99","17,618,800,390.51","17,127,586,355.44","16,973,609,241.61","16,808,549,268.80","16,993,197,918.74","16,395,555,072.79","16,393,942,361.78","16,656,000,925.93","16,572,110,164.37","15,263,595,915.80","15,603,307,157.08","15,761,338,384.07","16,097,229,580.06","15,496,830,115.00","15,806,781,381.83"
负债和所有者(或股东权益)合计,"697,790,915.19","722,584,786.56","1,354,489,407.16","1,464,974,900.64","1,652,834,763.42","2,018,366,714.51","2,155,929,099.26","2,270,824,956.27","2,283,370,395.10","2,362,852,287.86","2,434,449,955.71","2,660,835,274.29","2,798,519,963.82","2,876,594,700.52","2,834,510,150.71","2,859,273,333.77","2,829,133,163.42","22,736,529,452.58","21,487,585,408.11","20,833,498,609.22","20,430,977,972.01","20,166,745,512.08","19,447,148,977.41","19,066,903,609.82","19,030,187,299.86","18,865,018,116.00","18,527,018,145.60","18,479,434,120.30","18,938,582,327.08","18,673,164,224.58","17,988,808,867.35","17,553,323,861.99","17,618,800,390.51","17,127,586,355.44","16,973,609,241.61","16,808,549,268.80","16,993,197,918.74","16,395,555,072.79","16,393,942,361.78","16,656,000,925.93","16,572,110,164.37","15,263,595,915.80","15,603,307,157.08","15,761,338,384.07","16,097,229,580.06","15,496,830,115.00","15,806,781,381.83"
