科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30
长期待摊费用,"4,861,590.00","866,046.98","578,591.95","757,749.64","620,974.60","460,299.57","278,175.49","240,122.46","206,819.43","174,395.75","140,213.37","106,910.34","73,607.31","42,150.51","26,875.38","129,073.80","96,258.43","85,319.97","44,377.68","12,500.00",,"445,058.66","645,994.00","649,202.72","610,764.71","572,326.70","22,597,842.42","24,125,689.87","23,102,774.71","22,186,165.52","21,976,519.11","21,380,482.73","21,262,789.18","21,045,770.53","20,964,434.83","20,686,635.53","20,519,455.73","20,432,932.25","20,246,429.69","19,774,345.13","19,615,772.57","19,422,424.72","19,339,229.71","19,144,233.75","18,997,986.78","18,851,739.81","18,705,492.84"
少数股东权益,"12,175,608.72","11,545,596.71","11,208,303.17","8,943,810.62","8,507,526.93","8,173,740.28","7,831,576.74","9,068,690.64","8,642,979.67","8,341,266.97","8,181,593.40","7,194,511.02","7,039,181.30","6,889,594.59","6,754,292.02","4,264,789.02","4,021,401.71","3,408,480.48","3,131,576.85","2,153,733.13","1,757,468.89","37,992.42","-168,376.21","-667,435.47","-899,199.34","-939,469.05",,,,"17,772,496.43","18,097,329.05",,,,,,,,,,,,,,,,
递延所得税资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,077,038.30","6,667,609.46","6,330,885.79","8,408,713.96","7,891,894.29","9,213,357.96","7,756,099.80","9,147,765.60","9,147,765.60","5,911,536.63","5,676,977.27","5,911,536.63","5,911,536.63","423,232.58","423,232.58","423,232.58","423,232.58","423,232.58","423,232.58","423,232.58","423,232.58"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,577,550.80","8,781,532.09","8,796,270.29","9,916,917.55","9,916,917.55","10,377,099.41","396,919.96","884,822.95","884,822.95","6,687,452.21","631,489.25","4,600,082.30","5,156,867.64","24,104,472.89","24,104,472.89","25,191,937.27","25,201,641.72",,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"464,825,161.46","457,246,829.21","444,368,404.03","378,243,550.51","367,889,262.46","355,896,090.29","353,157,119.06","335,253,935.53","326,638,828.68","319,191,791.21","311,094,653.55","231,295,576.03","222,241,601.92","213,220,104.37","204,378,085.98","134,101,132.16","127,453,720.68","104,423,756.09","96,222,682.01","88,515,214.51","80,370,934.63","73,706,840.74","67,461,461.81","60,193,583.80","55,909,881.03","44,482,121.51","653,718,523.47","647,022,033.53","635,106,316.14","629,811,159.86","627,524,206.67","646,817,374.30","629,304,560.03","613,634,028.02","612,886,759.71","743,625,263.36","742,464,878.12","743,088,382.23","739,883,324.95","708,417,802.14","702,851,872.24","697,351,997.12","690,441,547.23","562,719,640.26","556,121,420.58","549,011,365.87","542,618,243.68"
所有者权益(或股东权益)合计,"-48,220,728.40","-80,285,669.06","-106,421,723.92","-1,378,359.79","-19,178,845.57","-37,698,099.15","-55,091,867.86","203,483.90","-18,732,448.32","-35,804,681.83","-51,861,669.80","-68,586,992.83","-84,280,060.58","-100,721,506.70","-116,334,484.13","-63,167,578.68","-76,764,560.73","-97,803,098.47","-112,999,503.05","-125,937,094.75","-139,882,700.02","-158,436,887.55","-168,100,134.91","-180,243,273.70","-189,604,773.36","-182,445,645.18","1,106,549,038.58","1,172,964,059.45","1,173,266,019.59","1,265,316,822.44","1,328,834,691.58","1,397,982,916.89","1,390,789,411.14","1,488,640,803.56","1,494,072,789.38","1,256,868,120.70","1,235,291,691.49","1,206,356,492.08","1,168,836,706.65","852,556,645.47","811,905,989.79","777,072,400.34","736,446,997.64","-1,444,755,397.86","-1,445,829,678.73","-1,547,887,495.01","-1,599,892,970.82"
资产总计,"878,707,316.54","864,551,536.96","818,393,343.14","434,371,366.88","420,466,745.28","408,633,515.48","398,400,539.19","389,484,906.52","376,055,911.44","365,476,786.92","356,096,887.34","290,757,339.23","282,548,703.82","270,630,570.10","261,564,885.93","244,767,812.16","224,168,427.15","211,258,146.66","202,689,559.66","191,844,890.46","185,574,248.83","168,045,680.02","169,648,190.77","159,128,260.38","150,187,709.42","109,900,911.39","3,062,351,985.11","3,411,117,290.24","3,995,074,760.29","4,095,940,074.10","4,620,372,445.27","4,202,680,115.14","4,880,506,817.76","6,328,315,904.96","6,121,987,201.32","5,432,360,612.11","5,398,918,316.00","4,355,349,078.22","4,201,364,688.53","3,809,509,417.77","3,830,554,184.83","3,797,136,454.16","3,790,297,237.87","1,707,121,106.89","1,746,166,150.19","1,697,429,208.18","1,761,577,483.68"
负债和所有者(或股东权益)合计,"878,707,316.54","864,551,536.96","818,393,343.14","434,371,366.88","420,466,745.28","408,633,515.48","398,400,539.19","389,484,906.52","376,055,911.44","365,476,786.92","356,096,887.34","290,757,339.23","282,548,703.82","270,630,570.10","261,564,885.93","244,767,812.16","224,168,427.15","211,258,146.66","202,689,559.66","191,844,890.46","185,574,248.83","168,045,680.02","169,648,190.77","159,128,260.38","150,187,709.42","109,900,911.39","3,062,351,985.11","3,411,117,290.24","3,995,074,760.29","4,095,940,074.10","4,620,372,445.27","4,202,680,115.14","4,880,506,817.76","6,328,315,904.96","6,121,987,201.32","5,432,360,612.11","5,398,918,316.00","4,355,349,078.22","4,201,364,688.53","3,809,509,417.77","3,830,554,184.83","3,797,136,454.16","3,790,297,237.87","1,707,121,106.89","1,746,166,150.19","1,697,429,208.18","1,761,577,483.68"
