科目,2007-06-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
长期应付款,"9,346,933,000.00","8,948,746,000.00","8,821,779,932.60","9,183,694,000.00","9,021,285,000.00","7,869,428,000.00","7,817,355,000.00","7,838,831,000.00","7,583,320,000.00","7,167,911,000.00","7,257,160,000.00","6,713,102,000.00","6,639,388,000.00","6,641,082,000.00","6,500,367,000.00","6,246,329,000.00","6,171,864,000.00","6,203,989,000.00","5,644,378,000.00","6,054,603,000.00","5,893,747,000.00","6,059,691,000.00","5,124,375,000.00","6,117,207,000.00","5,990,032,000.00","6,616,333,000.00","6,647,005,000.00","5,926,820,000.00","4,850,247,000.00","3,164,211,000.00","3,101,112,000.00","5,667,720,000.00","5,279,760,000.00","3,425,903,000.00","3,524,110,000.00","5,889,962,000.00","6,227,036,000.00","1,416,490,000.00","1,493,207,000.00","983,933,000.00","1,180,146,000.00","2,281,595,000.00","8,235,685,000.00","5,269,191,000.00","7,562,041,000.00","7,686,698,000.00","6,122,436,000.00"
长期股权投资,"3,647,126,000.00","4,359,500,000.00","4,347,721,228.40","5,084,568,000.00","6,407,239,000.00","7,546,658,000.00","7,815,791,000.00","8,141,197,000.00","8,181,839,000.00","7,908,734,000.00","8,052,555,000.00","7,988,147,000.00","8,424,647,000.00","8,146,222,000.00","8,340,946,000.00","8,866,912,000.00","8,650,968,000.00","7,020,703,000.00","7,233,578,000.00","7,018,293,000.00","7,330,393,000.00","7,857,043,000.00","8,002,410,000.00","8,260,300,000.00","10,469,524,000.00","9,135,613,000.00","9,530,760,000.00","5,923,764,000.00","5,976,722,000.00","6,561,023,000.00","6,734,279,000.00","6,949,345,000.00","6,899,261,000.00","8,052,872,000.00","8,060,516,000.00","8,983,531,000.00","8,996,523,000.00","11,645,053,000.00","13,198,453,000.00","15,126,870,000.00","16,647,379,000.00","21,165,804,000.00","26,520,388,000.00","28,554,698,000.00","34,837,599,000.00","35,432,741,000.00","38,815,750,000.00"
专项应付款,"143,953,000.00","11,000,000.00","244,707,440.26","11,000,000.00","11,000,000.00","11,000,000.00","24,320,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","11,000,000.00","67,025,000.00","67,025,000.00","67,025,000.00","65,468,000.00","67,025,000.00","64,911,000.00","67,025,000.00","67,025,000.00","67,025,000.00","74,354,000.00","87,633,000.00","90,232,000.00","47,486,000.00","49,649,000.00","47,486,000.00","47,486,000.00","72,702,000.00","76,705,000.00","72,702,000.00","67,808,000.00","751,040,000.00","643,258,000.00",,,,
投资性房地产,"197,862,000.00","902,873,000.00","912,233,805.19","957,608,000.00","952,804,000.00","1,819,504,000.00","1,742,345,000.00","2,006,156,000.00","2,038,495,000.00","2,284,380,000.00","2,259,235,000.00","2,431,774,000.00","2,388,856,000.00","2,677,565,000.00","2,788,155,000.00","2,773,219,000.00","2,769,001,000.00","3,302,002,000.00","3,270,243,000.00","1,768,189,000.00","1,762,510,000.00","1,875,079,000.00","1,882,586,000.00","1,881,163,000.00","1,857,632,000.00","2,522,005,000.00","2,489,869,000.00","2,463,286,000.00","2,480,513,000.00","3,297,545,000.00","3,259,152,000.00","3,241,208,000.00","3,209,990,000.00","4,756,123,000.00","4,589,836,000.00","4,133,520,000.00","4,501,533,000.00","5,917,349,000.00","6,088,811,000.00","4,604,609,000.00","4,590,831,000.00","5,789,394,000.00","5,689,263,000.00","6,947,882,000.00","6,801,756,000.00","10,607,174,000.00","10,556,992,000.00"
预计负债,"71,709,000.00","76,959,000.00","82,791,728.39","76,774,000.00","76,774,000.00","82,631,000.00","82,912,000.00","83,199,000.00","83,494,000.00","83,026,000.00","120,069,000.00","78,120,000.00","92,776,000.00","134,171,000.00","141,123,000.00","171,302,000.00","201,129,000.00","200,816,000.00","190,474,000.00","228,092,000.00","223,128,000.00","206,503,000.00","206,503,000.00","237,587,000.00","254,265,000.00","261,002,000.00","281,958,000.00","312,288,000.00","310,121,000.00","259,793,000.00","259,503,000.00","259,648,000.00","381,721,000.00","247,811,000.00","287,273,000.00","547,811,000.00","544,775,000.00","334,578,000.00","330,811,000.00","538,440,000.00","538,803,000.00","637,149,000.00","646,077,000.00","976,105,000.00","1,142,189,000.00","1,001,566,000.00","1,006,331,000.00"
固定资产,"15,507,069,000.00","16,919,914,000.00","18,740,695,130.46","19,279,064,000.00","19,814,483,000.00","19,985,378,000.00","20,304,650,000.00","21,700,497,000.00","22,989,970,000.00","25,634,495,000.00","25,643,430,000.00","26,745,270,000.00","27,602,312,000.00","31,014,799,000.00","30,745,095,000.00","31,066,424,000.00","31,243,993,000.00","32,359,273,000.00","32,425,987,000.00","32,530,885,000.00","32,505,791,000.00","34,723,463,000.00","34,386,455,000.00","34,619,229,000.00","34,526,647,000.00","36,888,967,000.00","36,373,771,000.00","36,120,747,000.00","36,042,391,000.00","43,181,465,000.00","42,320,778,000.00","42,757,907,000.00","43,041,812,000.00","44,868,569,000.00","45,571,551,000.00","46,553,116,000.00","47,136,929,000.00","48,765,392,000.00","49,606,289,000.00","48,651,105,000.00","49,065,163,000.00","52,368,187,000.00","51,599,822,000.00","52,107,879,000.00","53,126,542,000.00","55,873,637,000.00","56,254,862,000.00"
递延所得税负债,"40,660,000.00","314,960,000.00","192,027,896.21","135,106,000.00","103,477,000.00","397,821,000.00","415,540,000.00","453,137,000.00","450,377,000.00","451,220,000.00","421,504,000.00","482,320,000.00","239,423,000.00","620,823,000.00","624,293,000.00","616,219,000.00","671,413,000.00","882,411,000.00","891,153,000.00","935,355,000.00","929,757,000.00","988,806,000.00","984,100,000.00","1,005,063,000.00","999,168,000.00","955,534,000.00","946,358,000.00","969,254,000.00","1,034,012,000.00","1,102,971,000.00","1,032,982,000.00","1,179,463,000.00","1,114,825,000.00","919,974,000.00","981,616,000.00","860,554,000.00","841,647,000.00","781,940,000.00","743,511,000.00","670,154,000.00","718,286,000.00","1,005,690,000.00","1,016,380,000.00","1,265,979,000.00","1,584,153,000.00","1,162,707,000.00","1,152,068,000.00"
在建工程,"3,620,693,000.00","8,343,355,000.00","6,922,215,687.64","8,715,549,000.00","1,642,797,000.00","2,646,228,000.00","3,361,617,000.00","3,306,184,000.00","4,734,506,000.00","2,917,488,000.00","3,361,143,000.00","1,976,068,000.00","2,332,074,000.00","3,078,785,000.00","3,622,108,000.00","4,000,038,000.00","4,566,677,000.00","4,907,440,000.00","4,571,580,000.00","5,265,216,000.00","6,236,136,000.00","6,587,605,000.00","7,246,141,000.00","7,620,287,000.00","8,542,359,000.00","7,194,546,000.00","8,106,999,000.00","8,117,665,000.00","10,311,246,000.00","4,937,121,000.00","5,463,148,000.00","5,270,629,000.00","5,276,786,000.00","6,838,491,000.00","6,993,091,000.00","5,310,431,000.00","5,626,005,000.00","5,741,109,000.00","6,006,830,000.00","6,046,163,000.00","6,929,073,000.00","6,944,635,000.00","8,264,320,000.00","8,309,282,000.00","8,933,674,000.00","8,434,697,000.00","9,157,972,000.00"
其他非流动负债,,"208,586,000.00","3,627,979.91","214,639,000.00","207,015,000.00","260,805,000.00","261,651,000.00","278,858,000.00","293,427,000.00","453,136,000.00","416,326,000.00","523,798,000.00","552,113,000.00","691,973,000.00","694,609,000.00","693,013,000.00","686,933,000.00","906,496,000.00","880,126,000.00","875,381,000.00","895,645,000.00","824,425,000.00","846,960,000.00","910,404,000.00","904,204,000.00","859,206,000.00","850,488,000.00","816,722,000.00","810,522,000.00","4,133,909,000.00","4,133,909,000.00","4,094,156,000.00","143,102,000.00","162,028,000.00","163,719,000.00","159,506,000.00","548,492,000.00","258,674,000.00","484,749,000.00","355,947,000.00","407,330,000.00","165,465,000.00","179,165,000.00","166,687,000.00","173,346,000.00","173,720,000.00","1,478,960,000.00"
工程物资,"262,834,000.00","684,426,000.00","889,089,654.27","966,438,000.00","1,048,605,000.00","991,010,000.00","1,194,656,000.00","1,016,180,000.00","1,007,664,000.00","627,748,000.00","817,292,000.00","650,813,000.00","654,541,000.00","350,779,000.00","709,384,000.00","281,735,000.00","175,361,000.00","345,751,000.00","348,985,000.00","463,069,000.00","562,289,000.00","181,400,000.00","181,400,000.00","123,158,000.00","123,583,000.00","147,974,000.00","225,534,000.00","155,754,000.00","258,042,000.00","308,454,000.00","348,055,000.00","395,198,000.00","315,566,000.00","221,825,000.00","212,610,000.00","233,864,000.00","138,512,000.00","121,295,000.00","160,340,000.00","175,710,000.00","133,637,000.00","58,360,000.00","28,950,000.00",,,,
非流动负债合计,"16,965,400,000.00","19,799,424,000.00","22,247,369,561.67","23,269,149,000.00","26,372,789,000.00","25,450,705,000.00","27,017,640,000.00","29,340,700,000.00","35,554,042,000.00","35,317,500,000.00","44,577,832,000.00","43,155,290,000.00","43,686,114,000.00","51,014,338,000.00","60,553,297,000.00","62,850,299,000.00","68,008,172,000.00","81,810,923,000.00","91,227,331,000.00","94,758,774,000.00","98,422,504,000.00","96,045,048,000.00","99,730,391,000.00","111,204,206,000.00","123,469,676,000.00","111,157,654,000.00","113,823,227,000.00","112,907,278,000.00","111,905,253,000.00","102,843,382,000.00","105,453,304,000.00","104,767,271,000.00","105,812,662,000.00","103,819,320,000.00","105,505,284,000.00","103,536,372,000.00","107,510,963,000.00","98,746,413,000.00","98,931,773,000.00","95,355,407,000.00","97,282,340,000.00","92,647,634,000.00","98,922,500,000.00","101,641,625,000.00","106,434,390,000.00","98,071,462,000.00","105,493,869,000.00"
固定资产清理,"7,462,000.00","5,118,000.00","6,636,454.79","6,202,000.00","9,467,000.00","2,098,000.00","2,188,000.00","2,498,000.00","2,940,000.00","2,871,000.00","4,460,000.00","5,440,000.00","5,667,000.00","3,870,000.00","5,588,000.00","12,148,000.00","14,045,000.00","5,606,000.00","3,614,000.00","4,761,000.00","13,479,000.00","5,033,000.00","5,651,000.00","11,981,000.00","12,641,000.00","6,591,000.00","10,935,000.00","12,690,000.00","13,223,000.00","1,103,000.00","4,197,000.00","4,551,000.00","6,149,000.00","1,680,000.00","34,352,000.00","2,496,000.00","4,491,000.00","1,633,000.00","2,873,000.00","4,589,000.00","3,447,000.00","8,587,000.00","10,581,000.00",,,,
负债合计,"142,086,738,000.00","156,283,250,000.00","158,729,601,856.11","173,307,402,000.00","188,205,999,000.00","191,000,866,000.00","204,237,511,000.00","217,484,412,000.00","230,378,984,000.00","245,421,803,000.00","255,756,253,000.00","266,313,744,000.00","271,292,792,000.00","315,414,469,000.00","334,168,720,000.00","358,193,077,000.00","365,447,713,000.00","387,381,965,000.00","391,610,207,000.00","418,678,576,000.00","434,931,762,000.00","462,165,095,000.00","471,848,018,000.00","515,180,877,000.00","531,596,589,000.00","531,400,537,000.00","537,788,215,000.00","561,819,973,000.00","565,902,232,000.00","573,983,424,000.00","561,296,651,000.00","578,942,269,000.00","589,401,465,000.00","574,266,577,000.00","575,210,289,000.00","584,164,836,000.00","589,274,173,000.00","605,350,071,000.00","601,105,432,000.00","606,480,120,000.00","622,119,517,000.00","674,363,914,000.00","659,264,536,000.00","692,674,644,000.00","718,684,141,000.00","720,532,073,000.00","742,595,826,000.00"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"12,800,000,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","21,299,900,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00","22,844,302,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"-5,824,995,000.00","30,983,544,000.00","30,662,430,688.52","30,299,199,000.00","30,336,385,000.00","30,622,339,000.00","30,529,227,000.00","30,895,252,000.00","31,214,723,000.00","30,930,962,000.00","31,037,467,000.00","30,758,978,000.00","30,812,941,000.00","30,654,109,000.00","30,762,411,000.00","30,569,803,000.00","30,513,798,000.00","31,089,538,000.00","31,094,276,000.00","31,270,557,000.00","31,081,122,000.00","31,142,162,000.00","31,109,065,000.00","30,409,281,000.00","32,643,076,000.00","31,093,828,000.00","31,335,563,000.00","30,940,090,000.00","30,882,754,000.00","30,529,448,000.00","30,444,854,000.00","31,192,226,000.00","41,526,756,000.00","41,754,319,000.00","42,004,121,000.00","41,754,319,000.00","41,754,319,000.00","41,410,961,000.00","41,449,201,000.00","44,171,912,000.00","44,082,212,000.00","44,057,921,000.00","44,057,921,000.00","45,727,314,000.00","46,465,684,000.00","46,370,629,000.00","46,370,629,000.00"
无形资产,"2,844,936,000.00","6,163,290,000.00","6,202,081,501.46","6,153,123,000.00","14,922,832,000.00","20,896,169,000.00","20,960,060,000.00","22,454,485,000.00","24,586,640,000.00","26,029,993,000.00","26,227,246,000.00","28,489,663,000.00","29,233,941,000.00","33,161,092,000.00","33,416,086,000.00","33,577,138,000.00","34,216,676,000.00","45,518,034,000.00","45,483,952,000.00","45,470,429,000.00","45,277,907,000.00","45,277,475,000.00","45,138,705,000.00","44,933,444,000.00","44,749,036,000.00","44,276,681,000.00","44,108,378,000.00","44,591,863,000.00","44,701,403,000.00","48,199,622,000.00","48,020,804,000.00","49,367,789,000.00","49,481,715,000.00","50,836,364,000.00","51,360,449,000.00","51,687,060,000.00","51,907,176,000.00","51,763,465,000.00","51,854,735,000.00","51,416,590,000.00","51,824,069,000.00","50,766,021,000.00","50,351,337,000.00","54,990,946,000.00","55,884,928,000.00","60,233,008,000.00","63,695,620,000.00"
盈余公积,,"326,621,000.00","328,555,018.21","326,621,000.00","321,289,000.00","672,296,000.00","672,296,000.00","672,296,000.00","709,796,000.00","1,238,942,000.00","1,239,558,000.00","1,238,508,000.00","1,238,508,000.00","1,607,081,000.00","1,607,081,000.00","1,607,080,000.00","1,614,347,000.00","1,974,880,000.00","1,974,880,000.00","1,974,880,000.00","1,976,329,000.00","2,258,905,000.00","2,259,742,000.00","2,258,905,000.00","2,259,993,000.00","2,668,459,000.00","2,677,241,000.00","2,668,459,000.00","2,668,459,000.00","3,416,757,000.00","3,416,757,000.00","3,416,757,000.00","3,416,757,000.00","4,173,136,000.00","4,719,753,000.00","4,173,136,000.00","4,173,136,000.00","5,356,153,000.00","5,434,400,000.00","5,356,153,000.00","5,329,963,000.00","7,258,510,000.00","7,478,438,000.00","7,265,914,000.00","7,316,485,000.00","8,377,863,000.00","8,445,021,000.00"
开发支出,,,"10,070.00",,,"1,645,000.00","1,656,000.00","1,656,000.00","31,000.00",,,,,,,,,,,,"160,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,"796,942,000.00","797,680,000.00","873,647,441.32","915,088,000.00","963,911,000.00","835,542,000.00","835,530,000.00","835,530,000.00","835,530,000.00","835,530,000.00","874,861,000.00","835,495,000.00","835,468,000.00","864,858,000.00","864,858,000.00","864,858,000.00","869,098,000.00","864,858,000.00","864,858,000.00","864,858,000.00","868,357,000.00","857,239,000.00","857,239,000.00","851,895,000.00","851,894,000.00","829,540,000.00","829,540,000.00","828,683,000.00","823,378,000.00","828,683,000.00","828,683,000.00","828,683,000.00","828,683,000.00","828,683,000.00","828,683,000.00","828,683,000.00","828,683,000.00","828,683,000.00","828,683,000.00","828,683,000.00","828,683,000.00","828,667,000.00","828,667,000.00","828,667,000.00","828,667,000.00","898,705,000.00","898,705,000.00"
未分配利润,"1,376,855,000.00","2,816,838,000.00","3,341,681,203.03","4,694,062,000.00","3,790,779,000.00","3,521,685,000.00","4,602,972,000.00","6,601,389,000.00","8,414,007,000.00","7,389,008,000.00","9,044,001,000.00","9,333,140,000.00","11,756,510,000.00","13,147,694,000.00","14,815,780,000.00","14,457,811,000.00","15,509,269,000.00","17,877,259,000.00","18,822,627,000.00","19,240,678,000.00","21,110,066,000.00","23,858,378,000.00","25,432,973,000.00","26,463,997,000.00","28,521,033,000.00","31,965,563,000.00","33,932,343,000.00","34,606,916,000.00","37,119,255,000.00","39,729,945,000.00","41,801,886,000.00","42,525,737,000.00","45,614,596,000.00","48,608,655,000.00","50,882,818,000.00","51,552,668,000.00","55,335,458,000.00","56,683,552,000.00","60,419,240,000.00","61,444,342,000.00","64,285,949,000.00","67,281,062,000.00","71,693,073,000.00","73,815,312,000.00","77,592,322,000.00","80,062,480,000.00","83,808,986,000.00"
长期待摊费用,"27,166,000.00","25,843,000.00","35,787,406.47","42,498,000.00","53,078,000.00","41,529,000.00","34,270,000.00","57,350,000.00","36,104,000.00","51,174,000.00","53,403,000.00","65,011,000.00","78,190,000.00","211,916,000.00","200,552,000.00","236,266,000.00","216,805,000.00","232,889,000.00","220,656,000.00","233,904,000.00","353,568,000.00","224,782,000.00","205,846,000.00","207,601,000.00","210,140,000.00","195,621,000.00","193,861,000.00","192,434,000.00","267,109,000.00","282,622,000.00","295,120,000.00","296,139,000.00","444,178,000.00","848,570,000.00","863,694,000.00","868,303,000.00","846,740,000.00","859,277,000.00","904,290,000.00","883,464,000.00","918,072,000.00","954,190,000.00","933,267,000.00","914,058,000.00","1,007,319,000.00","1,091,985,000.00","1,073,893,000.00"
少数股东权益,"2,498,575,000.00","3,506,637,000.00","4,033,417,368.65","4,186,729,000.00","4,661,652,000.00","4,928,814,000.00","5,826,666,000.00","4,988,112,000.00","5,101,803,000.00","5,419,806,000.00","5,734,377,000.00","5,999,790,000.00","6,217,890,000.00","7,139,813,000.00","7,196,869,000.00","7,065,618,000.00","7,566,516,000.00","9,329,926,000.00","9,227,701,000.00","9,310,366,000.00","9,556,843,000.00","10,198,670,000.00","10,279,487,000.00","10,447,551,000.00","10,601,998,000.00","10,166,544,000.00","10,433,271,000.00","10,326,280,000.00","11,709,694,000.00","10,343,971,000.00","10,225,885,000.00","9,973,302,000.00","9,684,104,000.00","8,814,141,000.00","9,315,143,000.00","8,643,602,000.00","8,793,370,000.00","8,825,387,000.00","12,532,429,000.00","13,075,762,000.00","13,203,999,000.00","14,339,000,000.00","14,787,670,000.00","24,744,924,000.00","26,182,940,000.00","30,361,696,000.00","31,841,006,000.00"
递延所得税资产,"1,903,221,000.00","1,924,557,000.00","1,960,465,616.68","1,905,312,000.00","1,963,168,000.00","2,553,630,000.00","2,500,995,000.00","2,272,672,000.00","2,278,234,000.00","2,814,904,000.00","2,771,346,000.00","2,794,273,000.00","2,746,166,000.00","2,735,359,000.00","2,756,999,000.00","3,080,008,000.00","3,079,576,000.00","3,283,679,000.00","3,313,147,000.00","3,474,731,000.00","3,569,815,000.00","3,795,828,000.00","3,760,802,000.00","3,944,407,000.00","4,000,218,000.00","4,000,413,000.00","4,018,122,000.00","4,135,446,000.00","4,082,812,000.00","4,281,358,000.00","4,308,614,000.00","4,534,829,000.00","4,472,273,000.00","4,366,553,000.00","4,132,814,000.00","4,980,148,000.00","4,921,436,000.00","5,257,707,000.00","5,237,620,000.00","4,560,719,000.00","4,646,506,000.00","5,731,004,000.00","5,710,926,000.00","5,647,867,000.00","5,771,911,000.00","6,866,394,000.00","6,919,417,000.00"
外币报表折算价差,"4,529,000.00","-23,920,000.00","154,442,639.51","-14,434,000.00","9,929,000.00","-10,979,000.00","-10,759,000.00","-14,091,000.00","-5,421,000.00","-4,393,000.00","-20,071,000.00","-60,445,000.00","-62,602,000.00","-67,860,000.00","-131,788,000.00","-105,248,000.00","-166,006,000.00","-358,201,000.00","-334,279,000.00","-397,218,000.00","-235,553,000.00","-399,059,000.00","-488,905,000.00","-584,931,000.00","-580,706,000.00","-689,068,000.00","-525,042,000.00","-541,701,000.00","-659,365,000.00",,,,,,,,,,,,,,,,,,
其他非流动资产,"97,015,000.00","151,553,000.00","1,151,909,742.35","176,514,000.00","188,770,000.00","1,438,960,000.00","1,977,187,000.00","1,658,970,000.00","856,030,000.00","1,829,472,000.00","2,131,651,000.00","3,607,008,000.00","3,495,331,000.00","4,704,444,000.00","5,109,765,000.00","6,040,271,000.00","6,300,422,000.00","6,868,133,000.00","6,807,477,000.00","7,003,629,000.00","6,969,175,000.00","5,359,152,000.00","5,494,475,000.00","5,327,710,000.00","5,522,628,000.00","5,567,247,000.00","5,642,081,000.00","5,357,738,000.00","5,296,096,000.00","5,532,523,000.00","5,489,398,000.00","6,062,863,000.00","5,572,440,000.00","6,616,178,000.00","7,132,300,000.00","8,892,160,000.00","8,920,472,000.00","6,239,209,000.00","6,242,665,000.00","6,373,658,000.00","6,679,953,000.00","4,040,040,000.00","5,077,790,000.00","33,587,840,000.00","12,580,886,000.00","73,969,952,000.00","79,503,505,000.00"
非正常经营项目收益调整,,"19,849,000.00","18,748,225.29","26,153,000.00","33,091,000.00","60,810,000.00","64,935,000.00","68,388,000.00","72,306,000.00","85,100,000.00","88,685,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"30,203,609,000.00","43,222,614,000.00","43,444,822,889.13","46,425,234,000.00","50,296,569,000.00","59,798,459,000.00","62,513,625,000.00","65,405,112,000.00","70,404,904,000.00","74,548,996,000.00","74,948,083,000.00","79,763,987,000.00","82,157,407,000.00","90,834,748,000.00","92,433,919,000.00","94,467,150,000.00","95,963,513,000.00","108,829,931,000.00","109,613,269,000.00","110,660,932,000.00","112,392,076,000.00","116,064,140,000.00","118,575,154,000.00","121,496,531,000.00","123,567,619,000.00","125,311,676,000.00","126,890,105,000.00","127,909,904,000.00","130,567,530,000.00","137,744,697,000.00","136,957,487,000.00","139,870,950,000.00","140,178,233,000.00","148,258,020,000.00","149,778,174,000.00","155,181,234,000.00","156,636,448,000.00","159,600,780,000.00","162,776,899,000.00","166,391,137,000.00","172,663,089,000.00","183,999,674,000.00","234,108,758,000.00","226,764,582,000.00","244,017,355,000.00","290,994,466,000.00","311,269,134,000.00"
所有者权益(或股东权益)合计,"10,854,964,000.00","58,929,469,000.00","59,839,175,143.21","60,818,230,000.00","60,453,025,000.00","61,094,865,000.00","62,985,237,000.00","64,511,246,000.00","66,807,114,000.00","66,359,325,000.00","68,423,917,000.00","68,660,715,000.00","71,357,778,000.00","73,891,881,000.00","75,661,397,000.00","75,011,428,000.00","76,457,282,000.00","81,350,132,000.00","82,224,601,000.00","82,840,625,000.00","84,933,618,000.00","88,562,986,000.00","90,099,345,000.00","90,504,087,000.00","94,960,452,000.00","96,799,993,000.00","99,457,168,000.00","99,608,459,000.00","106,316,947,000.00","109,063,815,000.00","115,047,504,000.00","121,087,218,000.00","135,461,296,000.00","139,401,128,000.00","142,587,216,000.00","142,182,245,000.00","146,309,554,000.00","149,159,202,000.00","156,709,048,000.00","160,709,422,000.00","163,569,140,000.00","169,719,615,000.00","174,995,934,000.00","189,028,674,000.00","195,080,072,000.00","222,144,028,000.00","227,534,829,000.00"
资产总计,"152,941,702,000.00","215,212,719,000.00","218,568,776,999.32","234,125,632,000.00","248,659,024,000.00","252,095,731,000.00","267,222,748,000.00","281,995,658,000.00","297,186,098,000.00","311,781,128,000.00","324,180,170,000.00","334,974,459,000.00","342,650,570,000.00","389,306,350,000.00","409,830,117,000.00","433,204,505,000.00","441,904,995,000.00","468,732,097,000.00","473,834,808,000.00","501,519,201,000.00","519,865,380,000.00","550,728,081,000.00","561,947,363,000.00","605,684,964,000.00","626,557,041,000.00","628,200,530,000.00","637,245,383,000.00","661,428,432,000.00","672,219,179,000.00","683,047,239,000.00","676,344,155,000.00","700,029,487,000.00","724,862,761,000.00","713,667,705,000.00","717,797,505,000.00","726,347,081,000.00","735,583,727,000.00","754,509,273,000.00","757,814,480,000.00","767,189,542,000.00","785,688,657,000.00","844,083,529,000.00","834,260,470,000.00","881,703,318,000.00","913,764,213,000.00","942,676,101,000.00","970,130,655,000.00"
负债和所有者(或股东权益)合计,"152,941,702,000.00","215,212,719,000.00","218,568,776,999.32","234,125,632,000.00","248,659,024,000.00","252,095,731,000.00","267,222,748,000.00","281,995,658,000.00","297,186,098,000.00","311,781,128,000.00","324,180,170,000.00","334,974,459,000.00","342,650,570,000.00","389,306,350,000.00","409,830,117,000.00","433,204,505,000.00","441,904,995,000.00","468,732,097,000.00","473,834,808,000.00","501,519,201,000.00","519,865,380,000.00","550,728,081,000.00","561,947,363,000.00","605,684,964,000.00","626,557,041,000.00","628,200,530,000.00","637,245,383,000.00","661,428,432,000.00","672,219,179,000.00","683,047,239,000.00","676,344,155,000.00","700,029,487,000.00","724,862,761,000.00","713,667,705,000.00","717,797,505,000.00","726,347,081,000.00","735,583,727,000.00","754,509,273,000.00","757,814,480,000.00","767,189,542,000.00","785,688,657,000.00","844,083,529,000.00","834,260,470,000.00","881,703,318,000.00","913,764,213,000.00","942,676,101,000.00","970,130,655,000.00"
